"combination [range0, range1, ep_max, c1, c2]",gBest_fitness
1,984.3082959282104
2,711.2494160011622
3,491.0589333755839
4,340.17262667911865
5,246.576051799598
6,153.28025634772536
7,95.28391390062595
8,50.422475417380284
9,36.25314693373334
10,34.21508088494134
11,29.730487477667143
12,29.309892715414684
13,26.60764723763456
14,26.354208733140975
15,24.03610790398
16,24.03610790398
17,20.803937799086125
18,20.803937799086125
19,16.867088253216824
20,16.867088253216824
21,16.867088253216824
22,16.593945442061113
23,14.829657094031306
24,13.979181044455707
25,13.309857505101967
26,13.309857505101967
27,12.56191833463559
28,12.56191833463559
29,12.398404297490641
30,12.069892208892313
31,12.069892208892313
32,10.97716540717629
33,9.850115346014107
34,9.850115346014107
35,9.836250522436682
36,8.986022040452518
37,8.986022040452518
38,8.986022040452518
39,8.59342079172611
40,8.59342079172611
41,8.214532680331711
42,8.214532680331711
43,8.214532680331711
44,8.214532680331711
45,8.184165514598343
46,8.184165514598343
47,7.691092265549187
48,7.691092265549187
49,7.691092265549187
50,7.691092265549187
51,7.691092265549187
52,7.250557489735332
53,7.250557489735332
54,7.250557489735332
55,6.797456167477091
56,6.590087352850761
57,6.279440583159091
58,6.01786242493584
59,6.01786242493584
60,5.9588550151231425
61,5.5901030669459555
62,5.5901030669459555
63,5.148613754540653
64,5.148613754540653
65,5.148613754540653
66,4.790466625212718
67,4.384196702921914
68,4.384196702921914
69,4.328080785955262
70,4.328080785955262
71,4.328080785955262
72,3.9854869829014086
73,3.9854869829014086
74,3.9854869829014086
75,3.9156919396245677
76,3.8996031553410284
77,3.8996031553410284
78,3.7411920931526805
79,3.500906118319204
80,3.449740378183101
81,3.449740378183101
82,3.449740378183101
83,3.39937672339175
84,3.291678164318574
85,3.2869030374899313
86,2.9616502709395656
87,2.9616502709395656
88,2.7338840081025197
89,2.7338840081025197
90,2.7338840081025197
91,2.7338840081025197
92,2.630531765341113
93,2.093351860625208
94,2.079973644808797
95,2.079973644808797
96,2.079973644808797
97,2.079973644808797
98,2.071229011023023
99,2.071229011023023
100,1.9222126418340049
101,1.9222126418340049
102,1.9222126418340049
103,1.8033707848729887
104,1.8033707848729887
105,1.7574832111512504
106,1.7514108834998239
107,1.6234221485502487
108,1.6078737882399456
109,1.6078737882399456
110,1.542554001935842
111,1.4468694610590833
112,1.4010828026145283
113,1.2315430742635325
114,1.2315430742635325
115,1.2122960995700192
116,1.2122960995700192
117,1.1499996189536321
118,1.1499996189536321
119,1.0866990117168174
120,1.0866990117168174
121,0.9860873878339985
122,0.9860873878339985
123,0.9825132000406831
124,0.9825132000406831
125,0.9624147345271373
126,0.9124348876600932
127,0.9109413253040226
128,0.9109413253040226
129,0.9021076284320094
130,0.8686666722369805
131,0.867238144709805
132,0.867238144709805
133,0.8626784723262223
134,0.8581702020214629
135,0.8581702020214629
136,0.8510298310786607
137,0.8510298310786607
138,0.8485191406358208
139,0.8485191406358208
140,0.8411217940009168
141,0.8353380585707648
142,0.8353380585707648
143,0.8244080053755942
144,0.8144515764861672
145,0.8106052830924657
146,0.7874758334357799
147,0.7854037222304074
148,0.7783197918515763
149,0.7783197918515763
150,0.7661797074179418
151,0.7661797074179418
152,0.7598320750102637
153,0.7593918919059104
154,0.7570993795537624
155,0.753765791767538
156,0.7480628643490622
157,0.7475153555599173
158,0.7475153555599173
159,0.7367097563751536
160,0.7367097563751536
161,0.7341436967601931
162,0.7194345458029578
163,0.7151176437584208
164,0.714188371524701
165,0.6965701017197646
166,0.687347595576261
167,0.6868937142960025
168,0.6745770177481781
169,0.663178134532346
170,0.6521740590674683
171,0.6421361651407685
172,0.6339800323932367
173,0.6262395507446062
174,0.6262395507446062
175,0.6136487331284864
176,0.6110591894334965
177,0.6110591894334965
178,0.609029564061312
179,0.608198972896678
180,0.608198972896678
181,0.5845142743229054
182,0.555400922124662
183,0.5465719514195702
184,0.5398840458593366
185,0.5393901848757675
186,0.5349731518030203
187,0.5349731518030203
188,0.533668377893712
189,0.5333460529122438
190,0.5313817779763329
191,0.5304677213832696
192,0.5298641316176813
193,0.523555587213076
194,0.5234605633150368
195,0.523375207456158
196,0.5227133198935171
197,0.5213564437202095
198,0.5202328784695424
199,0.5202328784695424
200,0.5190752308751149
201,0.511706082355862
202,0.5111084828422454
203,0.5085176956984838
204,0.5080847067729202
205,0.507795811971511
206,0.5037541717453999
207,0.5024717246342025
208,0.5002024587844622
209,0.4972641611969854
210,0.4962752359928388
211,0.4953863140012367
212,0.4953863140012367
213,0.4943418010397483
214,0.49338548658293974
215,0.493153083950828
216,0.49306391395032834
217,0.4928708301064343
218,0.49275414068661966
219,0.491489162135035
220,0.4908140396054719
221,0.49071033403886627
222,0.49061511440688466
223,0.4905981742152792
224,0.4905014260551691
225,0.49045443702042857
226,0.49043384472952456
227,0.49038235893343174
228,0.49034120489973554
229,0.4903276953787083
230,0.49027965602410456
231,0.49027965602410456
232,0.4902674950720602
233,0.4902192159509394
234,0.4902192159509394
235,0.49019234918053795
236,0.4901917959010934
237,0.4901917959010934
238,0.4901917959010934
239,0.4901896811242084
240,0.49018600019998176
241,0.49014585966608165
242,0.49014108709897647
243,0.49013345528749747
244,0.4900939104023309
245,0.48997552029361685
246,0.4899376836510911
247,0.4898684479299941
248,0.4897204915426525
249,0.4896529635858459
250,0.48954471621972995
251,0.48953674175361717
252,0.4894451919366715
253,0.4894395338972778
254,0.4894128927931009
255,0.4893943492863321
256,0.4892494688913396
257,0.4892494688913396
258,0.48923601679545836
259,0.48923601679545836
260,0.4892328679843772
261,0.48922927691918505
262,0.48922878693562827
263,0.48922560172446383
264,0.4892097766564561
265,0.48919669507501096
266,0.4891764863873166
267,0.4891371997030201
268,0.4891265902398758
269,0.48912160469748894
270,0.48910974828316955
271,0.489076162313987
272,0.4890447659492465
273,0.4890365372152075
274,0.4890279517443372
275,0.4890222358967941
276,0.4890222358967941
277,0.48901548527530286
278,0.48901155572804256
279,0.48901155572804256
280,0.48901038554858567
281,0.4890081820351794
282,0.48900728044848657
283,0.489006234932541
284,0.48900416786264195
285,0.4890029986175906
286,0.48900165136938983
287,0.4890010833201083
288,0.48899783043226147
289,0.4889945569460402
290,0.48899195088072056
291,0.4889910031026276
292,0.4889889765488496
293,0.4889756185531139
294,0.48897207497273987
295,0.4889697125100317
296,0.4889693005588405
297,0.48896819070768965
298,0.48896732336953497
299,0.48895891437345496
300,0.4889588245301405
