"combination [range0, range1, ep_max, c1, c2]",gBest_fitness
1,973.9261767495046
2,742.576130194474
3,553.9909934299691
4,410.30083771126505
5,270.25707156897215
6,161.92411809470536
7,91.72574218995729
8,52.33210456034218
9,35.37676321704861
10,33.999799228836444
11,33.999799228836444
12,29.4381567490695
13,27.668953844202292
14,26.327501806796985
15,24.97078006811729
16,24.97078006811729
17,23.997120629881174
18,18.601089218675266
19,18.601089218675266
20,18.601089218675266
21,18.54333837957316
22,18.382993766577712
23,15.593068879177446
24,14.448843333503353
25,13.956722634221581
26,12.636563314571289
27,12.636563314571289
28,12.636563314571289
29,12.091428569457339
30,11.97049480834111
31,11.97049480834111
32,11.97049480834111
33,10.84161922585252
34,10.48066307719696
35,10.33289403504083
36,9.811455768191262
37,9.6553643689119
38,9.393005272622887
39,8.942787712448602
40,8.942787712448602
41,8.942787712448602
42,8.37449527550358
43,8.181817474457485
44,7.768306500617419
45,7.768306500617419
46,7.54520698655515
47,7.54520698655515
48,7.3330679354631485
49,7.027508526899582
50,7.027508526899582
51,6.689625572000391
52,6.628631295158219
53,6.607872848676466
54,6.488742099581293
55,6.249068353055779
56,6.127298587976306
57,5.954282855793998
58,5.744606525861176
59,5.731051997093926
60,5.731051997093926
61,5.638171604457232
62,5.633297541263713
63,5.633297541263713
64,5.61683897042557
65,5.274839119460782
66,5.1159553131543305
67,5.074787519336602
68,4.987582933693854
69,4.894797731188833
70,4.8379176819806
71,4.830927885018278
72,4.599541516780099
73,4.597217228759036
74,4.597217228759036
75,4.563872228859101
76,4.5490404020475195
77,4.44660033182029
78,4.386496966024484
79,4.33440393385881
80,4.316071946418508
81,4.265371782009395
82,4.2415129998094
83,4.101784054530537
84,4.0973647985637
85,4.074063939575311
86,4.018580750929654
87,4.009397568887528
88,4.00371531542447
89,3.937991215137043
90,3.890353057839919
91,3.8014423578355574
92,3.734143462776871
93,3.7235468066038955
94,3.718403986357133
95,3.7038652844765374
96,3.6598940328176983
97,3.6556714335601863
98,3.653087883059389
99,3.6492157912224843
100,3.6438498069529883
