"combination [range0, range1, ep_max, c1, c2]",gBest_fitness,total_time
"[-10, 10, 100, 200, 2.5, 2]",2.7829815146457157,3.97
"[-10, 10, 100, 200, 2.5, 2]",1.4385585833233343,4.07
"[-10, 10, 100, 200, 2.5, 2]",2.546460934726461,3.98
"[-10, 10, 100, 200, 2.5, 2]",1.4806590786255767,3.9
"[-10, 10, 100, 200, 2.5, 2]",3.0732824116321664,4.2
"[-10, 10, 100, 200, 2.5, 2]",2.1296308530174954,4.03
"[-10, 10, 100, 200, 2.5, 2]",1.334996505667606,4.02
"[-10, 10, 150, 200, 2.5, 2]",1.6005725127673331,6.25
"[-10, 10, 150, 200, 2.5, 2]",0.9466830164694712,6.3
"[-10, 10, 150, 200, 2.5, 2]",3.052236755921206,5.89
"[-10, 10, 150, 200, 2.5, 2]",1.3598982553388173,5.78
"[-10, 10, 150, 200, 2.5, 2]",0.85526087219944,5.69
"[-10, 10, 150, 200, 2.5, 2]",0.9892428918518199,5.68
"[-10, 10, 150, 200, 2.5, 2]",1.2371899702812967,5.94
"[-10, 10, 150, 200, 2.5, 2]",1.7739275493647058,5.92
"[-10, 10, 150, 200, 2.5, 2]",0.6936516261297256,5.76
"[-10, 10, 150, 200, 2.5, 2]",1.1703190276468287,6.07
"[-10, 10, 150, 200, 2.5, 2]",1.1136193327741724,5.99
"[-10, 10, 150, 200, 2.5, 2]",1.3045216286633385,6.12
"[-10, 10, 150, 200, 2.5, 2]",0.885118779630116,6.16
"[-10, 10, 150, 200, 2.5, 2]",1.8582994104740322,6.25
"[-10, 10, 150, 200, 2.5, 2]",1.5118906632565279,5.92
"[-10, 10, 150, 200, 2.5, 2]",0.7363515531897555,5.97
"[-10, 10, 150, 200, 2.5, 2]",1.22136414969354,5.85
"[-10, 10, 150, 200, 2.5, 2]",2.745685117007182,6.67
"[-10, 10, 150, 200, 2.5, 2]",1.0520300940871758,6.14
"[-10, 10, 150, 200, 2.5, 2]",1.6393181285517322,5.66
"[-10, 10, 50, 200, 2.5, 2.5]",1.766336450135278,1.78
"[-10, 10, 50, 200, 2.5, 2.5]",2.5275876582693964,2.88
"[-10, 10, 50, 200, 2.5, 2.5]",2.3940809745823253,2.39
"[-10, 10, 50, 200, 2.5, 2.5]",2.5226362826820035,1.93
"[-10, 10, 50, 200, 2.5, 2.5]",3.652885501181278,1.92
"[-10, 10, 50, 200, 2.5, 2.5]",4.121216239680187,2.18
"[-10, 10, 50, 200, 2.5, 2.5]",2.313010190739858,2.28
"[-10, 10, 50, 200, 2.5, 2.5]",2.9229951033115706,2.55
"[-10, 10, 50, 200, 2.5, 2.5]",4.260618592544948,2.08
"[-10, 10, 50, 200, 2.5, 2.5]",2.229465775841311,1.92
"[-10, 10, 50, 200, 2.5, 2.5]",5.7778111289390965,2.43
"[-10, 10, 50, 200, 2.5, 2.5]",1.676906371490075,1.87
"[-10, 10, 50, 200, 2.5, 2.5]",3.295287665470014,2.41
"[-10, 10, 50, 200, 2.5, 2.5]",4.083264228246162,1.76
"[-10, 10, 50, 200, 2.5, 2.5]",4.989988959567382,1.72
"[-10, 10, 50, 200, 2.5, 2.5]",2.301015819752808,1.96
"[-10, 10, 50, 200, 2.5, 2.5]",3.345394944554902,2.09
"[-10, 10, 50, 200, 2.5, 2.5]",2.2252101891948284,2.22
"[-10, 10, 50, 200, 2.5, 2.5]",2.406648593226536,3.77
"[-10, 10, 50, 200, 2.5, 2.5]",1.3621110074217047,2.25
"[-10, 10, 100, 200, 2.5, 2.5]",0.6573889593546686,3.96
"[-10, 10, 100, 200, 2.5, 2.5]",2.465366533965517,3.82
"[-10, 10, 100, 200, 2.5, 2.5]",1.3787184208191419,4.52
"[-10, 10, 100, 200, 2.5, 2.5]",1.4599702846131488,6.92
"[-10, 10, 100, 200, 2.5, 2.5]",1.4784928473175054,5.68
"[-10, 10, 100, 200, 2.5, 2.5]",0.8596644785850875,5.72
"[-10, 10, 100, 200, 2.5, 2.5]",0.8872922284684597,6.5
"[-10, 10, 100, 200, 2.5, 2.5]",1.2185602232901156,4.86
"[-10, 10, 100, 200, 2.5, 2.5]",0.8872128278892443,3.83
"[-10, 10, 100, 200, 2.5, 2.5]",1.1586369923516053,3.75
"[-10, 10, 100, 200, 2.5, 2.5]",0.9236038262190784,6.3
"[-10, 10, 100, 200, 2.5, 2.5]",0.5457384444372974,5.06
"[-10, 10, 100, 200, 2.5, 2.5]",1.2585147656006386,5.93
"[-10, 10, 100, 200, 2.5, 2.5]",0.9396542623799065,4.48
"[-10, 10, 100, 200, 2.5, 2.5]",1.0990979932169642,4.12
"[-10, 10, 100, 200, 2.5, 2.5]",1.8699349153549463,3.4
"[-10, 10, 100, 200, 2.5, 2.5]",1.1353173031003563,3.91
"[-10, 10, 100, 200, 2.5, 2.5]",0.6564967676094068,3.73
"[-10, 10, 100, 200, 2.5, 2.5]",0.6143961247256605,6.77
"[-10, 10, 100, 200, 2.5, 2.5]",1.1350721800161248,5.18
"[-10, 10, 150, 200, 2.5, 2.5]",0.8894658540417755,5.93
"[-10, 10, 150, 200, 2.5, 2.5]",0.5371729799096507,6.76
"[-10, 10, 150, 200, 2.5, 2.5]",0.5242106706232931,7.63
"[-10, 10, 150, 200, 2.5, 2.5]",1.091321833389496,8.94
"[-10, 10, 150, 200, 2.5, 2.5]",0.6971900050290564,9.71
"[-10, 10, 150, 200, 2.5, 2.5]",0.6235170110523574,7.43
"[-10, 10, 150, 200, 2.5, 2.5]",0.41645135136380407,8.07
"[-10, 10, 150, 200, 2.5, 2.5]",0.7505713455415917,6.88
"[-10, 10, 150, 200, 2.5, 2.5]",0.5569332456511924,6.36
"[-10, 10, 150, 200, 2.5, 2.5]",0.6305744385251141,6.92
"[-10, 10, 150, 200, 2.5, 2.5]",0.5751462970168014,6.05
"[-10, 10, 150, 200, 2.5, 2.5]",0.717594257272997,4.82
"[-10, 10, 150, 200, 2.5, 2.5]",0.6845400370806868,5.49
"[-10, 10, 150, 200, 2.5, 2.5]",0.4990814852904472,4.48
"[-10, 10, 150, 200, 2.5, 2.5]",1.1142558151111617,4.18
"[-10, 10, 150, 200, 2.5, 2.5]",0.776768872759508,3.87
"[-10, 10, 150, 200, 2.5, 2.5]",0.6679874484428053,3.87
"[-10, 10, 150, 200, 2.5, 2.5]",1.000840472423621,6.42
"[-10, 10, 150, 200, 2.5, 2.5]",0.47342991852984195,5.22
"[-10, 10, 150, 200, 2.5, 2.5]",0.4142582186162183,7.3
"[-10, 10, 50, 300, 2, 2]",4.873515058607934,2.6
"[-10, 10, 50, 300, 2, 2]",2.0969054592211998,2.31
"[-10, 10, 50, 300, 2, 2]",3.2414166388806103,2.12
"[-10, 10, 50, 300, 2, 2]",8.43174754192967,1.97
"[-10, 10, 50, 300, 2, 2]",3.8592650903197545,1.92
"[-10, 10, 50, 300, 2, 2]",2.519705385717526,1.95
"[-10, 10, 50, 300, 2, 2]",4.404730952568801,1.88
"[-10, 10, 50, 300, 2, 2]",2.4509690560610498,2.14
"[-10, 10, 50, 300, 2, 2]",4.754642352889901,1.88
"[-10, 10, 50, 300, 2, 2]",4.777738841898809,1.85
"[-10, 10, 50, 300, 2, 2]",3.430358476566399,2.03
"[-10, 10, 50, 300, 2, 2]",2.47383362290443,2.91
"[-10, 10, 50, 300, 2, 2]",2.432935171633447,2.6
"[-10, 10, 50, 300, 2, 2]",3.3610408869910433,1.89
"[-10, 10, 50, 300, 2, 2]",2.4028537303387156,2.81
"[-10, 10, 50, 300, 2, 2]",4.5824828432315075,2.56
"[-10, 10, 50, 300, 2, 2]",5.259186359032066,2.27
"[-10, 10, 50, 300, 2, 2]",2.766099388477983,1.89
"[-10, 10, 50, 300, 2, 2]",2.3543969668592375,2.12
"[-10, 10, 50, 300, 2, 2]",2.8634855904646925,2.47
"[-10, 10, 100, 300, 2, 2]",2.3470642291668153,5.49
"[-10, 10, 100, 300, 2, 2]",1.2475859178238407,6.88
"[-10, 10, 100, 300, 2, 2]",1.9507028932152857,4.59
"[-10, 10, 100, 300, 2, 2]",1.2960091604879076,4.53
"[-10, 10, 100, 300, 2, 2]",1.3877528171048628,5.27
"[-10, 10, 100, 300, 2, 2]",2.8270789930086715,4.18
"[-10, 10, 100, 300, 2, 2]",1.3874234469123188,3.77
"[-10, 10, 100, 300, 2, 2]",1.5601137776665972,4.2
"[-10, 10, 100, 300, 2, 2]",0.8371100755187524,3.99
"[-10, 10, 100, 300, 2, 2]",1.2715600107738485,4.12
"[-10, 10, 100, 300, 2, 2]",1.3256395831505554,7.03
"[-10, 10, 100, 300, 2, 2]",0.774670471627512,6.68
"[-10, 10, 100, 300, 2, 2]",1.4099411090744367,5.68
"[-10, 10, 100, 300, 2, 2]",1.563192860346282,6.24
"[-10, 10, 100, 300, 2, 2]",0.9461319877145752,6.41
"[-10, 10, 100, 300, 2, 2]",1.2403858675292037,5.81
"[-10, 10, 100, 300, 2, 2]",1.3881305760022251,5.59
"[-10, 10, 100, 300, 2, 2]",1.2577903195586415,6.07
"[-10, 10, 100, 300, 2, 2]",1.4706423341345338,5.65
"[-10, 10, 100, 300, 2, 2]",1.341231134820764,7.16
"[-10, 10, 150, 300, 2, 2]",1.1649739686566942,11.12
"[-10, 10, 150, 300, 2, 2]",1.235175222807782,11.41
"[-10, 10, 150, 300, 2, 2]",0.9156400989301459,11.76
"[-10, 10, 150, 300, 2, 2]",1.1769762103015513,10.3
"[-10, 10, 150, 300, 2, 2]",0.5772929094084454,11.07
"[-10, 10, 150, 300, 2, 2]",0.6810576853889148,13.11
"[-10, 10, 150, 300, 2, 2]",0.8327898585778485,13.88
"[-10, 10, 150, 300, 2, 2]",0.9397583937396093,10.72
"[-10, 10, 150, 300, 2, 2]",0.6391991237040701,14.05
"[-10, 10, 150, 300, 2, 2]",0.5763370743133847,11.98
"[-10, 10, 150, 300, 2, 2]",1.231876911288663,11.9
"[-10, 10, 150, 300, 2, 2]",0.9203041123637198,12.03
"[-10, 10, 150, 300, 2, 2]",0.3957697583443053,12.79
"[-10, 10, 150, 300, 2, 2]",0.7702904706011707,9.82
"[-10, 10, 150, 300, 2, 2]",0.7220358166398813,9.29
"[-10, 10, 150, 300, 2, 2]",1.3347159417293772,8.87
"[-10, 10, 150, 300, 2, 2]",0.8382719185431663,9.08
"[-10, 10, 150, 300, 2, 2]",0.9026783937174578,7.63
"[-10, 10, 150, 300, 2, 2]",0.4939308551383007,9.86
"[-10, 10, 150, 300, 2, 2]",1.1274188204963738,10.33
"[-10, 10, 50, 300, 2, 2.5]",3.0611973155618357,2.73
"[-10, 10, 50, 300, 2, 2.5]",1.9591305765091196,2.78
"[-10, 10, 50, 300, 2, 2.5]",2.1066649591250868,2.86
"[-10, 10, 50, 300, 2, 2.5]",2.8957360547694027,2.77
"[-10, 10, 50, 300, 2, 2.5]",2.124260421029503,3.07
"[-10, 10, 50, 300, 2, 2.5]",1.3800370377244657,3.11
"[-10, 10, 50, 300, 2, 2.5]",1.458380237715025,5.04
"[-10, 10, 50, 300, 2, 2.5]",3.2673955318541643,3.6
"[-10, 10, 50, 300, 2, 2.5]",2.8257105742592943,3.47
"[-10, 10, 50, 300, 2, 2.5]",1.8905314738400698,3.48
"[-10, 10, 50, 300, 2, 2.5]",2.4667872390257055,3.18
"[-10, 10, 50, 300, 2, 2.5]",2.1743967961018993,2.97
"[-10, 10, 50, 300, 2, 2.5]",1.322672661509801,2.86
"[-10, 10, 50, 300, 2, 2.5]",1.2160339186692342,3.25
"[-10, 10, 50, 300, 2, 2.5]",2.189343228052974,3.3
"[-10, 10, 50, 300, 2, 2.5]",2.8224297763877755,2.8
"[-10, 10, 50, 300, 2, 2.5]",1.692378901751298,3.34
"[-10, 10, 50, 300, 2, 2.5]",2.102434273279497,3.31
"[-10, 10, 50, 300, 2, 2.5]",1.6410629933376242,3.15
"[-10, 10, 50, 300, 2, 2.5]",1.667979016568561,2.9
"[-10, 10, 100, 300, 2, 2.5]",0.39644222341044777,4.72
"[-10, 10, 100, 300, 2, 2.5]",1.1400856262577854,4.29
"[-10, 10, 100, 300, 2, 2.5]",0.9028824352316276,4.88
"[-10, 10, 100, 300, 2, 2.5]",0.7841055813955172,6.48
"[-10, 10, 100, 300, 2, 2.5]",0.9563657173776824,5.38
"[-10, 10, 100, 300, 2, 2.5]",1.1598761557682788,4.62
"[-10, 10, 100, 300, 2, 2.5]",0.7178229596521275,5.72
"[-10, 10, 100, 300, 2, 2.5]",0.6757801426846646,4.7
"[-10, 10, 100, 300, 2, 2.5]",0.7266652602158623,4.91
"[-10, 10, 100, 300, 2, 2.5]",0.5540102213051581,9.63
"[-10, 10, 100, 300, 2, 2.5]",0.6768293353556121,5.27
"[-10, 10, 100, 300, 2, 2.5]",0.9516791387648517,5.75
"[-10, 10, 100, 300, 2, 2.5]",0.5910262850012555,6.67
"[-10, 10, 100, 300, 2, 2.5]",1.113060847292818,5.91
"[-10, 10, 100, 300, 2, 2.5]",1.001071867628752,6.1
"[-10, 10, 100, 300, 2, 2.5]",0.44073526172533134,6.5
"[-10, 10, 100, 300, 2, 2.5]",0.4004164127247977,7.6
"[-10, 10, 100, 300, 2, 2.5]",1.510456125946305,7.03
"[-10, 10, 100, 300, 2, 2.5]",0.5322147257591486,9.01
"[-10, 10, 100, 300, 2, 2.5]",0.564499853015802,9.13
"[-10, 10, 150, 300, 2, 2.5]",0.26517177527917307,13.25
"[-10, 10, 150, 300, 2, 2.5]",0.22520324540749703,6.8
"[-10, 10, 150, 300, 2, 2.5]",0.49417006837557753,6.71
"[-10, 10, 150, 300, 2, 2.5]",0.5465793457488454,6.9
"[-10, 10, 150, 300, 2, 2.5]",0.4668738445245222,6.56
"[-10, 10, 150, 300, 2, 2.5]",0.5707446719487891,9.88
"[-10, 10, 150, 300, 2, 2.5]",0.4517083596147395,10.33
"[-10, 10, 150, 300, 2, 2.5]",0.555446732052793,10.55
"[-10, 10, 150, 300, 2, 2.5]",0.31965514500121606,13.75
"[-10, 10, 150, 300, 2, 2.5]",0.9471755566539064,10.79
"[-10, 10, 150, 300, 2, 2.5]",0.30902428630027107,10.58
"[-10, 10, 150, 300, 2, 2.5]",0.33038521801845344,8.9
"[-10, 10, 150, 300, 2, 2.5]",0.2538394480387493,10.48
"[-10, 10, 150, 300, 2, 2.5]",0.2772682831160508,8.8
"[-10, 10, 150, 300, 2, 2.5]",0.2921380372754849,9.87
"[-10, 10, 150, 300, 2, 2.5]",0.28691719202989585,10.66
"[-10, 10, 150, 300, 2, 2.5]",0.3367059415332636,8.99
"[-10, 10, 150, 300, 2, 2.5]",0.435580063786871,9.77
"[-10, 10, 150, 300, 2, 2.5]",0.3765588449743008,12.15
"[-10, 10, 150, 300, 2, 2.5]",0.34185872591030464,9.9
"[-10, 10, 50, 300, 2.5, 2]",2.5494178988488607,3.26
"[-10, 10, 50, 300, 2.5, 2]",4.017744581073639,3.91
"[-10, 10, 50, 300, 2.5, 2]",4.670732980706398,3.34
"[-10, 10, 50, 300, 2.5, 2]",2.3905540610473994,3.72
"[-10, 10, 50, 300, 2.5, 2]",4.086735662319306,5.95
"[-10, 10, 50, 300, 2.5, 2]",4.116244379005644,4.49
"[-10, 10, 50, 300, 2.5, 2]",3.5369651384513707,3.37
"[-10, 10, 50, 300, 2.5, 2]",4.413382161645793,4.48
"[-10, 10, 50, 300, 2.5, 2]",5.724607182602048,4.66
"[-10, 10, 50, 300, 2.5, 2]",2.460737275307674,4.05
"[-10, 10, 50, 300, 2.5, 2]",2.125169269381769,3.55
"[-10, 10, 50, 300, 2.5, 2]",2.307184801240036,3.02
"[-10, 10, 50, 300, 2.5, 2]",6.213018359318384,3.02
"[-10, 10, 50, 300, 2.5, 2]",3.039330451489489,3.58
"[-10, 10, 50, 300, 2.5, 2]",5.17319796644807,3.74
"[-10, 10, 50, 300, 2.5, 2]",4.291037759678751,4.41
"[-10, 10, 50, 300, 2.5, 2]",3.5986800591986867,2.99
"[-10, 10, 50, 300, 2.5, 2]",3.571757012522661,2.3
"[-10, 10, 50, 300, 2.5, 2]",2.6959653766692124,2.29
"[-10, 10, 50, 300, 2.5, 2]",4.195074326547196,3.33
"[-10, 10, 100, 300, 2.5, 2]",1.4016163138519646,6.93
"[-10, 10, 100, 300, 2.5, 2]",2.0743864241139396,6.45
"[-10, 10, 100, 300, 2.5, 2]",3.1462929021440202,5.89
"[-10, 10, 100, 300, 2.5, 2]",0.8052293201024742,9.53
"[-10, 10, 100, 300, 2.5, 2]",0.7915591933463922,9.59
"[-10, 10, 100, 300, 2.5, 2]",1.711813586115968,9.02
"[-10, 10, 100, 300, 2.5, 2]",1.5110645460354049,9.12
"[-10, 10, 100, 300, 2.5, 2]",1.3617004552493839,7.43
"[-10, 10, 100, 300, 2.5, 2]",1.7863981767558803,6.15
"[-10, 10, 100, 300, 2.5, 2]",1.7236116294853727,7.51
"[-10, 10, 100, 300, 2.5, 2]",1.2523963054141383,7.58
"[-10, 10, 100, 300, 2.5, 2]",1.6580177170266637,6.55
"[-10, 10, 100, 300, 2.5, 2]",0.7776795287768015,6.2
"[-10, 10, 100, 300, 2.5, 2]",1.0013615662406141,7.34
"[-10, 10, 100, 300, 2.5, 2]",0.8997206608601916,7.64
"[-10, 10, 100, 300, 2.5, 2]",1.2787919814487707,6.31
"[-10, 10, 100, 300, 2.5, 2]",2.077578092532588,6.62
"[-10, 10, 100, 300, 2.5, 2]",1.1700390431728618,6.19
"[-10, 10, 100, 300, 2.5, 2]",2.7676168658860805,6.25
"[-10, 10, 100, 300, 2.5, 2]",1.5685775492848113,6.01
"[-10, 10, 150, 300, 2.5, 2]",1.199610051277229,14.78
"[-10, 10, 150, 300, 2.5, 2]",0.8710778685656849,11.02
"[-10, 10, 150, 300, 2.5, 2]",1.1272995971078879,9.13
"[-10, 10, 150, 300, 2.5, 2]",0.5555016838956062,9.07
"[-10, 10, 150, 300, 2.5, 2]",1.0708367913006747,9.16
"[-10, 10, 150, 300, 2.5, 2]",0.6353265519402973,8.86
"[-10, 10, 150, 300, 2.5, 2]",0.40332912839174195,10.97
"[-10, 10, 150, 300, 2.5, 2]",0.5252027810884317,12.52
"[-10, 10, 150, 300, 2.5, 2]",0.5000594715041293,10.59
"[-10, 10, 150, 300, 2.5, 2]",0.908977655266397,10.25
"[-10, 10, 150, 300, 2.5, 2]",1.056949370927999,15.09
"[-10, 10, 150, 300, 2.5, 2]",0.7853287586507104,11.88
"[-10, 10, 150, 300, 2.5, 2]",1.5297818659955245,10.73
"[-10, 10, 150, 300, 2.5, 2]",0.8026773404966637,10.07
"[-10, 10, 150, 300, 2.5, 2]",0.8519642736270339,8.99
"[-10, 10, 150, 300, 2.5, 2]",0.5899747705428378,8.87
"[-10, 10, 150, 300, 2.5, 2]",0.5396809213286204,9.39
"[-10, 10, 150, 300, 2.5, 2]",0.9827860940092801,15.87
"[-10, 10, 150, 300, 2.5, 2]",0.6450299114816802,19.65
"[-10, 10, 150, 300, 2.5, 2]",0.6562419433613377,16.66
"[-10, 10, 50, 300, 2.5, 2.5]",1.6589786431105134,5.9
"[-10, 10, 50, 300, 2.5, 2.5]",2.9581598958133903,5.05
"[-10, 10, 50, 300, 2.5, 2.5]",1.6530007966753364,5.98
"[-10, 10, 50, 300, 2.5, 2.5]",1.9215167242009275,6.5
"[-10, 10, 50, 300, 2.5, 2.5]",1.2781395656377335,7.52
"[-10, 10, 50, 300, 2.5, 2.5]",2.4458134387623427,8.18
"[-10, 10, 50, 300, 2.5, 2.5]",1.6807191234561734,8.8
"[-10, 10, 50, 300, 2.5, 2.5]",1.696098423777102,5.06
"[-10, 10, 50, 300, 2.5, 2.5]",1.2892025971730277,4.13
"[-10, 10, 50, 300, 2.5, 2.5]",1.983221222038638,3.88
"[-10, 10, 50, 300, 2.5, 2.5]",1.891837858603493,3.74
"[-10, 10, 50, 300, 2.5, 2.5]",1.1973033413337966,3.89
"[-10, 10, 50, 300, 2.5, 2.5]",2.044575041405954,5.34
"[-10, 10, 50, 300, 2.5, 2.5]",1.8316740065746706,4.49
"[-10, 10, 50, 300, 2.5, 2.5]",4.064525588880997,3.82
"[-10, 10, 50, 300, 2.5, 2.5]",1.3302790935484008,3.81
"[-10, 10, 50, 300, 2.5, 2.5]",1.8913181891760324,3.75
"[-10, 10, 50, 300, 2.5, 2.5]",1.3826126639444718,3.98
"[-10, 10, 50, 300, 2.5, 2.5]",2.4146047981459784,3.82
"[-10, 10, 50, 300, 2.5, 2.5]",1.7863050720290403,4.3
"[-10, 10, 100, 300, 2.5, 2.5]",0.5830995577699029,12.31
"[-10, 10, 100, 300, 2.5, 2.5]",0.3901628863962107,9.64
"[-10, 10, 100, 300, 2.5, 2.5]",0.671075307868155,8.44
"[-10, 10, 100, 300, 2.5, 2.5]",0.5596988392943317,8.71
"[-10, 10, 100, 300, 2.5, 2.5]",0.8621695039234801,7.78
"[-10, 10, 100, 300, 2.5, 2.5]",0.9039187823075198,10.51
"[-10, 10, 100, 300, 2.5, 2.5]",0.6529711779073236,9.68
"[-10, 10, 100, 300, 2.5, 2.5]",0.6212604037145031,11.34
"[-10, 10, 100, 300, 2.5, 2.5]",0.6572370813945217,10.01
"[-10, 10, 100, 300, 2.5, 2.5]",0.41339725960615237,10.98
"[-10, 10, 100, 300, 2.5, 2.5]",1.3248960100231268,8.51
"[-10, 10, 100, 300, 2.5, 2.5]",0.43878984910320623,8.38
"[-10, 10, 100, 300, 2.5, 2.5]",0.6286854421439106,10.28
"[-10, 10, 100, 300, 2.5, 2.5]",0.38147724222107654,8.86
"[-10, 10, 100, 300, 2.5, 2.5]",0.3874805554939248,9.53
"[-10, 10, 100, 300, 2.5, 2.5]",0.6429035173825485,10.01
"[-10, 10, 100, 300, 2.5, 2.5]",1.1710382819602971,8.51
"[-10, 10, 100, 300, 2.5, 2.5]",0.6498325936986309,12.68
"[-10, 10, 100, 300, 2.5, 2.5]",0.6403404216136775,13.19
"[-10, 10, 100, 300, 2.5, 2.5]",0.6189212370205859,6.22
