"combination = [fitness_function_name, dimension, range0, range1, population_size, max_ep, c1, c2, function evaluation]",gBest_fitness,total_time
"['f14', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",-78.90264350126508,13.99
"['f14', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",-78.90360258866987,13.46
"['f14', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",-78.90431274620967,13.35
"['f14', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",-78.90060674801074,13.36
"['f14', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",-78.90467125171023,13.65
"['f14', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",-78.90293931191776,14.02
"['f14', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",-78.89839334002588,13.64
"['f14', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",-78.9039007601434,13.68
"['f14', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",-78.90546063252253,15.09
"['f14', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",-78.90444703358162,14.84
"['f14', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",-78.90361645577217,14.11
"['f14', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",-75.16668925101317,15.05
"['f14', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",-78.89269587160891,13.99
"['f14', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",-78.90527037203371,14.44
"['f14', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",-78.90423264496735,14.44
"['f14', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",-78.90528026979113,14.04
"['f14', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",-78.90512168157892,13.9
"['f14', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",-75.16672004027397,13.85
"['f14', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",-78.90258553279355,14.17
"['f14', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",-78.90295086117932,14.1
"['f14', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",-78.90558060095408,15.12
"['f14', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",-78.90560970831876,14.01
"['f14', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",-78.90571598635138,14.11
"['f14', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",-75.16654512492417,14.09
"['f14', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",-78.90581033747529,14.69
"['f14', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",-78.90274378366499,13.36
"['f14', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",-78.90541011574444,13.38
"['f14', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",-78.90546040721802,13.5
"['f14', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",-78.90524223115273,13.48
"['f14', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",-78.90553585980359,13.77
"['f14', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",-78.90511063868,13.43
"['f14', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",-78.90515548255576,13.68
"['f14', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",-78.90587647519241,13.85
"['f14', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",-78.90090663131686,13.65
"['f14', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",-75.16724071248187,13.59
"['f14', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",-75.16688690635631,15.6
"['f14', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",-78.90572281563149,13.9
"['f14', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",-78.905559725363,15.32
"['f14', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",-78.90405259879604,15.29
"['f14', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",-78.90549484937864,14.08
"['f14', 20, -10, 10, 100, 250, 2.5, 2.05, 25000]",-75.16676351587999,14.26
"['f14', 20, -10, 10, 100, 250, 2.5, 2.05, 25000]",-78.90325263947827,14.59
"['f14', 20, -10, 10, 100, 250, 2.5, 2.05, 25000]",-78.90482931750596,13.7
"['f14', 20, -10, 10, 100, 250, 2.5, 2.05, 25000]",-78.9046795375407,13.59
"['f14', 20, -10, 10, 100, 250, 2.5, 2.05, 25000]",-78.90409250401707,13.59
