"combination = [fitness_function_name, dimension, range0, range1, population_size, max_ep, crossover_rate, mutation_rate, function evaluation]",gBest_fitness,total_time
"['f4', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",4.334,2.2349169999943115
"['f4', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",5.405,2.2580260000104317
"['f4', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",5.597,2.2421400000021094
"['f4', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",4.592,2.3265799999935552
"['f4', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",3.935,2.2804719999985537
"['f4', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",4.436,2.327864999999292
"['f4', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",4.424,2.3448050000006333
"['f4', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",5.402,2.3534059999947203
"['f4', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",5.666,2.316240000000107
"['f4', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",6.138,2.548415000012028
"['f4', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",6.844,2.634982999996282
"['f4', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",4.878,2.4706920000026003
"['f4', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",6.919,2.2399870000081137
"['f4', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",3.494,2.3855180000100518
"['f4', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",4.53,2.591367999993963
"['f4', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",3.435,2.336598999987473
"['f4', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",5.631,2.44658299999719
"['f4', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",5.659,2.5019389999943087
"['f4', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",7.667,2.362174000008963
"['f4', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",5.118,2.65138900000602
"['f4', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",6.437,2.7956859999976587
"['f4', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",4.3,2.9282709999970393
"['f4', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",3.859,2.8636140000016894
"['f4', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",4.282,2.700972999999067
"['f4', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",5.454,2.8827560000063386
"['f4', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",7.29,2.915091000002576
"['f4', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",4.396,2.7695659999881173
"['f4', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",4.384,2.8110210000013467
"['f4', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",4.395,2.8870050000114134
"['f4', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",3.234,2.8155840000108583
"['f4', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",4.846,2.855907000004663
"['f4', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",5.791,3.017720999996527
"['f4', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",4.772,2.8819250000087777
