"combination = [fitness_function_name, dimension, range0, range1, population_size, max_ep, crossover_rate, mutation_rate, function evaluation]",gBest_fitness,total_time
"['f20', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",761.467,202.90620700002182
"['f20', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",763.674,207.34930000000168
"['f20', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",764.806,204.42371100001037
"['f20', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",761.979,209.17769299994688
"['f20', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",763.664,205.09552400000393
"['f20', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",761.93,207.18936499999836
"['f20', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",763.04,207.24487399996724
"['f20', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",761.873,200.58867500000633
"['f20', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",761.776,205.515596000012
"['f20', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",762.313,207.25270900002215
"['f20', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",762.996,206.02256100001978
"['f20', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",763.351,201.13135900005
"['f20', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",761.585,202.11595400003716
"['f20', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",763.256,201.84410799999023
"['f20', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",762.018,201.96265200001653
"['f20', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",762.997,201.4527329999837
"['f20', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",762.398,210.0754929999821
"['f20', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",762.701,205.29994499997701
"['f20', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",762.726,201.18519699998433
"['f20', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",762.651,199.1693189999787
"['f20', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",764.084,241.66247099998873
"['f20', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",764.044,243.14754999999423
"['f20', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",762.398,245.07737299997825
"['f20', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",760.856,243.14752300002147
"['f20', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",764.475,247.70353800000157
"['f20', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",762.127,243.56609200005187
"['f20', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",761.142,241.41407100000652
"['f20', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",762.279,243.628675999993
"['f20', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",761.32,242.09751900000265
"['f20', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",763.038,249.22202200000174
"['f20', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",762.647,246.85339799994836
"['f20', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",762.474,240.21563400002196
"['f20', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",763.303,242.79097899998305
"['f20', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",761.53,247.91521599999396
"['f20', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",761.239,242.89500200003386
"['f20', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",763.807,243.5325479999883
"['f20', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",761.99,245.52532300003804
"['f20', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",761.934,244.9932109999936
"['f20', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",764.163,242.56881999998586
"['f20', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",762.434,240.9581940000062
"['f20', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",761.502,204.52496700000484
"['f20', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",763.135,208.69860699999845
"['f20', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",762.581,200.33713299996452
"['f20', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",760.651,210.67786799999885
"['f20', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",763.209,208.84929900005227
"['f20', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",761.474,204.92837000003783
"['f20', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",761.782,204.55361499998253
"['f20', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",760.827,204.88452700001653
"['f20', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",760.932,204.10959900001762
"['f20', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",761.15,201.6963729999843
"['f20', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",761.833,203.2491409999784
"['f20', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",761.593,202.06926299998304
"['f20', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",762.252,204.952992000035
"['f20', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",760.845,203.50420899997698
