"combination = [fitness_function_name, dimension, range0, range1, m, n, l1, l2, max_ep, c1 ,c2, function evaluation]",total_time,gBest_fitness
"['f16', 20, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",6.71,4.440892098500626e-16
"['f16', 20, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",8.9,4.440892098500626e-16
"['f16', 20, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",7.18,4.440892098500626e-16
"['f16', 20, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",8.51,4.440892098500626e-16
"['f16', 20, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",8.55,4.440892098500626e-16
"['f16', 20, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",6.7,4.440892098500626e-16
"['f16', 20, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",8.49,4.440892098500626e-16
"['f16', 20, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",6.76,4.440892098500626e-16
"['f16', 20, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",8.44,4.440892098500626e-16
"['f16', 20, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",8.67,4.440892098500626e-16
"['f16', 30, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",8.26,4.440892098500626e-16
"['f16', 30, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",10.71,4.440892098500626e-16
"['f16', 30, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",8.44,4.440892098500626e-16
"['f16', 30, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",11.27,4.440892098500626e-16
"['f16', 30, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",10.88,4.440892098500626e-16
"['f16', 30, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",8.39,4.440892098500626e-16
"['f16', 30, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",10.64,4.440892098500626e-16
"['f16', 30, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",8.28,4.440892098500626e-16
"['f16', 30, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",10.86,4.440892098500626e-16
"['f16', 30, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",10.53,4.440892098500626e-16
"['f16', 50, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",11.83,4.440892098500626e-16
"['f16', 50, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",14.85,4.440892098500626e-16
"['f16', 50, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",11.71,4.440892098500626e-16
"['f16', 50, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",14.52,4.440892098500626e-16
"['f16', 50, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",14.73,4.440892098500626e-16
"['f16', 50, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",11.74,4.440892098500626e-16
"['f16', 50, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",14.7,4.440892098500626e-16
"['f16', 50, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",11.51,4.440892098500626e-16
"['f16', 50, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",14.93,4.440892098500626e-16
"['f16', 50, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",14.82,4.440892098500626e-16
"['f16', 100, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",19.7,4.440892098500626e-16
"['f16', 100, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",25.25,4.440892098500626e-16
"['f16', 100, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",19.99,4.440892098500626e-16
"['f16', 100, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",25.36,4.440892098500626e-16
"['f16', 100, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",25.14,4.440892098500626e-16
"['f16', 100, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",19.83,4.440892098500626e-16
"['f16', 100, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",25.97,4.440892098500626e-16
"['f16', 100, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",19.5,4.440892098500626e-16
"['f16', 100, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",25.61,4.440892098500626e-16
"['f16', 100, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",25.38,4.440892098500626e-16
