"combination = [fitness_function_name, dimension, range0, range1, population_size, max_ep, function evaluation]",gBest_fitness,total_time
"['f25', 20, -10, 10, 100, 250, 25000]",-1.2600707105719573,5.66267400002107
"['f25', 20, -10, 10, 100, 250, 25000]",-1.2602350467788925,6.360638999991352
"['f25', 20, -10, 10, 100, 250, 25000]",-1.2601948869000317,5.5528010000125505
"['f25', 20, -10, 10, 100, 250, 25000]",-1.2602220398128408,5.496549000003142
"['f25', 20, -10, 10, 100, 250, 25000]",-1.2595287203746692,5.750571000011405
"['f25', 20, -10, 10, 100, 250, 25000]",-1.2602406756609494,5.396444999991218
"['f25', 20, -10, 10, 100, 250, 25000]",-1.2600682777595704,5.55723800000851
"['f25', 20, -10, 10, 100, 250, 25000]",-1.2602363484480024,5.726908999989973
"['f25', 20, -10, 10, 100, 250, 25000]",-1.260242500576835,6.107084000017494
"['f25', 20, -10, 10, 100, 250, 25000]",-1.2601787653709517,6.2509420000133105
"['f25', 20, -10, 10, 100, 250, 25000]",-1.2602083313731742,6.022706999996444
"['f25', 20, -10, 10, 100, 250, 25000]",-1.260243964044741,6.0298579999944195
"['f25', 20, -10, 10, 100, 250, 25000]",-1.26006612183598,5.403300000005402
"['f25', 20, -10, 10, 100, 250, 25000]",-1.2602352306623117,5.676497999986168
"['f25', 20, -10, 10, 100, 250, 25000]",-1.2602119438059716,6.022999999986496
"['f25', 20, -10, 10, 100, 250, 25000]",-1.2602159396504269,5.790691000001971
"['f25', 20, -10, 10, 100, 250, 25000]",-1.2601944546101056,6.22690199999488
"['f25', 20, -10, 10, 100, 250, 25000]",-1.260244016218372,5.553159000002779
"['f25', 20, -10, 10, 100, 250, 25000]",-1.2602227673888418,5.99125500000082
"['f25', 20, -10, 10, 100, 250, 25000]",-1.260243835015679,5.743244999990566
"['f25', 20, -10, 10, 100, 300, 30000]",-1.260221476793661,7.199802000017371
"['f25', 20, -10, 10, 100, 300, 30000]",-1.2602193169375864,6.532317000004696
"['f25', 20, -10, 10, 100, 300, 30000]",-1.2601759086051696,7.025705999985803
"['f25', 20, -10, 10, 100, 300, 30000]",-1.2602093596533797,6.659222000016598
"['f25', 20, -10, 10, 100, 300, 30000]",-1.2601952261819485,6.826820999995107
"['f25', 20, -10, 10, 100, 300, 30000]",-1.2601853401925402,6.915441999997711
"['f25', 20, -10, 10, 100, 300, 30000]",-1.26024289409271,6.8840540000237525
"['f25', 20, -10, 10, 100, 300, 30000]",-1.2602290432054746,6.613224999979138
"['f25', 20, -10, 10, 100, 300, 30000]",-1.2601334673796858,7.0360750000108965
"['f25', 20, -10, 10, 100, 300, 30000]",-1.2601158529709653,6.752923000021838
"['f25', 20, -10, 10, 100, 300, 30000]",-1.2602147842517497,7.18097200000193
"['f25', 20, -10, 10, 100, 300, 30000]",-1.2602274303277636,6.692364999995334
"['f25', 20, -10, 10, 100, 300, 30000]",-1.260216321934323,6.7991209999891
"['f25', 20, -10, 10, 100, 300, 30000]",-1.2602205367764343,6.662832000001799
"['f25', 20, -10, 10, 100, 300, 30000]",-1.2602439327908141,6.78723399998853
"['f25', 20, -10, 10, 100, 300, 30000]",-1.25983966627044,6.679034000000684
"['f25', 20, -10, 10, 100, 300, 30000]",-1.260157838157148,6.752287999988766
"['f25', 20, -10, 10, 100, 300, 30000]",-1.2602248838506103,6.510299999994459
"['f25', 20, -10, 10, 100, 300, 30000]",-1.2602434122548725,6.853109999996377
"['f25', 20, -10, 10, 100, 300, 30000]",-1.260232305360317,7.167973000003258
"['f25', 20, -10, 10, 200, 150, 30000]",-1.2601465767476374,7.244356999988668
