"combination = [fitness_function_name, dimension, range0, range1, m, n, l1, l2, max_ep, c1 ,c2, function evaluation]",total_time,gBest_fitness
"['f5', 20, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",3.92,1.4787466377590142
"['f5', 20, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",4.58,0.12483892894698466
"['f5', 20, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",3.88,0.18691418162419904
"['f5', 20, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",4.65,0.3631644561472297
"['f5', 20, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",4.71,0.0019227432035160592
"['f5', 20, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",4.16,0.013260778339459833
"['f5', 20, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",4.92,0.030622119685121782
"['f5', 20, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",4.11,0.051799638020711476
"['f5', 20, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",4.82,0.0021350639593822173
"['f5', 20, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",4.88,0.05470781995910687
"['f5', 30, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",4.84,0.06382142201718652
"['f5', 30, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",5.91,0.04179575520411809
"['f5', 30, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",4.8,0.004852749372466115
"['f5', 30, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",6.09,0.0015555397321758077
"['f5', 30, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",5.96,0.8696763690012955
"['f5', 30, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",5.19,0.04260353590228243
"['f5', 30, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",6.52,0.017145528078008863
"['f5', 30, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",5.21,0.0005483068707011124
"['f5', 30, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",6.49,0.0052763884828310285
"['f5', 30, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",6.52,0.057458471519028054
"['f5', 50, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",6.95,48.50719868264412
"['f5', 50, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",8.72,0.1466310813122901
"['f5', 50, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",7.01,0.02712399917749348
"['f5', 50, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",8.63,0.21564067074172433
"['f5', 50, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",8.77,0.24377509613798248
"['f5', 50, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",7.55,0.18226780813358967
"['f5', 50, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",9.05,0.2428109934470307
"['f5', 50, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",7.53,0.05247729450393846
"['f5', 50, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",9.2,0.22036042173255746
"['f5', 50, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",9.54,0.15459554989642044
"['f5', 100, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",12.33,7.568974765587497
"['f5', 100, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",15.51,0.2986282443759063
"['f5', 100, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",12.73,5.321616710267297
"['f5', 100, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",15.69,0.2607568925513275
"['f5', 100, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",15.91,0.11421908387510128
"['f5', 100, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",13.6,0.5032394926208261
"['f5', 100, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",17.33,0.03500143311642208
"['f5', 100, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",13.6,0.3848676483082755
"['f5', 100, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",17.06,0.12507020953858428
"['f5', 100, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",16.93,0.1262361375430516
