"combination = [fitness_function_name, dimension, range0, range1, population_size, max_ep, crossover_rate, mutation_rate, function evaluation]",gBest_fitness,total_time
"['f9', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",40362.409,3.920679000002565
"['f9', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",173297.66,3.785466000001179
"['f9', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",6303.462,3.7300650000106543
"['f9', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",572816.307,3.768203999992693
"['f9', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",37677.086,3.6415130000095814
"['f9', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",20937.226,3.6300259999989066
"['f9', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",4043.051,3.8413740000105463
"['f9', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",116697.165,4.022475000005215
"['f9', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",94037.903,3.7560930000036024
"['f9', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",143588.449,4.033681999979308
"['f9', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",23.256,3.7236720000219066
"['f9', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",16151.41,4.332300999987638
"['f9', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",4491.826,3.766715000005206
"['f9', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",12952.001,4.048538999981247
"['f9', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",52162.399,3.870907000004081
"['f9', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",18441.432,3.964309000002686
"['f9', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",88431.612,3.7361519999976736
"['f9', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",68872.676,3.7681870000087656
"['f9', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",278582.332,3.7499470000038855
"['f9', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",70928.739,3.951618999999482
"['f9', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",348.786,4.791610999993281
"['f9', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",72922.51,4.704496000020299
"['f9', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",174632.183,4.694289000006393
"['f9', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",97976.718,4.801872999989428
"['f9', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",120.113,4.525469000014709
"['f9', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",579.636,4.606847999995807
"['f9', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",130.094,4.9314549999835435
"['f9', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",40475.955,4.759905000013532
"['f9', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",11954.295,4.695036000019172
"['f9', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",221258.322,4.701754000008805
"['f9', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",62378.307,4.527261999988696
"['f9', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",26268.727,4.889836000016658
"['f9', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",1302.993,4.493807999999262
"['f9', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",4692.728,4.735952999995789
"['f9', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",3184.698,4.662309000006644
"['f9', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",51608.798,4.897412999998778
"['f9', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",63698.714,4.692238999996334
"['f9', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",101310.753,4.837008999980753
"['f9', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",97164.936,4.433153999998467
"['f9', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",13827.806,4.617306000000099
"['f9', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",11852.201,3.868856000015512
"['f9', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",4576.763,3.9206910000066273
"['f9', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",2289.236,4.026937999995425
"['f9', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",21.17,3.9612600000109524
"['f9', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",33293.021,4.039195999997901
"['f9', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",25.971,3.7064210000098683
"['f9', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",2004.133,4.228731999988668
"['f9', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",31340.792,4.059486000012839
"['f9', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",345.253,4.156933000020217
"['f9', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",69332.731,3.9581729999918025
"['f9', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",654.729,3.8723189999873284
"['f9', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",7861.792,3.7771450000000186
"['f9', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",5399.949,3.7268960000074003
"['f9', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",73334.495,3.8450989999982994
"['f9', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",5.567,4.047820999985561
