"combination = [fitness_function_name, dimension, range0, range1, m, n, l1, l2, max_ep, c1 ,c2, function evaluation]",total_time,gBest_fitness
"['f2', 20, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",2.62,1.5511462001958427e-106
"['f2', 20, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",3.08,7.287846743945566e-103
"['f2', 20, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",2.66,3.3452014736233525e-113
"['f2', 20, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",3.0,1.2813518945720177e-103
"['f2', 20, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",3.48,1.7233508071785805e-103
"['f2', 20, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",2.8,6.921879488827586e-13
"['f2', 20, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",3.11,7.56691980677845e-14
"['f2', 20, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",2.82,1.2396841264182772e-15
"['f2', 20, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",3.25,1.9938680022979315e-18
"['f2', 20, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",3.18,5.638201767312138e-16
"['f2', 30, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",2.88,3.3476203916068005e-114
"['f2', 30, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",3.21,1.710980455365057e-106
"['f2', 30, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",2.76,6.373116802451272e-109
"['f2', 30, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",3.23,1.5021130376792667e-104
"['f2', 30, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",3.17,1.9036610773194218e-111
"['f2', 30, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",3.04,1.1859750480114894e-20
"['f2', 30, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",3.47,1.211295141768813e-15
"['f2', 30, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",3.11,7.366541643587077e-16
"['f2', 30, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",3.4,8.7349155245939e-14
"['f2', 30, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",3.38,1.430229484512559e-16
"['f2', 50, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",3.14,5.519325155808448e-106
"['f2', 50, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",3.59,2.2302998708508207e-107
"['f2', 50, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",3.2,6.698390075297818e-107
"['f2', 50, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",3.52,1.2493872134296611e-100
"['f2', 50, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",3.47,2.112541939536469e-112
"['f2', 50, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",3.6,8.521136255357597e-16
"['f2', 50, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",4.06,9.57231192657405e-13
"['f2', 50, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",3.53,7.22471559707326e-14
"['f2', 50, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",3.9,4.5951426666711695e-17
"['f2', 50, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",4.0,3.595597693652282e-14
"['f2', 100, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",3.96,4.288818440839813e-102
"['f2', 100, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",4.46,1.3659039011512147e-105
"['f2', 100, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",3.85,2.1781409474819485e-117
"['f2', 100, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",4.34,1.5509993228641949e-106
"['f2', 100, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",4.41,4.561918216184562e-108
"['f2', 100, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",4.62,2.5660287017627206e-15
"['f2', 100, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",5.36,9.939042236306631e-15
"['f2', 100, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",4.64,1.581656224708883e-18
"['f2', 100, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",5.13,1.587484669698598e-18
"['f2', 100, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",5.15,7.958858425563072e-14
