"combination [m, n, l1, l2, ep_max, c1, c2, c3, c4]",gBest_fitness
1,13.823485708356461
2,7.5530589890954625
3,3.532707367522615
4,1.6848510465817408
5,1.1258988483325827
6,0.7670449882490069
7,0.48931647026405395
8,0.42329607217324433
9,0.3346771188664415
10,0.25936612852829655
11,0.19680353188831845
12,0.15655150764488274
13,0.12037226217194949
14,0.10401491209665169
15,0.07244555936603575
16,0.06162875962743625
17,0.05323969392821393
18,0.04200722464089007
19,0.03426747623147612
20,0.029599180269180417
21,0.021447830329531695
22,0.018914636338830032
23,0.015591232590925166
24,0.013530012928649944
25,0.009417758270002359
26,0.007985547766913004
27,0.006848971370985166
28,0.006221355627804732
29,0.004831279078810244
30,0.0035618859006316585
31,0.0029134465658697964
32,0.0020806692753768783
33,0.0014284348442965633
34,0.0011413464232777745
35,0.0008278671368489168
36,0.0007223110830982392
37,0.0006364522941365558
38,0.0005167494304655202
39,0.00038063727125388927
40,0.0003207775486204569
41,0.00024788997781127026
42,0.00019633169479944652
43,0.00017662560032460627
44,0.00015105321771413663
45,0.00012601229615350339
46,0.00010951670181236883
47,9.398250200358217e-05
48,8.16686900610077e-05
49,7.45453719028815e-05
50,6.321435693182315e-05
51,5.5010016163731225e-05
52,4.935321466459944e-05
53,4.343566639775725e-05
54,3.405664857106146e-05
55,2.9810167016241648e-05
56,2.2347171897445437e-05
57,1.97166362996194e-05
58,1.6824918572484166e-05
59,1.3764905604604708e-05
60,1.1739519410593069e-05
61,1.0056455819318505e-05
62,8.236686318254768e-06
63,7.422821432042051e-06
64,6.764453459730874e-06
65,5.785792049443622e-06
66,5.01662025009566e-06
67,4.15784044068385e-06
68,3.343007023096178e-06
69,2.7432973744755743e-06
70,2.508331410996647e-06
71,1.915867871341986e-06
72,1.6172894525686073e-06
73,1.3100649989381248e-06
74,1.148159010520684e-06
75,9.833133110923184e-07
76,7.535143725463071e-07
77,6.700274169095128e-07
78,5.625093665283576e-07
79,5.099141787053649e-07
80,4.7391819616521697e-07
81,4.2533648887869635e-07
82,3.7270760199793244e-07
83,3.056288988769436e-07
84,2.2081001635341701e-07
85,1.9138907218616515e-07
86,1.6129273043072813e-07
87,1.3533876829381762e-07
88,1.1160060460634208e-07
89,9.723686924973022e-08
90,8.540698762524203e-08
91,8.076618136533236e-08
92,7.105763120236514e-08
93,5.618371576251518e-08
94,4.504834740328969e-08
95,3.379763699668437e-08
96,2.724853955940662e-08
97,2.3679449018400216e-08
98,1.826257028174005e-08
99,1.6533780620757248e-08
100,1.265582201331032e-08
