"combination [m, n, l1, l2, ep_max, c1, c2, c3, c4]",gBest_fitness
1,4.378266535483102
2,2.040098914470282
3,1.3658145593892874
4,0.9352205537149634
5,0.6202437959890241
6,0.45658920474322473
7,0.3532651009520479
8,0.32028511341684995
9,0.2755755494668866
10,0.23514917611842698
11,0.17734656940134855
12,0.14247106585048433
13,0.11020184209176735
14,0.08793797055853031
15,0.07019679437281953
16,0.06052165435347848
17,0.04260030310837915
18,0.0361535678555279
19,0.03122811309544567
20,0.021850486299700777
