"combination [m, n, l1, l2, ep_max, c1, c2, c3, c4]",gBest_fitness
1,4.017936063302742
2,1.3172344063644104
3,0.6793815773436879
4,0.3336605821980443
5,0.16324077941560866
6,0.08051019507897025
7,0.06460367969772793
8,0.044406292592300244
9,0.027652002414454372
10,0.01971019521008402
11,0.014462758883948344
12,0.008891544791500571
13,0.005785440353504092
14,0.003941511491867153
15,0.0031713785844638418
16,0.002515231979099442
17,0.0019166568524757544
18,0.001523573413107763
19,0.001371742954714401
20,0.0010766677198741272
