"combination [m, n, l1, l2, ep_max, c1, c2, c3, c4]",gBest_fitness
1,11.49217693723384
2,5.580757088652928
3,2.556704401228428
4,1.6351372212344082
5,1.2933952672185547
6,0.8891143769490415
7,0.5859035943139018
8,0.3980384988065281
9,0.20637101371080407
10,0.1119944417230799
11,0.08944312143027072
12,0.07356122536878
13,0.06429774020067304
14,0.03971065670450317
15,0.02888694932436036
16,0.023075597878661126
17,0.01656756769422024
18,0.012635444878727385
19,0.008139303769201557
20,0.007165109207405026
21,0.005523652654827397
22,0.004346972517806022
23,0.0036187344244346027
24,0.002852667076959359
25,0.002379121345446594
26,0.0018260792795503804
27,0.0014312893848110702
28,0.0009740119648145611
29,0.0007829699007144507
30,0.000609883648364624
31,0.00046663732756222474
32,0.00038195839283496557
33,0.000334355209117647
34,0.00030915991965374306
35,0.0002338006096490993
36,0.0002023230587694234
37,0.00015466265636123285
38,0.00012394308526514816
39,0.00010808263016554884
40,8.522876486994537e-05
41,5.7908946847907807e-05
42,4.4588773812424315e-05
43,3.643027487287492e-05
44,2.9740671628056406e-05
45,2.7518175413122836e-05
46,2.2809546741364393e-05
47,1.9209169429419217e-05
48,1.6192004841645934e-05
49,1.209621113175124e-05
50,1.0521023595016731e-05
51,8.415830830464902e-06
52,6.490845730861395e-06
53,5.182179108863829e-06
54,3.3416687391012203e-06
55,2.8425211056143463e-06
56,2.0404281549462902e-06
57,1.396273636888901e-06
58,1.1534283971019862e-06
59,1.029417995588193e-06
60,7.721989793605549e-07
61,6.243440198252135e-07
62,5.328831298722035e-07
63,4.6124340584851624e-07
64,4.069497473141155e-07
65,3.4513158454953036e-07
66,3.1160337127427807e-07
67,2.9297038659799026e-07
68,2.338402762226064e-07
69,2.0493700619155002e-07
70,1.8069486613168338e-07
71,1.4767969741279946e-07
72,1.1460693368349825e-07
73,9.705558523486149e-08
74,7.922027254654691e-08
75,6.187274751295531e-08
76,4.930437964308796e-08
77,4.007215933839087e-08
78,3.5233908524633494e-08
79,2.7579143295116563e-08
80,2.3551138758245377e-08
81,2.0927740938735474e-08
82,1.4892191407507943e-08
83,1.2534588600484657e-08
84,9.018671796273896e-09
85,7.568680652149663e-09
86,6.199954028558091e-09
87,5.314387904282249e-09
88,4.115950779904012e-09
89,3.826087462054769e-09
90,2.566561133421449e-09
91,2.21814452134214e-09
92,1.8146194240731277e-09
93,1.5528333815165462e-09
94,1.2748879038969464e-09
95,1.0286415409633467e-09
96,8.875242093871233e-10
97,8.131961092149111e-10
98,6.282705767890169e-10
99,5.160495370645393e-10
100,4.0214394249793464e-10
