"combination [m, n, l1, l2, ep_max, c1, c2, c3, c4]",gBest_fitness
1,14.290554920099469
2,5.293168008839971
3,2.420478696827182
4,1.4628647441076974
5,0.9734570867135725
6,0.7687406827973714
7,0.39440701128071054
8,0.3089520935100406
9,0.21048680347870266
10,0.19590373202398126
11,0.15207511628989354
12,0.12524018739868692
13,0.09778177082171755
14,0.07772887336373271
15,0.05078803093776522
16,0.038694346559077594
17,0.03256677106873339
18,0.028299647799679566
19,0.023261056008583036
20,0.01919422160842905
21,0.012663357464341782
22,0.009905823774585196
23,0.008503137567559944
24,0.006618952329682696
25,0.005785100232929972
26,0.005188039524808802
27,0.004605635685041806
28,0.004003405945293048
29,0.0035426698860978006
30,0.003126003506633543
31,0.00281208027402016
32,0.002581661359308853
33,0.0023273057373517586
34,0.002130157514585402
35,0.0016828066024303313
36,0.00123270192195776
37,0.0010602697072054658
38,0.0008262088291551621
39,0.000695626790468682
40,0.0005562918882973095
41,0.00042609456482255604
42,0.000361425558669831
43,0.0002906278716741945
44,0.00027478695645111965
45,0.00025728058064610404
46,0.00022229709651559973
47,0.00019875720979459688
48,0.00018502336100411222
49,0.00016565744462794432
50,0.00014718344650428036
51,0.00012707545586676533
52,0.00010369937601134304
53,9.068174325674124e-05
54,7.584925055249323e-05
55,6.5740287641307e-05
56,6.173763846739501e-05
57,4.898394809980321e-05
58,3.616486849097028e-05
59,3.0392049223388105e-05
60,2.5575100865385832e-05
61,2.323220119922592e-05
62,2.139107982502276e-05
63,2.0057121434007948e-05
64,1.5788518392568084e-05
65,1.477680724491689e-05
66,1.2789310119366162e-05
67,1.0908615191872143e-05
68,8.260053596280587e-06
69,6.957684292979621e-06
70,6.3597558956417065e-06
71,5.679519517936988e-06
72,4.828778225033225e-06
73,4.3348620596559435e-06
74,3.765846543719142e-06
75,3.131941639451111e-06
76,3.003594729828662e-06
77,2.4587065539852164e-06
78,2.246920794105229e-06
79,1.9279776207641103e-06
80,1.7693887988136314e-06
81,1.560318641400485e-06
82,1.2451741097041973e-06
83,1.113993044410393e-06
84,1.0119056864530778e-06
85,9.298452523143976e-07
86,8.729129406427921e-07
87,8.196251287883119e-07
88,7.724272317363944e-07
89,6.884973173693294e-07
90,6.22599784765612e-07
91,5.992232359440745e-07
92,5.415323442472581e-07
93,5.18507204303496e-07
94,4.992979922947239e-07
95,4.7235797861014975e-07
96,4.5165666299451565e-07
97,3.751959234233814e-07
98,3.308535252469001e-07
99,2.760486561688766e-07
100,2.6366719678640865e-07
