"combination [m, n, l1, l2, ep_max, c1, c2, c3, c4]",gBest_fitness
1,2.353586773254426
2,0.9620975397413701
3,0.44269239271841593
4,0.2585994115262594
5,0.1318450178976733
6,0.07530840444175499
7,0.049823666959857335
8,0.025685201344049644
9,0.018168147866275738
10,0.011573729976841382
11,0.0074823533870375545
12,0.005852946674910896
13,0.0039365644247192424
14,0.0029300051072689228
15,0.0017671885750931197
16,0.0011050368328190958
17,0.0007462466482744977
18,0.0005293556603871357
19,0.0002546486504501399
20,0.0001614688153013058
