"combination [m, n, l1, l2, ep_max, c1, c2, c3, c4]",gBest_fitness
1,305.06964435239337
2,1.8832393751626186
3,0.573037078388899
4,0.26987783173731594
5,0.1292890841463851
6,0.07563926267899873
7,0.0411814270539027
8,0.021910525964263256
9,0.016048088171307675
10,0.010625019757316192
11,0.007995887090288454
12,0.005193888992143056
13,0.003854528044202014
14,0.0024982977415028387
15,0.0017487461200723438
16,0.0011769381224803522
17,0.0009233957967130356
18,0.0008051548973790993
19,0.0006224295432549021
20,0.0004766163601787644
