"combination [m, n, l1, l2, ep_max, c1, c2, c3, c4]",gBest_fitness
1,1.1714278141835828
2,0.4392403021951274
3,0.18242985054900726
4,0.10873902109026573
5,0.04252200071156983
6,0.01689230958600628
7,0.010844268048722195
8,0.006618938544724249
9,0.004556428350599025
10,0.0024622908526216215
11,0.0014853235764176766
12,0.0008285192851255809
13,0.00044039508869406956
14,0.0002675308200076182
15,0.00010459982733008284
16,6.73453178899065e-05
17,4.652340121231003e-05
18,3.0159613233901576e-05
19,2.135310036877981e-05
20,1.3020499738914796e-05
