"combination [m, n, l1, l2, ep_max, c1, c2, c3, c4]",gBest_fitness
1,11.734807072203886
2,6.329129705265707
3,2.672613330087686
4,1.800534591179192
5,0.801623261018551
6,0.411253063145623
7,0.2526603349824838
8,0.21013501824660102
9,0.12910279175758063
10,0.08894834501042137
11,0.05791079153639311
12,0.04002399540230742
13,0.026625578029549003
14,0.02226983546399483
15,0.014465956728412954
16,0.00815688343475894
17,0.004463185408384952
18,0.0019828009544342363
19,0.0015193167803890784
20,0.0011400285190737054
21,0.0009125136584728556
22,0.0006667550600424167
23,0.0005009405234206764
24,0.0003840603358551549
25,0.0002837740694144574
26,0.00018339372034418698
27,0.00013113517911402138
28,0.0001103647773399305
29,8.41819891980535e-05
30,6.0023374253672755e-05
31,4.405115100522969e-05
32,2.7036605048190356e-05
33,2.106441759850547e-05
34,1.6997561836501785e-05
35,1.3272732799913909e-05
36,9.96303142183313e-06
37,7.744026185644631e-06
38,4.78396962333226e-06
39,3.458215989903146e-06
40,2.1965946894746785e-06
41,1.6996037616744273e-06
42,1.4533505840953529e-06
43,1.1776867640929043e-06
44,9.5284362516945e-07
45,6.599015635063404e-07
46,5.766094017236133e-07
47,4.5459903829146966e-07
48,3.149193028225189e-07
49,2.5682063479201754e-07
50,2.1082926008432653e-07
51,1.5860703259568722e-07
52,1.3498619638993308e-07
53,8.817483274903533e-08
54,7.080169466860032e-08
55,5.3305502536749235e-08
56,3.9271383487344523e-08
57,3.220083219647494e-08
58,2.605256718242363e-08
59,2.1906695678056324e-08
60,1.6080260861849803e-08
61,1.2723639270245165e-08
62,9.907985503298828e-09
63,7.306204478418415e-09
64,5.235778533494595e-09
65,4.128637361662709e-09
66,3.078312361960007e-09
67,2.4136160861326787e-09
68,1.4227139734005474e-09
69,1.1174644491784675e-09
70,1.0077274567573356e-09
71,8.835629341336794e-10
72,7.328322519558699e-10
73,6.448749414838503e-10
74,5.282352926124287e-10
75,4.495601029882179e-10
76,3.9272722365997583e-10
77,3.339473275023942e-10
78,2.4006173207927424e-10
79,2.158567590036687e-10
80,1.926578412204269e-10
81,1.8206489196735105e-10
82,1.649130298718392e-10
83,1.5302886719120315e-10
84,1.3541556884362862e-10
85,1.0758035121982205e-10
86,1.0036553976358073e-10
87,9.597395645956627e-11
88,8.814823216156391e-11
89,7.621795411731567e-11
90,7.089843940532038e-11
91,6.825502476012886e-11
92,6.208790363690656e-11
93,5.994807798502211e-11
94,5.4816721683507946e-11
95,4.910137364142137e-11
96,4.565100555833263e-11
97,4.0806472906276364e-11
98,3.465167285980402e-11
99,3.049646869681225e-11
100,2.9365879570451904e-11
