"combination [m, n, l1, l2, ep_max, c1, c2, c3, c4]",gBest_fitness
1,6.572724870216409
2,3.7096763896638425
3,1.3922501658567485
4,0.5317750998067902
5,0.2639041122757899
6,0.140795961793193
7,0.09106773694254418
8,0.06573317614218724
9,0.045850434695678746
10,0.02724881455482084
11,0.014754184563280936
12,0.008138506296966259
13,0.00444744192122599
14,0.0021003875994890053
15,0.0012709106854025913
16,0.0007298867596452183
17,0.0005217915903114237
18,0.00026252452504022536
19,0.00017925759373558193
20,0.00011746344282069017
21,9.018724327151885e-05
22,4.95773866605609e-05
23,3.213458888218054e-05
24,2.2680557938533004e-05
25,1.0063260865269214e-05
26,5.8293307007921226e-06
27,3.7823127409734173e-06
28,2.779692331164108e-06
29,1.5706793874814274e-06
30,1.0190145005537313e-06
31,6.449165065778067e-07
32,4.2406867671284035e-07
33,2.968279182499588e-07
34,1.773888776839827e-07
35,9.80083178720015e-08
36,7.429769029287128e-08
37,5.865444863542976e-08
38,4.136753467033137e-08
39,2.7858261410737788e-08
40,1.7335583340905003e-08
41,1.4278387328313204e-08
42,1.1019835102690222e-08
43,7.255365785748958e-09
44,3.6578132837355302e-09
45,2.4026096053362117e-09
46,1.7246077185262386e-09
47,1.3445883891979732e-09
48,1.0399888819653375e-09
49,6.866607877363776e-10
50,4.670598355130327e-10
51,2.750221231431618e-10
52,2.126427754043375e-10
53,1.445428343942794e-10
54,8.557730533490673e-11
55,3.586278811198151e-11
56,2.894249591807381e-11
57,1.509324495378608e-11
58,1.0533780400820004e-11
59,7.174314893486644e-12
60,4.603350621526381e-12
61,3.197537768193235e-12
62,2.103676889105775e-12
63,1.367442321616451e-12
64,8.512675291676207e-13
65,5.637672717628346e-13
66,3.364062487041086e-13
67,1.714561129621383e-13
68,9.568899662851753e-14
69,6.976263753283819e-14
70,5.2192630937443755e-14
71,3.662749205431088e-14
72,2.671564362482183e-14
73,1.8780737558258113e-14
74,1.2010279034527037e-14
75,8.99810308631202e-15
76,5.154204021366814e-15
77,3.694290980304299e-15
78,2.418526222574239e-15
79,1.7940418917740246e-15
80,1.1963484455010847e-15
81,8.468336555322304e-16
82,6.442806656280165e-16
83,4.636050126277631e-16
84,3.168412666311284e-16
85,1.973189431194252e-16
86,1.536933908830112e-16
87,1.0647173846090276e-16
88,5.566120587333915e-17
89,4.007738852166944e-17
90,2.6904485391764e-17
91,2.249235311877132e-17
92,2.01373667978872e-17
93,1.387510705449929e-17
94,9.258418057878873e-18
95,5.922956823251868e-18
96,4.6879298021746825e-18
97,3.955681530696758e-18
98,3.204378132735179e-18
99,2.7287624632719015e-18
100,2.0768064726374053e-18
