"combination [m, n, l1, l2, ep_max, c1, c2, c3, c4]",gBest_fitness
1,4.9105835515159235
2,2.3216140378941015
3,0.8138497375563841
4,0.451474944086298
5,0.2897504113537378
6,0.19618781552896553
7,0.12896104556394353
8,0.07399949167302262
9,0.04145058908102857
10,0.03353338459297964
11,0.021744427569998764
12,0.01627193801229822
13,0.013620727190375437
14,0.010068528420645831
15,0.006604660952794209
16,0.005650307012775618
17,0.004774206504892097
18,0.003040456294356984
19,0.002581509121827046
20,0.0021736765359470778
