"combination [m, n, l1, l2, ep_max, c1, c2, c3, c4]",gBest_fitness
1,11.005528507691448
2,2.4124640247181564
3,1.2688483219646727
4,0.6825213386779626
5,0.31935480708939845
6,0.17411739179419736
7,0.11280332449282589
8,0.08482976607860206
9,0.05526185613970149
10,0.04238306774996427
11,0.025957580105801292
12,0.01697254166760317
13,0.012270165882320697
14,0.008156254128548009
15,0.004949607246260289
16,0.003946076019367335
17,0.0028180806575511157
18,0.001894500526671308
19,0.0012137621620635763
20,0.000894891453628601
21,0.0006842482407715811
22,0.0004807257503866492
23,0.00035907702692864537
24,0.0002782763323716566
25,0.00016886094286100672
26,0.00012042123920912165
27,0.00010007204800892351
28,7.661218895690129e-05
29,6.29778386530505e-05
30,5.3590980885951205e-05
31,4.0051712916812085e-05
32,3.061426759141914e-05
33,2.5388613223855773e-05
34,2.2428792485054413e-05
35,1.772197952592431e-05
36,1.3586839733207128e-05
37,1.0139387849050669e-05
38,7.696745391752347e-06
39,5.442729336786994e-06
40,4.589368967507482e-06
41,3.330569924316982e-06
42,2.4677306999341166e-06
43,1.679504540781257e-06
44,1.3010636215451315e-06
45,1.0656083245222809e-06
46,7.557827253165742e-07
47,6.290422972854656e-07
48,5.226803814789225e-07
49,4.123292081280304e-07
50,3.509127045358938e-07
51,2.4076838732561585e-07
52,1.9205233780563404e-07
53,1.4779071459964914e-07
54,1.1503039407837144e-07
55,1.0235115032888367e-07
56,9.238561810898485e-08
57,6.966034189724915e-08
58,5.702578978514904e-08
59,4.5108262898266906e-08
60,4.037229758721798e-08
61,3.7430329250789125e-08
62,3.169059633471913e-08
63,2.6131173490485773e-08
64,2.257962319185718e-08
65,1.9796221717986656e-08
66,1.5856578668565357e-08
67,1.2344015429515817e-08
68,1.0893280481978938e-08
69,6.900238272270094e-09
70,5.662028571462928e-09
71,4.803010048676489e-09
72,4.130963181707013e-09
73,3.445110290206937e-09
74,3.148448966244255e-09
75,2.6450459609103824e-09
76,2.292737593392801e-09
77,1.8144718432490763e-09
78,1.4955073690707929e-09
79,1.3700325417160484e-09
80,1.1544776708359176e-09
81,9.97804112456085e-10
82,8.863633948786046e-10
83,7.924543911701589e-10
84,7.603848252904378e-10
85,5.854216833972268e-10
86,4.747230720816163e-10
87,4.1902482448960346e-10
88,3.338051608830344e-10
89,3.1795530051770314e-10
90,2.872059987096532e-10
91,2.75548532212151e-10
92,2.4830298654695086e-10
93,2.41931927500759e-10
94,2.0004439402046365e-10
95,1.568472239527884e-10
96,1.4753261382947202e-10
97,1.362598554957975e-10
98,1.2636809614693743e-10
99,1.0424665325916337e-10
100,9.077117007643889e-11
