"combination [m, n, l1, l2, ep_max, c1, c2, c3, c4]",gBest_fitness
1,16.361033964236483
2,8.742886475333128
3,4.297344010920939
4,2.1114362790813748
5,1.1394925387645063
6,0.8318592660136612
7,0.579321045734405
8,0.47480697439752206
9,0.32109813560735495
10,0.204779447524925
11,0.17111135087970053
12,0.10609632001703344
13,0.07196797139249182
14,0.05614054471472421
15,0.04097456454149392
16,0.03229578300876359
17,0.025061427900783896
18,0.014322399321207721
19,0.009975550283063359
20,0.007392043250237053
21,0.005040158774128985
22,0.003370339456455937
23,0.00223099070149572
24,0.0016221211036563275
25,0.0011280351601379247
26,0.0007344184166263858
27,0.000661500909222526
28,0.0004987954343260679
29,0.000393490134441084
30,0.0002812898203100665
31,0.00024264219154004107
32,0.0001723236154496765
33,0.00012779084428947825
34,0.00010947964488491832
35,9.022969067588593e-05
36,7.124793505275626e-05
37,5.763222941133751e-05
38,5.104493352945566e-05
39,4.201763458473242e-05
40,3.0043431386008478e-05
41,2.634007668180093e-05
42,2.1647699277633e-05
43,1.5379916018685444e-05
44,1.1066961784490236e-05
45,8.466161680258996e-06
46,6.70112436489257e-06
47,4.875190120456002e-06
48,3.9584754333737715e-06
49,3.1977205966843184e-06
50,2.855289314721547e-06
51,2.4335174013687964e-06
52,1.7613456080530935e-06
53,1.4965139350106665e-06
54,1.2071618992257263e-06
55,1.0950204719229484e-06
56,9.18459251494955e-07
57,8.292621014236736e-07
58,6.928739041494463e-07
59,5.835908702214098e-07
60,4.5584459612207617e-07
61,3.950475006967052e-07
62,2.921084594155137e-07
63,2.4971158916049466e-07
64,2.1234146852132854e-07
65,1.6016958561474987e-07
66,1.445023995419576e-07
67,1.19452543379896e-07
68,1.0258808282982048e-07
69,7.253567903569371e-08
70,5.521787080226788e-08
71,4.6955148513656886e-08
72,4.226255213158793e-08
73,3.8375993358253816e-08
74,3.3294000904554975e-08
75,2.8412710562246926e-08
76,2.216103257557109e-08
77,1.9073583179289666e-08
78,1.6784996283199583e-08
79,1.5624846576010224e-08
80,1.3698736892052619e-08
81,1.2133804142541702e-08
82,1.0423511641461018e-08
83,9.199313329734325e-09
84,7.58793743350313e-09
85,6.75076399956105e-09
86,5.3179525842778515e-09
87,4.636579439249636e-09
88,4.186488177343802e-09
89,3.910619313877859e-09
90,3.3374142138047375e-09
91,2.9431500231171174e-09
92,2.7871955267663026e-09
93,2.221812618040449e-09
94,2.0385176564866893e-09
95,1.9220901989631634e-09
96,1.4619350196637556e-09
97,1.3841143261809722e-09
98,1.2135013537942938e-09
99,1.1014078330715159e-09
100,8.522631890027981e-10
