"combination [m, n, l1, l2, ep_max, c1, c2, c3, c4]",gBest_fitness
1,5.113409877670234
2,2.0738596828872518
3,1.207637554903131
4,0.714046514172063
5,0.5422931075415152
6,0.24970354918231952
7,0.15182464931674564
8,0.1201304357007163
9,0.06501103136979934
10,0.03862723802638071
11,0.02836909959287302
12,0.01881699913510357
13,0.013400854174893827
14,0.009180727951398036
15,0.005296015107072375
16,0.004659964195517923
17,0.00304630241802847
18,0.0013894070965063305
19,0.0010766696381926692
20,0.0008104120318896441
