"combination [m, n, l1, l2, ep_max, c1, c2, c3, c4]",gBest_fitness
1,1.9333102543059537
2,0.7784483350347604
3,0.311210713289873
4,0.1601820572701525
5,0.10253071951279631
6,0.06678572922361099
7,0.04597341834677819
8,0.03053235402195754
9,0.0201290277495201
10,0.01581464757056375
11,0.010586552097780443
12,0.008765523078964369
13,0.007304426582476596
14,0.004662811238561886
15,0.0038269936656293163
16,0.002735847912569656
17,0.0016945820459483539
18,0.0011797422400261683
19,0.0007612283766519644
20,0.0005499468536994112
