"combination [m, n, l1, l2, ep_max, c1, c2, c3, c4]",gBest_fitness
1,13.84230324189543
2,5.709492862491509
3,2.894744565632734
4,1.2685162520701725
5,0.7573280675240422
6,0.5500471010940672
7,0.3115219945880506
8,0.21442172265464188
9,0.14825510722363305
10,0.10070638436434927
11,0.07502384713429197
12,0.062090712422525646
13,0.04592749893482534
14,0.031179597397206812
15,0.02485494332265758
16,0.019518986575314156
17,0.01349690836796286
18,0.01165219194794282
19,0.009800882461763746
20,0.007488460696324163
21,0.006042839415439495
22,0.0030649787728295325
23,0.0022132352589692263
24,0.001241128771385475
25,0.0009614828875041625
26,0.000713935286852292
27,0.0005863293905273846
28,0.0004626989542822882
29,0.00029934012158449637
30,0.00024439081956893435
31,0.00018248473726522704
32,0.00015423468305216295
33,9.714183446556294e-05
34,7.05991786947901e-05
35,5.62928741824851e-05
36,3.536532194829563e-05
37,2.5177893097652374e-05
38,2.050773488833416e-05
39,1.720201643254087e-05
40,1.5175018603888762e-05
41,1.0147779974975404e-05
42,8.352496831082874e-06
43,6.059084119379665e-06
44,4.716061326920097e-06
45,4.208865871287605e-06
46,3.2664991826953507e-06
47,2.7417892546740205e-06
48,2.2182858018800144e-06
49,1.7232249489449124e-06
50,1.4333302161424744e-06
51,1.1494714101892947e-06
52,6.641723959604992e-07
53,4.097256310208709e-07
54,3.443310142976881e-07
55,2.9502598094058926e-07
56,2.5312469544391066e-07
57,2.164679842234915e-07
58,1.6339059717669534e-07
59,1.3248881692546593e-07
60,1.0061604162941943e-07
61,9.149563090101398e-08
62,7.489259799229044e-08
63,5.808188375334202e-08
64,4.730469285264575e-08
65,4.2585473512181867e-08
66,3.6286074576219066e-08
67,3.2014513722073266e-08
68,2.8219620679744822e-08
69,2.211981728625656e-08
70,1.8559255846887975e-08
71,1.6673610990967468e-08
72,1.2911018483034851e-08
73,1.0954722420236261e-08
74,8.62088961547579e-09
75,6.674886941104438e-09
76,4.887257987199139e-09
77,4.293822265698285e-09
78,3.9090773297220655e-09
79,3.5834203370145334e-09
80,3.4970174956674546e-09
81,3.2469460498377665e-09
82,3.054488290517569e-09
83,2.6230050433183106e-09
84,2.1681513276205258e-09
85,1.8635363541896632e-09
86,1.552064732905834e-09
87,1.2646842036642469e-09
88,1.1336578563053028e-09
89,1.0737811027213644e-09
90,1.0469055219992126e-09
91,9.409790282930572e-10
92,8.77065936457196e-10
93,7.502798640763582e-10
94,6.986681554374844e-10
95,6.714976996250839e-10
96,6.119787379530268e-10
97,5.764767861380774e-10
98,4.914998059597851e-10
99,4.5556169685140395e-10
100,4.3562274557686404e-10
