"combination [m, n, l1, l2, ep_max, c1, c2, c3, c4]",gBest_fitness
1,2.6756006274250503
2,0.9185164423191171
3,0.3819316201947318
4,0.18808596292603807
5,0.08247148280954111
6,0.04007582233128428
7,0.02480930348547778
8,0.01217383486645323
9,0.006362420639429567
10,0.0037943303583244377
11,0.0021295980639101063
12,0.0013124967573946856
13,0.0006438503119300748
14,0.00038819155836500107
15,0.0002464762998411619
16,0.000126352987568409
17,8.23282044528534e-05
18,4.5236223539616856e-05
19,2.6762710672521373e-05
20,1.6956089688119343e-05
