"combination [m, n, l1, l2, ep_max, c1, c2, c3, c4]",gBest_fitness
1,14.71178625857328
2,7.169589422635182
3,3.753302105927822
4,2.3145958942169997
5,1.5095240099378426
6,0.8471828624609308
7,0.539379123556152
8,0.4688820143617629
9,0.3207671795215685
10,0.23209285025100235
11,0.14137946135369173
12,0.1066680108522605
13,0.08342231122538578
14,0.07123666706120102
15,0.04552668357854569
16,0.03504123621473025
17,0.021533539200610984
18,0.01527822818134732
19,0.01238848468142642
20,0.009582105239231434
21,0.006548789913642323
22,0.004527003189819767
23,0.003346850807867142
24,0.002488031668101275
25,0.002008240820071126
26,0.001510753112815788
27,0.0012273011307010863
28,0.0009045751769122401
29,0.0007546193065390617
30,0.0005519665801498795
31,0.0004561497185345459
32,0.00034289152628392866
33,0.0002725693459735278
34,0.00017960309279214397
35,0.0001581815753173649
36,0.00013120973370950916
37,0.0001030830997132447
38,8.147919776365757e-05
39,6.418469186221205e-05
40,5.398231293729888e-05
41,4.632686447682678e-05
42,3.5306266037525773e-05
43,3.108660842930075e-05
44,2.7638997186287735e-05
45,2.5266104793530433e-05
46,2.020338886826392e-05
47,1.684645186751555e-05
48,1.29708651967821e-05
49,1.1258280881928913e-05
50,7.097521578257568e-06
51,5.753333246237823e-06
52,4.87705715101842e-06
53,4.251691194251849e-06
54,3.7022703183475497e-06
55,2.9576212491688003e-06
56,2.3692201708138778e-06
57,1.9363731136856787e-06
58,1.8170125074166698e-06
59,1.1699307086145826e-06
60,8.717382210648266e-07
61,6.566933524946167e-07
62,4.837333670905583e-07
63,4.3025857012779704e-07
64,3.574748643042914e-07
65,3.170532654468338e-07
66,2.427825367295585e-07
67,1.729420192248837e-07
68,1.559114335865157e-07
69,1.1861329402812917e-07
70,1.0111719432361935e-07
71,8.675612418682922e-08
72,7.275270257769175e-08
73,6.2216599018846e-08
74,5.252199181759484e-08
75,4.732627813893705e-08
76,3.381147511563905e-08
77,2.931459094102573e-08
78,2.522669966652435e-08
79,1.8937840960770373e-08
80,1.6133666018480936e-08
81,1.146745162023009e-08
82,1.044857794633811e-08
83,9.496535834762596e-09
84,7.496954896381311e-09
85,5.70304163269485e-09
86,4.7500625697577975e-09
87,4.2232993598381846e-09
88,3.5068488339269503e-09
89,3.1270382169095444e-09
90,2.7403961379517357e-09
91,2.4387592032508758e-09
92,1.8855729178417517e-09
93,1.5170977368772293e-09
94,1.3225469324475095e-09
95,1.0552798215950275e-09
96,9.170725825620884e-10
97,8.135453054611468e-10
98,6.295682826381722e-10
99,4.882089506853475e-10
100,3.724992308244891e-10
