"combination [m, n, l1, l2, ep_max, c1, c2, c3, c4]",gBest_fitness
1,5.201727680405138
2,1.944314134171523
3,0.9552597991179859
4,0.614053182852326
5,0.43246048328204556
6,0.2136780503638929
7,0.11416974565435627
8,0.0765859959867053
9,0.05691312834834212
10,0.044002597915321864
11,0.029326401815993587
12,0.01757955113316985
13,0.012588524757208867
14,0.009209646240006529
15,0.004609962361369454
16,0.00364925476595058
17,0.0025096253777352586
18,0.0017243375342144358
19,0.0011957405432113503
20,0.0008632277841424817
