"combination [m, n, l1, l2, ep_max, c1, c2, c3, c4]",gBest_fitness
1,4.696669887133425
2,1.9607874947540818
3,0.9211397896679429
4,0.49571800308595493
5,0.28792562186418535
6,0.19687944130613164
7,0.13340917212880035
8,0.09084697904453035
9,0.05838261003784209
10,0.029283381222400314
11,0.022518713270843645
12,0.017548670966489363
13,0.01245443902438713
14,0.007873091446826
15,0.005741458691130298
16,0.003723045604310707
17,0.002417091475042674
18,0.0015476636537891772
19,0.0008111645095085404
20,0.0005363434704632338
21,0.0003762535794714416
22,0.00029049126265906494
23,0.0002247138103933405
24,0.00013509397971193812
25,9.511443785207613e-05
26,7.44174788722158e-05
27,5.24222359598415e-05
28,4.235897980007509e-05
29,3.0214917032193924e-05
30,2.4403649777566053e-05
31,1.804344698235209e-05
32,1.2381290516869427e-05
33,8.888353047243965e-06
34,6.191104613960129e-06
35,4.477204628912694e-06
36,2.7470762574936386e-06
37,2.090952465855854e-06
38,1.53678786287632e-06
39,1.1004800058467063e-06
40,7.686501912937131e-07
41,4.935516140980057e-07
42,3.6026606302640614e-07
43,2.4773655767115955e-07
44,1.5202182012067707e-07
45,9.270761596771574e-08
46,5.372817974423923e-08
47,3.1649473031999895e-08
48,2.105418307950029e-08
49,1.3728117063913658e-08
50,9.92189476342124e-09
51,5.184730465254559e-09
52,3.800036904463601e-09
53,2.211147087904139e-09
54,1.7015316118772996e-09
55,1.2574404973520343e-09
56,1.0371211082022563e-09
57,7.369006188334879e-10
58,5.566402238929348e-10
59,3.9782343408698195e-10
60,2.6813893820744155e-10
61,1.7541207202730125e-10
62,1.353054664672377e-10
63,8.61171144151636e-11
64,6.129969475259523e-11
65,4.5351189488007324e-11
66,3.2855886759083066e-11
67,2.6783555220277374e-11
68,2.035613612448769e-11
69,1.2567484649171348e-11
70,1.0077905803555273e-11
71,6.764795490643015e-12
72,4.5002737760993985e-12
73,2.9993339355479723e-12
74,2.000243897528399e-12
75,1.5253243192674401e-12
76,1.2523128578656063e-12
77,9.703207441263654e-13
78,6.987108367330927e-13
79,4.4643698281417333e-13
80,3.691544824982423e-13
81,2.935271944190699e-13
82,2.2667568153935633e-13
83,1.947325347842005e-13
84,1.4095869317406703e-13
85,1.2354089661693024e-13
86,9.317804094679337e-14
87,8.227010306856101e-14
88,5.971325315425736e-14
89,4.470731364036615e-14
90,3.568474745873607e-14
91,2.5229615263139887e-14
92,1.738147086947194e-14
93,1.3308757179506276e-14
94,9.205156386612054e-15
95,7.404380285200115e-15
96,5.742773249742576e-15
97,3.2401001347075976e-15
98,2.0953505475551658e-15
99,1.7385886444211902e-15
100,1.4336944054751237e-15
