"combination [m, n, l1, l2, ep_max, c1, c2, c3, c4]",gBest_fitness
1,12.195426320509293
2,6.029019708135052
3,1.687753590364672
4,1.1688790037792858
5,0.7172763001489999
6,0.6190118482948036
7,0.5051873182861438
8,0.4181947627763352
9,0.32043911523128976
10,0.2662403997865226
11,0.17102741827448154
12,0.12871667451490895
13,0.08665814739133525
14,0.06565782117110383
15,0.04751957133708695
16,0.03080124518185642
17,0.023473114845282216
18,0.017014966061047854
19,0.013134500022998988
20,0.010964950796785711
21,0.007684612763812127
22,0.005219330445049086
23,0.003943701758632657
24,0.0031679542927951034
25,0.002307512836464957
26,0.0019790066176903253
27,0.0016036307211645044
28,0.0010458695497996778
29,0.0007628604626659626
30,0.0006669500075691156
31,0.0005383112428144132
32,0.00039742632778646023
33,0.000313467228961161
34,0.0002849575302604167
35,0.00017912187144075134
36,0.00015245153830004674
37,8.894974767850988e-05
38,6.985428137500203e-05
39,4.9538409599130627e-05
40,4.3390460293905255e-05
41,3.7075618114299775e-05
42,3.317684784416207e-05
43,2.4101096303644555e-05
44,1.7590560916132775e-05
45,1.4607327058673036e-05
46,1.2494173627169321e-05
47,9.93976839910531e-06
48,8.835709217530953e-06
49,6.526234519219436e-06
50,5.876050719323025e-06
51,5.2087598125452e-06
52,4.412411308756363e-06
53,3.611208113603465e-06
54,3.0390473751376035e-06
55,2.5689495283042053e-06
56,1.958438140487857e-06
57,1.6410927590270105e-06
58,1.387785382137518e-06
59,1.251055973106313e-06
60,1.1199151193418241e-06
61,8.384548848566759e-07
62,6.643449894780882e-07
63,5.359117935195948e-07
64,4.257199005219445e-07
65,3.319232544009006e-07
66,2.9368537545452215e-07
67,2.3402938060450464e-07
68,2.0682178205567063e-07
69,1.8447089492669134e-07
70,1.7013225409390316e-07
71,1.4587406379945134e-07
72,1.359212669670093e-07
73,1.202775607105757e-07
74,1.0853037258575714e-07
75,9.960711919424379e-08
76,9.294716375604946e-08
77,8.632800773083933e-08
78,7.654844864864185e-08
79,6.731821770461833e-08
80,5.930530232775289e-08
81,4.505309306005283e-08
82,3.688069137342286e-08
83,3.036013021999629e-08
84,2.4831776490338908e-08
85,2.085011205774006e-08
86,1.736740740597594e-08
87,1.3193958547231355e-08
88,1.2184165960614427e-08
89,1.0844911192206865e-08
90,9.889948870944502e-09
91,9.017866739655724e-09
92,6.459253903186525e-09
93,6.049382136091926e-09
94,5.768144525323213e-09
95,5.065400387211923e-09
96,4.450613138617808e-09
97,4.109579101326466e-09
98,3.945031534947901e-09
99,3.393456834331742e-09
100,2.9808385075105334e-09
