"combination [m, n, l1, l2, ep_max, c1, c2, c3, c4]",gBest_fitness
1,8.863558308324677
2,2.9981679397603043
3,1.2794216732777564
4,0.7279314804698122
5,0.29356890115889994
6,0.1544627013109566
7,0.08233661338831592
8,0.04346268151250082
9,0.030338918690048355
10,0.019708348253676684
11,0.01547979225515488
12,0.011980913544599217
13,0.009653852132172756
14,0.006601348320494492
15,0.0038853082718024565
16,0.0028687512158914424
17,0.0019655106052400106
18,0.0015992432789092628
19,0.0010281584434493206
20,0.0007330722394224335
