"combination [m, n, l1, l2, ep_max, c1, c2, c3, c4]",gBest_fitness
1,3.3540539106634943
2,1.6776511072432787
3,0.6382688707480526
4,0.33333020463349156
5,0.16790278885407042
6,0.11070706175788257
7,0.055757829626201384
8,0.039644727182975306
9,0.026297244482738562
10,0.014614912406754476
11,0.00889716227118911
12,0.005595742597021216
13,0.003950348694205467
14,0.0028682887153921974
15,0.0012243896213887896
16,0.0006042137261036972
17,0.0002978151515209293
18,0.0002046334268748588
19,0.0001279773239864309
20,8.25649173005985e-05
