"combination [m, n, l1, l2, ep_max, c1, c2, c3, c4]",gBest_fitness
1,3.6091485313198137
2,1.533458601489465
3,0.7038338609562593
4,0.4168616368663322
5,0.33943616278650185
6,0.21002648199790247
7,0.1707051274529439
8,0.15136025102711087
9,0.1256747115426274
10,0.09210798879553686
11,0.06182817150380274
12,0.055377488704022905
13,0.04427073689000725
14,0.0421389112170795
15,0.03626633792034958
16,0.027635637061602446
17,0.025171043303186064
18,0.020137366755469954
19,0.017125338851751708
20,0.01630348083263505
