"combination [m, n, l1, l2, ep_max, c1, c2, c3, c4]",gBest_fitness
1,4.923464355868564
2,1.6848956134074118
3,0.891278351894585
4,0.6284408208677966
5,0.3730323827845842
6,0.2513041599727377
7,0.14609624291157766
8,0.08820937544431713
9,0.06027801054731131
10,0.03773476163147635
11,0.022310820661080682
12,0.018640097992240697
13,0.011063776363143301
14,0.00791721859796079
15,0.005786367457959649
16,0.0035070402766315127
17,0.001928264921530124
18,0.0014347475358534524
19,0.001159147844182169
20,0.0007443603533724914
