"combination [m, n, l1, l2, ep_max, c1, c2, c3, c4]",gBest_fitness
1,8.06846685685116
2,2.445202045691912
3,1.3108880377969574
4,0.7365690387715816
5,0.5006252391069691
6,0.3248968992855935
7,0.2102562726804254
8,0.11949418871675767
9,0.07404559991262369
10,0.05290285982512568
11,0.03714337750935201
12,0.025921505680416814
13,0.01984156863879062
14,0.014787874772260384
15,0.007146368118101389
16,0.005586941465304368
17,0.0034031301290877846
18,0.0023653622639407293
19,0.001545437009488992
20,0.0009059648835473642
21,0.0006206375793250007
22,0.0004199241300129449
23,0.00030768981016226533
24,0.0002388188930938721
25,0.00020221773557239936
26,0.0001581994986498439
27,8.451157998204025e-05
28,5.8142926731435914e-05
29,4.156622403892094e-05
30,2.987942845113415e-05
31,2.217048799753377e-05
32,1.5664182607047082e-05
33,1.1836960144715565e-05
34,9.791866178426823e-06
35,8.418380418416606e-06
36,6.688941235712725e-06
37,5.445032155434403e-06
38,4.659079907191027e-06
39,3.5208618519695535e-06
40,2.3127425211192473e-06
41,1.672966167751713e-06
42,1.2655007291346416e-06
43,8.678603862624782e-07
44,6.523711888137297e-07
45,5.872401562521313e-07
46,4.385641393963786e-07
47,3.4749406966636245e-07
48,2.4831010183843686e-07
49,2.023248928834837e-07
50,1.492277295426215e-07
51,1.2014291145245518e-07
52,8.386986908759144e-08
53,6.292192912347289e-08
54,4.374748845866588e-08
55,3.57799785368945e-08
56,2.6363192226728116e-08
57,2.2097152798571418e-08
58,1.7200319708509958e-08
59,1.3948826916751277e-08
60,1.0864858657561566e-08
61,9.813780071022985e-09
62,8.335604106983114e-09
63,5.668337139654154e-09
64,4.722229428360157e-09
65,4.418713829618466e-09
66,3.6252127812198736e-09
67,3.1345239702547867e-09
68,2.6619960179428524e-09
69,2.035484169492775e-09
70,1.5124735797994396e-09
71,1.236536232311916e-09
72,1.2087106110988719e-09
73,1.1086737698180965e-09
74,1.082957042881877e-09
75,1.0540272861277314e-09
76,8.724452876123797e-10
77,8.228046607033635e-10
78,6.46758485982208e-10
79,5.562111865785196e-10
80,4.5796133412462473e-10
81,4.276710635155073e-10
82,3.7160883361387887e-10
83,3.2779305885630503e-10
84,2.640892674918991e-10
85,2.4872937110920517e-10
86,2.3172241247649814e-10
87,1.9434405469732613e-10
88,1.7773500148973996e-10
89,1.365088479291339e-10
90,1.0720403437914268e-10
91,1.011787013531319e-10
92,9.100788411108957e-11
93,8.59739796441064e-11
94,7.975243352324886e-11
95,7.386859847543188e-11
96,6.420159677206364e-11
97,5.951497124540943e-11
98,5.4844270307197985e-11
99,5.335621597746038e-11
100,4.808694521199484e-11
