"combination = [fitness_function_name, dimension, range0, range1, population_size, max_ep, function evaluation]",gBest_fitness,total_time
"['f9', 20, -10, 10, 100, 250, 25000]",1.331071620500402e-190,3.1019039999991946
"['f9', 20, -10, 10, 100, 250, 25000]",5.51084064906621e-191,3.066711999999825
"['f9', 20, -10, 10, 100, 250, 25000]",1.3100108835239281e-187,3.1392049999994924
"['f9', 20, -10, 10, 100, 250, 25000]",3.099930104795255e-191,3.1910490000009304
"['f9', 20, -10, 10, 100, 250, 25000]",5.673751762638574e-187,3.47892199999842
"['f9', 20, -10, 10, 100, 250, 25000]",1.491623541111677e-180,3.2180499999994936
"['f9', 20, -10, 10, 100, 250, 25000]",6.2169585726568444e-207,3.1716830000004848
"['f9', 20, -10, 10, 100, 250, 25000]",2.7699402959592375e-206,3.232676999999967
"['f9', 20, -10, 10, 100, 250, 25000]",1.710306251670862e-187,3.306508000001486
"['f9', 20, -10, 10, 100, 250, 25000]",4.470791781646227e-188,3.191343999998935
"['f9', 20, -10, 10, 100, 250, 25000]",7.644822163176822e-192,3.1918409999998403
"['f9', 20, -10, 10, 100, 250, 25000]",6.08952093022641e-188,3.1648439999989932
"['f9', 20, -10, 10, 100, 250, 25000]",7.569338000273758e-184,3.3328920000021753
"['f9', 20, -10, 10, 100, 250, 25000]",2.208636250751634e-201,3.1334830000014335
"['f9', 20, -10, 10, 100, 250, 25000]",1.6827501554384546e-189,3.563485999999102
"['f9', 20, -10, 10, 100, 250, 25000]",1.1285664767536247e-198,3.21305200000279
"['f9', 20, -10, 10, 100, 250, 25000]",2.453384839795562e-201,3.1586089999982505
"['f9', 20, -10, 10, 100, 250, 25000]",9.585371634496051e-185,3.37911399999939
"['f9', 20, -10, 10, 100, 250, 25000]",1.7800931612009785e-193,3.3871409999992466
"['f9', 20, -10, 10, 100, 250, 25000]",9.629420377025423e-182,3.23599699999977
"['f9', 20, -10, 10, 100, 300, 30000]",6.695808058239592e-212,3.8489490000029036
"['f9', 20, -10, 10, 100, 300, 30000]",2.891909222879876e-206,3.8566890000001877
"['f9', 20, -10, 10, 100, 300, 30000]",7.974993212854694e-208,3.7002160000010917
"['f9', 20, -10, 10, 100, 300, 30000]",5.002301629879522e-214,3.993545000001177
"['f9', 20, -10, 10, 100, 300, 30000]",8.446030505153651e-212,3.8846209999974235
"['f9', 20, -10, 10, 100, 300, 30000]",6.6533462743116756e-220,3.752808000001096
"['f9', 20, -10, 10, 100, 300, 30000]",4.7535770942594176e-214,3.765494999999646
"['f9', 20, -10, 10, 100, 300, 30000]",9.714711297821643e-223,3.944051999998919
"['f9', 20, -10, 10, 100, 300, 30000]",8.886598051942833e-203,3.8233989999971527
"['f9', 20, -10, 10, 100, 300, 30000]",6.576271545950389e-212,3.947905000000901
"['f9', 20, -10, 10, 100, 300, 30000]",1.4721494744377315e-205,4.185364999997546
"['f9', 20, -10, 10, 100, 300, 30000]",2.6931595643953175e-223,3.896326999998564
"['f9', 20, -10, 10, 100, 300, 30000]",0.0,3.8742219999985537
"['f9', 20, -10, 10, 100, 300, 30000]",8.95096577912394e-214,3.8732159999999567
"['f9', 20, -10, 10, 100, 300, 30000]",1.0068878869640387e-229,3.715994000001956
"['f9', 20, -10, 10, 100, 300, 30000]",3.699202512290582e-206,4.031433000000106
"['f9', 20, -10, 10, 100, 300, 30000]",1.053339778655177e-208,3.8533470000002126
"['f9', 20, -10, 10, 100, 300, 30000]",3.056628549819067e-213,4.255584000002273
"['f9', 20, -10, 10, 100, 300, 30000]",7.088744430638381e-223,3.947849000000133
"['f9', 20, -10, 10, 100, 300, 30000]",1.714657372280017e-207,3.9947400000019115
"['f9', 20, -10, 10, 200, 150, 30000]",1.001487271592956e-134,3.7163199999995413
"['f9', 20, -10, 10, 200, 150, 30000]",1.6163101978317333e-150,4.005381999999372
"['f9', 20, -10, 10, 200, 150, 30000]",1.5286606847743565e-160,3.6965999999993073
"['f9', 20, -10, 10, 200, 150, 30000]",3.2278694032494286e-152,3.774206999998569
"['f9', 20, -10, 10, 200, 150, 30000]",1.817941196051753e-148,3.7203869999975723
"['f9', 20, -10, 10, 200, 150, 30000]",1.2050069986260536e-148,3.756954999997106
"['f9', 20, -10, 10, 200, 150, 30000]",6.537415169870171e-138,3.5824290000018664
"['f9', 20, -10, 10, 200, 150, 30000]",1.4923322265224325e-147,4.284057999997458
"['f9', 20, -10, 10, 200, 150, 30000]",2.483389844561888e-147,3.67210200000045
"['f9', 20, -10, 10, 200, 150, 30000]",3.163160948089323e-151,3.838415000001987
"['f9', 20, -10, 10, 200, 150, 30000]",7.620801297063561e-141,3.6982409999982337
"['f9', 20, -10, 10, 200, 150, 30000]",2.966162512462327e-141,3.6614559999979974
"['f9', 20, -10, 10, 200, 150, 30000]",6.208138988657094e-143,3.6047839999991993
"['f9', 20, -10, 10, 200, 150, 30000]",8.586321083898259e-158,4.082199999997101
"['f9', 20, -10, 10, 200, 150, 30000]",1.9710409037894657e-136,3.80219699999725
"['f9', 20, -10, 10, 200, 150, 30000]",4.9373604483752964e-152,3.7475570000024163
"['f9', 20, -10, 10, 200, 150, 30000]",1.2302800456724009e-135,3.736873999998352
"['f9', 20, -10, 10, 200, 150, 30000]",1.082744523406171e-134,3.6967079999994894
"['f9', 20, -10, 10, 200, 150, 30000]",1.650997551122033e-148,3.6943480000009004
"['f9', 20, -10, 10, 200, 150, 30000]",2.72084480349124e-137,3.7817639999993844
"['f9', 20, -100, 100, 100, 250, 25000]",2.561321620585402e-41,3.221722000002046
"['f9', 20, -100, 100, 100, 250, 25000]",2.3906489932164988e-32,3.3371829999996407
"['f9', 20, -100, 100, 100, 250, 25000]",2.11825169964328e-38,3.468163999998069
"['f9', 20, -100, 100, 100, 250, 25000]",1.8236725289755018e-35,3.6111630000013974
"['f9', 20, -100, 100, 100, 250, 25000]",1.363715053011609e-37,3.538989999997284
"['f9', 20, -100, 100, 100, 250, 25000]",1.3482949108881597e-30,3.33237999999983
"['f9', 20, -100, 100, 100, 250, 25000]",2.682298209466082e-40,3.2538490000006277
"['f9', 20, -100, 100, 100, 250, 25000]",1.5630889834046995e-30,3.3693230000026233
"['f9', 20, -100, 100, 100, 250, 25000]",3.987747412468664e-39,3.2353409999996074
"['f9', 20, -100, 100, 100, 250, 25000]",6.0279074145818626e-33,3.3415859999986424
"['f9', 20, -100, 100, 100, 250, 25000]",5.1509992356482055e-37,3.269607000001997
"['f9', 20, -100, 100, 100, 250, 25000]",3.4962076558974707e-35,3.2625890000017534
"['f9', 20, -100, 100, 100, 250, 25000]",8.458078107832953e-33,3.484125999999378
"['f9', 20, -100, 100, 100, 250, 25000]",3.2112504079104923e-43,3.4678469999998924
"['f9', 20, -100, 100, 100, 250, 25000]",7.474074975535435e-31,3.3242339999997057
"['f9', 20, -100, 100, 100, 250, 25000]",1.9373235979626446e-33,3.197767000001477
"['f9', 20, -100, 100, 100, 250, 25000]",6.827872780058744e-33,3.2523049999981595
"['f9', 20, -100, 100, 100, 250, 25000]",1.260129285046299e-38,3.2698210000016843
"['f9', 20, -100, 100, 100, 250, 25000]",1.354530734867519e-26,3.289098000001104
"['f9', 20, -100, 100, 100, 250, 25000]",2.4734460892703042e-39,3.1961059999994177
"['f9', 20, -100, 100, 100, 300, 30000]",2.368534639945278e-44,4.293684000000212
"['f9', 20, -100, 100, 100, 300, 30000]",4.8213723266242444e-33,4.144741000000067
"['f9', 20, -100, 100, 100, 300, 30000]",1.4481720871044092e-35,3.9395970000005036
"['f9', 20, -100, 100, 100, 300, 30000]",8.100852213132561e-42,3.9931650000035006
"['f9', 20, -100, 100, 100, 300, 30000]",5.079127597797266e-48,4.093978000000789
"['f9', 20, -100, 100, 100, 300, 30000]",1.8659703636901834e-33,4.048095999998623
"['f9', 20, -100, 100, 100, 300, 30000]",3.961291724107386e-33,4.015169999998761
"['f9', 20, -100, 100, 100, 300, 30000]",4.102750790132556e-34,4.296048000000155
"['f9', 20, -100, 100, 100, 300, 30000]",5.883940269034361e-40,4.213893000000098
"['f9', 20, -100, 100, 100, 300, 30000]",1.8772708837029848e-35,3.9462120000025607
"['f9', 20, -100, 100, 100, 300, 30000]",3.0632556842113152e-34,4.047827000002144
"['f9', 20, -100, 100, 100, 300, 30000]",4.641397440391951e-40,3.8800850000006903
"['f9', 20, -100, 100, 100, 300, 30000]",1.08014465643598e-36,4.1768709999996645
"['f9', 20, -100, 100, 100, 300, 30000]",3.0091709033695242e-37,4.234641000002739
"['f9', 20, -100, 100, 100, 300, 30000]",3.762059062508092e-28,4.277158000000782
"['f9', 20, -100, 100, 100, 300, 30000]",7.486161010562177e-43,3.8953629999996338
"['f9', 20, -100, 100, 100, 300, 30000]",1.6814192317270647e-36,4.073520000001736
"['f9', 20, -100, 100, 100, 300, 30000]",3.669864896235935e-27,3.820123000001331
"['f9', 20, -100, 100, 100, 300, 30000]",1.3622587965909404e-29,4.248511000001599
"['f9', 20, -100, 100, 100, 300, 30000]",1.9722609240582007e-39,3.9868569999998726
"['f9', 20, -100, 100, 200, 150, 30000]",8.980825058701831e-31,3.9857929999998305
"['f9', 20, -100, 100, 200, 150, 30000]",1.427249767345547e-38,3.9775339999978314
"['f9', 20, -100, 100, 200, 150, 30000]",6.085423106765264e-44,3.9278330000015558
"['f9', 20, -100, 100, 200, 150, 30000]",1.8635182602651656e-36,3.866470000000845
"['f9', 20, -100, 100, 200, 150, 30000]",6.128798152229028e-40,3.9063400000013644
"['f9', 20, -100, 100, 200, 150, 30000]",6.714356676103707e-40,3.958932999998069
"['f9', 20, -100, 100, 200, 150, 30000]",2.4485659337287105e-41,4.036428999999771
