"combination = [fitness_function_name, dimension, range0, range1, m, n, l1, l2, max_ep, c1 ,c2, function evaluation]",total_time,gBest_fitness
"['f4', 20, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",2.57,0.0
"['f4', 20, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",2.82,0.0
"['f4', 20, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",2.5,0.0
"['f4', 20, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",2.76,0.0
"['f4', 20, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",2.88,0.0
"['f4', 20, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",2.5,0.0
"['f4', 20, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",2.87,0.0
"['f4', 20, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",2.46,0.0
"['f4', 20, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",2.88,0.0
"['f4', 20, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",2.86,0.0
"['f4', 30, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",2.63,0.0
"['f4', 30, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",2.99,0.0
"['f4', 30, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",2.63,0.0
"['f4', 30, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",3.03,0.0
"['f4', 30, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",3.02,0.0
"['f4', 30, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",2.68,0.0
"['f4', 30, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",3.01,0.0
"['f4', 30, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",2.74,0.0
"['f4', 30, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",3.04,0.0
"['f4', 30, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",3.08,0.0
"['f4', 50, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",2.98,0.0
"['f4', 50, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",3.33,0.0
"['f4', 50, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",2.93,0.0
"['f4', 50, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",3.35,0.0
"['f4', 50, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",3.33,0.0
"['f4', 50, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",3.04,0.0
"['f4', 50, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",3.4,0.0
"['f4', 50, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",3.04,0.0
"['f4', 50, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",3.42,0.0
"['f4', 50, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",3.45,0.0
"['f4', 100, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",3.71,0.0
"['f4', 100, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",4.06,0.0
"['f4', 100, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",3.78,0.0
"['f4', 100, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",4.19,0.0
"['f4', 100, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",4.34,0.0
"['f4', 100, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",3.8,0.0
"['f4', 100, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",4.32,0.0
"['f4', 100, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",3.84,0.0
"['f4', 100, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",4.3,0.0
"['f4', 100, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",4.57,0.0
