"combination = [fitness_function_name, dimension, range0, range1, population_size, max_ep, crossover_rate, mutation_rate, function evaluation]",total_time,gBest_fitness
"['f3', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",5.49,-2095.408
"['f3', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",6.34,-2068.453
"['f3', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",5.52,-2092.818
"['f3', 20, -10, 10, 100, 0.4, 0.06, 300, 30000]",6.32,-2086.887
"['f3', 20, -10, 10, 100, 0.5, 0.05, 250, 25000]",5.53,-2067.175
"['f3', 20, -10, 10, 100, 0.5, 0.05, 300, 30000]",6.28,-2069.874
"['f3', 20, -10, 10, 100, 0.5, 0.06, 250, 25000]",5.2,-2089.3
"['f3', 20, -10, 10, 100, 0.5, 0.06, 300, 30000]",6.63,-2091.6
"['f3', 20, -10, 10, 200, 0.4, 0.05, 150, 30000]",6.49,-2086.347
"['f3', 20, -10, 10, 200, 0.4, 0.06, 150, 30000]",6.31,-2095.304
"['f3', 20, -10, 10, 200, 0.5, 0.05, 150, 30000]",6.37,-2080.22
"['f3', 20, -10, 10, 200, 0.5, 0.06, 150, 30000]",6.3,-2094.301
"['f3', 20, -100, 100, 100, 0.4, 0.05, 250, 25000]",5.4,-20838.056
"['f3', 20, -100, 100, 100, 0.4, 0.05, 300, 30000]",6.59,-20594.378
"['f3', 20, -100, 100, 100, 0.4, 0.06, 250, 25000]",5.66,-20794.338
"['f3', 20, -100, 100, 100, 0.4, 0.06, 300, 30000]",6.37,-20953.201
"['f3', 20, -100, 100, 100, 0.5, 0.05, 250, 25000]",5.69,-20626.782
"['f3', 20, -100, 100, 100, 0.5, 0.05, 300, 30000]",6.54,-20536.088
"['f3', 20, -100, 100, 100, 0.5, 0.06, 250, 25000]",5.36,-20722.242
"['f3', 20, -100, 100, 100, 0.5, 0.06, 300, 30000]",6.36,-20900.563
"['f3', 20, -100, 100, 200, 0.4, 0.05, 150, 30000]",6.81,-20922.37
"['f3', 20, -100, 100, 200, 0.4, 0.06, 150, 30000]",6.47,-20793.884
"['f3', 20, -100, 100, 200, 0.5, 0.05, 150, 30000]",6.4,-20871.159
"['f3', 20, -100, 100, 200, 0.5, 0.06, 150, 30000]",6.54,-20913.476
"['f3', 30, -10, 10, 100, 0.4, 0.05, 250, 25000]",10.24,-4621.89
"['f3', 30, -10, 10, 100, 0.4, 0.05, 300, 30000]",11.67,-4616.224
"['f3', 30, -10, 10, 100, 0.4, 0.06, 250, 25000]",9.42,-4617.003
"['f3', 30, -10, 10, 100, 0.4, 0.06, 300, 30000]",11.81,-4590.437
"['f3', 30, -10, 10, 100, 0.5, 0.05, 250, 25000]",9.96,-4623.993
"['f3', 30, -10, 10, 100, 0.5, 0.05, 300, 30000]",12.14,-4586.918
"['f3', 30, -10, 10, 100, 0.5, 0.06, 250, 25000]",9.93,-4636.11
"['f3', 30, -10, 10, 100, 0.5, 0.06, 300, 30000]",12.07,-4633.012
"['f3', 30, -10, 10, 200, 0.4, 0.05, 150, 30000]",12.18,-4640.761
"['f3', 30, -10, 10, 200, 0.4, 0.06, 150, 30000]",11.24,-4642.765
