"combination = [fitness_function_name, dimension, range0, range1, population_size, max_ep, crossover_rate, mutation_rate, function evaluation]",total_time,gBest_fitness
"['f3', 30, -10, 10, 200, 0.5, 0.05, 150, 30000]",12.63,-4626.854
"['f3', 30, -10, 10, 200, 0.5, 0.06, 150, 30000]",11.55,-4641.966
"['f3', 30, -100, 100, 100, 0.4, 0.05, 250, 25000]",9.39,-45847.437
"['f3', 30, -100, 100, 100, 0.4, 0.05, 300, 30000]",12.48,-46072.722
"['f3', 30, -100, 100, 100, 0.4, 0.06, 250, 25000]",9.7,-46438.165
"['f3', 30, -100, 100, 100, 0.4, 0.06, 300, 30000]",11.94,-46302.151
"['f3', 30, -100, 100, 100, 0.5, 0.05, 250, 25000]",9.56,-46163.955
"['f3', 30, -100, 100, 100, 0.5, 0.05, 300, 30000]",11.46,-46054.244
"['f3', 30, -100, 100, 100, 0.5, 0.06, 250, 25000]",9.7,-46443.327
"['f3', 30, -100, 100, 100, 0.5, 0.06, 300, 30000]",11.92,-46231.474
"['f3', 30, -100, 100, 200, 0.4, 0.05, 150, 30000]",11.7,-46415.978
"['f3', 30, -100, 100, 200, 0.4, 0.06, 150, 30000]",11.95,-46431.194
"['f3', 30, -100, 100, 200, 0.5, 0.05, 150, 30000]",11.96,-46279.668
"['f3', 30, -100, 100, 200, 0.5, 0.06, 150, 30000]",11.47,-46294.909
"['f3', 50, -10, 10, 100, 0.4, 0.05, 250, 25000]",22.57,-12704.864
"['f3', 50, -10, 10, 100, 0.4, 0.05, 300, 30000]",27.13,-12689.015
"['f3', 50, -10, 10, 100, 0.4, 0.06, 250, 25000]",22.67,-12706.153
"['f3', 50, -10, 10, 100, 0.4, 0.06, 300, 30000]",28.37,-12693.116
"['f3', 50, -10, 10, 100, 0.5, 0.05, 250, 25000]",23.25,-12638.7
"['f3', 50, -10, 10, 100, 0.5, 0.05, 300, 30000]",29.01,-12677.773
"['f3', 50, -10, 10, 100, 0.5, 0.06, 250, 25000]",22.8,-12741.669
"['f3', 50, -10, 10, 100, 0.5, 0.06, 300, 30000]",27.81,-12621.874
"['f3', 50, -10, 10, 200, 0.4, 0.05, 150, 30000]",27.32,-12669.706
"['f3', 50, -10, 10, 200, 0.4, 0.06, 150, 30000]",27.74,-12721.914
"['f3', 50, -10, 10, 200, 0.5, 0.05, 150, 30000]",26.9,-12733.172
"['f3', 50, -10, 10, 200, 0.5, 0.06, 150, 30000]",26.58,-12738.527
"['f3', 50, -100, 100, 100, 0.4, 0.05, 250, 25000]",22.45,-126556.93
"['f3', 50, -100, 100, 100, 0.4, 0.05, 300, 30000]",27.03,-127015.644
"['f3', 50, -100, 100, 100, 0.4, 0.06, 250, 25000]",23.17,-127372.416
"['f3', 50, -100, 100, 100, 0.4, 0.06, 300, 30000]",27.97,-126287.535
"['f3', 50, -100, 100, 100, 0.5, 0.05, 250, 25000]",23.08,-126636.22
"['f3', 50, -100, 100, 100, 0.5, 0.05, 300, 30000]",27.26,-126579.041
"['f3', 50, -100, 100, 100, 0.5, 0.06, 250, 25000]",22.81,-127311.22
"['f3', 50, -100, 100, 100, 0.5, 0.06, 300, 30000]",26.6,-126640.25
"['f3', 50, -100, 100, 200, 0.4, 0.05, 150, 30000]",28.05,-127259.446
"['f3', 50, -100, 100, 200, 0.4, 0.06, 150, 30000]",27.23,-127430.125
"['f3', 50, -100, 100, 200, 0.5, 0.05, 150, 30000]",27.18,-127308.979
"['f3', 50, -100, 100, 200, 0.5, 0.06, 150, 30000]",28.1,-127385.564
"['f3', 100, -10, 10, 100, 0.4, 0.05, 250, 25000]",82.23,-50223.528
"['f3', 100, -10, 10, 100, 0.4, 0.05, 300, 30000]",99.66,-50275.548
"['f3', 100, -10, 10, 100, 0.4, 0.06, 250, 25000]",80.94,-50462.848
"['f3', 100, -10, 10, 100, 0.4, 0.06, 300, 30000]",96.36,-50461.279
"['f3', 100, -10, 10, 100, 0.5, 0.05, 250, 25000]",80.71,-50279.668
"['f3', 100, -10, 10, 100, 0.5, 0.05, 300, 30000]",100.5,-50188.41
"['f3', 100, -10, 10, 100, 0.5, 0.06, 250, 25000]",79.7,-50268.768
"['f3', 100, -10, 10, 100, 0.5, 0.06, 300, 30000]",95.15,-50393.493
"['f3', 100, -10, 10, 200, 0.4, 0.05, 150, 30000]",96.99,-50400.108
"['f3', 100, -10, 10, 200, 0.4, 0.06, 150, 30000]",95.73,-50338.525
"['f3', 100, -10, 10, 200, 0.5, 0.05, 150, 30000]",98.21,-50321.882
"['f3', 100, -10, 10, 200, 0.5, 0.06, 150, 30000]",98.22,-50187.565
"['f3', 100, -100, 100, 100, 0.4, 0.05, 250, 25000]",82.84,-501552.934
"['f3', 100, -100, 100, 100, 0.4, 0.05, 300, 30000]",97.46,-500896.138
"['f3', 100, -100, 100, 100, 0.4, 0.06, 250, 25000]",80.5,-504070.871
"['f3', 100, -100, 100, 100, 0.4, 0.06, 300, 30000]",95.4,-503983.529
"['f3', 100, -100, 100, 100, 0.5, 0.05, 250, 25000]",80.66,-501404.039
"['f3', 100, -100, 100, 100, 0.5, 0.05, 300, 30000]",96.42,-502161.337
"['f3', 100, -100, 100, 100, 0.5, 0.06, 250, 25000]",76.82,-504505.074
"['f3', 100, -100, 100, 100, 0.5, 0.06, 300, 30000]",99.31,-503750.793
"['f3', 100, -100, 100, 200, 0.4, 0.05, 150, 30000]",98.32,-503480.778
"['f3', 100, -100, 100, 200, 0.4, 0.06, 150, 30000]",95.48,-501758.836
"['f3', 100, -100, 100, 200, 0.5, 0.05, 150, 30000]",99.47,-503374.105
"['f3', 100, -100, 100, 200, 0.5, 0.06, 150, 30000]",97.61,-502994.957
