"combination = [fitness_function_name, dimension, range0, range1, m, n, l1, l2, max_ep, c1 ,c2, function evaluation]",total_time,gBest_fitness
"['f3', 20, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",4.78,-2100.0
"['f3', 20, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",6.06,-2100.0
"['f3', 20, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",4.87,-2100.0
"['f3', 20, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",5.91,-2100.0
"['f3', 20, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",6.3,-2100.0
"['f3', 20, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",4.85,-21000.0
"['f3', 20, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",6.11,-21000.0
"['f3', 20, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",5.01,-21000.0
"['f3', 20, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",5.99,-21000.0
"['f3', 20, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",5.98,-21000.0
"['f3', 30, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",8.02,-4650.0
"['f3', 30, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",10.17,-4650.0
"['f3', 30, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",8.14,-4650.0
"['f3', 30, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",10.22,-4650.0
"['f3', 30, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",10.3,-4650.0
"['f3', 30, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",8.1,-46500.0
"['f3', 30, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",10.3,-46500.0
"['f3', 30, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",8.38,-46500.0
"['f3', 30, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",10.85,-46500.0
"['f3', 30, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",10.58,-46500.0
"['f3', 50, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",18.35,-12750.0
"['f3', 50, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",23.53,-12750.0
"['f3', 50, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",17.73,-12750.0
"['f3', 50, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",24.06,-12750.0
"['f3', 50, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",24.0,-12750.0
"['f3', 50, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",18.06,-127500.0
"['f3', 50, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",23.29,-127500.0
"['f3', 50, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",18.28,-127500.0
"['f3', 50, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",23.5,-127500.0
"['f3', 50, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",23.23,-127500.0
"['f3', 100, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",64.23,-50500.0
"['f3', 100, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",86.44,-50500.0
"['f3', 100, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",63.37,-50500.0
"['f3', 100, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",83.18,-50500.0
"['f3', 100, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",83.79,-50500.0
"['f3', 100, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",63.81,-505000.0
"['f3', 100, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",84.15,-505000.0
"['f3', 100, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",64.38,-505000.0
"['f3', 100, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",84.11,-505000.0
"['f3', 100, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",85.5,-505000.0
