"combination = [fitness_function_name, dimension, range0, range1, population_size, max_ep, function evaluation]",gBest_fitness,total_time
"['f12', 20, -10, 10, 100, 250, 25000]",1.5820339395689713e-188,3.270435999998881
"['f12', 20, -10, 10, 100, 250, 25000]",4.811542766116786e-202,3.1048850000006496
"['f12', 20, -10, 10, 100, 250, 25000]",3.177496378107672e-193,3.4046760000055656
"['f12', 20, -10, 10, 100, 250, 25000]",9.280303784164261e-194,3.174753999999666
"['f12', 20, -10, 10, 100, 250, 25000]",6.451579902397921e-188,3.2702470000003814
"['f12', 20, -10, 10, 100, 250, 25000]",3.2292091358684076e-202,3.2394269999931566
"['f12', 20, -10, 10, 100, 250, 25000]",4.116496583986302e-195,3.2319960000022547
"['f12', 20, -10, 10, 100, 250, 25000]",3.030911837343338e-191,3.139273000000685
"['f12', 20, -10, 10, 100, 250, 25000]",4.202990259587272e-199,3.169354999998177
"['f12', 20, -10, 10, 100, 250, 25000]",1.6666220505075694e-183,3.155689999999595
"['f12', 20, -10, 10, 100, 250, 25000]",8.940736524512558e-188,3.524667000005138
"['f12', 20, -10, 10, 100, 250, 25000]",2.351911957534275e-188,3.2345320000022184
"['f12', 20, -10, 10, 100, 250, 25000]",8.814705931055621e-191,3.1200580000004265
"['f12', 20, -10, 10, 100, 250, 25000]",3.085648696877772e-188,3.1174669999963953
"['f12', 20, -10, 10, 100, 250, 25000]",4.9152181368740497e-194,3.185642000004009
"['f12', 20, -10, 10, 100, 250, 25000]",5.176821494261774e-207,3.121486999996705
"['f12', 20, -10, 10, 100, 250, 25000]",7.80511481337006e-191,3.250917000004847
"['f12', 20, -10, 10, 100, 250, 25000]",1.0806647347739226e-192,3.1016949999975623
"['f12', 20, -10, 10, 100, 250, 25000]",1.2268228865556788e-185,3.3638780000037514
"['f12', 20, -10, 10, 100, 250, 25000]",3.130524132186039e-195,3.2809310000011465
"['f12', 20, -10, 10, 100, 300, 30000]",4.476427376241381e-220,3.8323210000016843
"['f12', 20, -10, 10, 100, 300, 30000]",1.282241288766733e-227,3.842301000004227
"['f12', 20, -10, 10, 100, 300, 30000]",1.011165013013745e-213,3.892035000004398
"['f12', 20, -10, 10, 100, 300, 30000]",3.266963592989632e-210,4.098074000001361
"['f12', 20, -10, 10, 100, 300, 30000]",4.09479793382082e-209,3.838459000005969
"['f12', 20, -10, 10, 100, 300, 30000]",1.0540339406784753e-208,3.9063089999981457
"['f12', 20, -10, 10, 100, 300, 30000]",1.855157036283241e-194,3.71552900000097
"['f12', 20, -10, 10, 100, 300, 30000]",1.0840862376198245e-214,3.7053199999936623
"['f12', 20, -10, 10, 100, 300, 30000]",3.584659659062638e-206,3.902699999998731
"['f12', 20, -10, 10, 100, 300, 30000]",8.168185198831434e-209,3.957308999997622
"['f12', 20, -10, 10, 100, 300, 30000]",3.255592124933389e-213,3.940545999997994
"['f12', 20, -10, 10, 100, 300, 30000]",1.7430965329620266e-227,3.926721000003454
"['f12', 20, -10, 10, 100, 300, 30000]",1.5901623348759468e-207,4.02565599999798
"['f12', 20, -10, 10, 100, 300, 30000]",7.33492195940016e-213,3.8706810000003316
"['f12', 20, -10, 10, 100, 300, 30000]",6.81995801766705e-213,3.724650999996811
"['f12', 20, -10, 10, 100, 300, 30000]",4.657049889891888e-208,3.730041999995592
"['f12', 20, -10, 10, 100, 300, 30000]",3.253873954345254e-232,3.7599859999972978
"['f12', 20, -10, 10, 100, 300, 30000]",2.492466508610725e-226,3.8187680000046385
"['f12', 20, -10, 10, 100, 300, 30000]",3.6674549579851478e-211,3.971295999996073
"['f12', 20, -10, 10, 100, 300, 30000]",3.225435962249487e-220,4.022365000004356
"['f12', 20, -10, 10, 200, 150, 30000]",4.150337956921532e-146,3.995513000001665
"['f12', 20, -10, 10, 200, 150, 30000]",1.1115233710883644e-141,3.854749999998603
"['f12', 20, -10, 10, 200, 150, 30000]",6.2790688046776504e-136,4.000273999998171
"['f12', 20, -10, 10, 200, 150, 30000]",1.668737767220081e-161,3.9713669999982812
