"combination = [fitness_function_name, dimension, range0, range1, m, n, l1, l2, max_ep, c1 ,c2, function evaluation]",total_time,gBest_fitness
"['f11', 20, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",3.44,1.8146156352206327e-225
"['f11', 20, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",4.52,1.1533670609945742e-209
"['f11', 20, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",3.58,3.9124090365461614e-221
"['f11', 20, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",4.32,1.551819453421001e-216
"['f11', 20, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",4.36,1.634967889389688e-214
"['f11', 20, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",3.82,1.2538081091158242e-24
"['f11', 20, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",4.62,20308644212.36593
"['f11', 20, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",3.91,2.4857818555719057e-30
"['f11', 20, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",4.37,1.235998019727951e-19
"['f11', 20, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",4.42,7.993923203954397e-22
"['f11', 30, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",4.16,2.8180120385300596e-207
"['f11', 30, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",4.93,7.272704337510868e-202
"['f11', 30, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",4.17,8.129281199103648e-209
"['f11', 30, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",4.88,2.853779320399888e-221
"['f11', 30, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",5.06,1.289618918474361e-221
"['f11', 30, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",4.54,2.5434949632485425e-31
"['f11', 30, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",5.3,1.304032786798411e-26
"['f11', 30, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",4.44,2.0667580075312714e-29
"['f11', 30, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",5.54,117730173838.03528
"['f11', 30, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",5.17,4.637789355284506e-26
"['f11', 50, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",5.23,4.5016316823540073e-212
"['f11', 50, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",6.3,5.041821039962914e-210
"['f11', 50, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",5.18,1.0389574904600464e-207
"['f11', 50, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",6.33,1.0205007277289703e-215
"['f11', 50, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",6.45,7.3192308751140874e-211
"['f11', 50, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",5.78,4.71887246637148e-21
"['f11', 50, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",6.7,5.554657564735613e-30
"['f11', 50, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",5.85,9.761336079093627e-27
"['f11', 50, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",6.86,1.4297639714111464e-43
"['f11', 50, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",6.8,1.0924079081580348e-27
"['f11', 100, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",7.99,9.428724341176765e-217
"['f11', 100, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",9.91,1.152753661449507e-217
"['f11', 100, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",8.0,3.0304491001569627e-214
"['f11', 100, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",9.81,2.168124455939452e-205
"['f11', 100, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",9.99,9.619610596025544e-211
"['f11', 100, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",9.86,9.242622452867183e-23
"['f11', 100, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",11.03,4.711390470673387e-27
"['f11', 100, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",9.44,6.2213660120956495e-15
"['f11', 100, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",11.47,6.831224005731737e-23
"['f11', 100, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",11.55,1.3544630353307955e-23
