"combination = [fitness_function_name, dimension, range0, range1, population_size, max_ep, c1, c2, function evaluation]",total_time,gBest_fitness
"['f9', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",4.21,0.15951737130813726
"['f9', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",4.39,15.860184948728383
"['f9', 20, -10, 10, 100, 250, 2.5, 2.05, 25000]",4.18,27.476902152571245
"['f9', 20, -10, 10, 100, 250, 2.5, 2.5, 25000]",4.01,0.3630135456671963
"['f9', 20, -10, 10, 100, 300, 2.05, 2.05, 30000]",5.23,4.589835970201847
"['f9', 20, -10, 10, 100, 300, 2.05, 2.5, 30000]",5.18,0.003523163666701022
"['f9', 20, -10, 10, 100, 300, 2.5, 2.05, 30000]",5.2,10.201292656716834
"['f9', 20, -10, 10, 100, 300, 2.5, 2.5, 30000]",4.86,1.3592540867900704
"['f9', 20, -10, 10, 200, 150, 2.05, 2.05, 30000]",4.88,9.737851865431951
"['f9', 20, -10, 10, 200, 150, 2.05, 2.5, 30000]",5.03,0.0016151536906976209
"['f9', 20, -10, 10, 200, 150, 2.5, 2.05, 30000]",4.93,16.379355108510303
"['f9', 20, -10, 10, 200, 150, 2.5, 2.5, 30000]",5.01,0.13784613881444002
"['f9', 20, -100, 100, 100, 250, 2.05, 2.05, 25000]",4.19,2.2247343910462543
"['f9', 20, -100, 100, 100, 250, 2.05, 2.5, 25000]",3.95,0.022174945440400006
"['f9', 20, -100, 100, 100, 250, 2.5, 2.05, 25000]",4.6,0.3408318524258511
"['f9', 20, -100, 100, 100, 250, 2.5, 2.5, 25000]",3.99,0.964915284980666
"['f9', 20, -100, 100, 100, 300, 2.05, 2.05, 30000]",5.07,0.3726695789543555
"['f9', 20, -100, 100, 100, 300, 2.05, 2.5, 30000]",4.91,0.7399927739215052
"['f9', 20, -100, 100, 100, 300, 2.5, 2.05, 30000]",4.73,9.437274453449895
"['f9', 20, -100, 100, 100, 300, 2.5, 2.5, 30000]",5.24,0.019230823616769893
"['f9', 20, -100, 100, 200, 150, 2.05, 2.05, 30000]",4.86,0.2501696653056365
"['f9', 20, -100, 100, 200, 150, 2.05, 2.5, 30000]",4.83,0.015378587422651527
"['f9', 20, -100, 100, 200, 150, 2.5, 2.05, 30000]",4.93,0.8222912102026269
"['f9', 20, -100, 100, 200, 150, 2.5, 2.5, 30000]",4.83,0.2603490845704169
"['f9', 30, -10, 10, 100, 250, 2.05, 2.05, 25000]",5.2,21.955130418490178
"['f9', 30, -10, 10, 100, 250, 2.05, 2.5, 25000]",4.66,1.4663172732204635
"['f9', 30, -10, 10, 100, 250, 2.5, 2.05, 25000]",5.34,12.285116438210219
"['f9', 30, -10, 10, 100, 250, 2.5, 2.5, 25000]",5.5,0.5013854073773055
"['f9', 30, -10, 10, 100, 300, 2.05, 2.05, 30000]",6.39,24.057677484525744
"['f9', 30, -10, 10, 100, 300, 2.05, 2.5, 30000]",5.97,1.0435444496759585
"['f9', 30, -10, 10, 100, 300, 2.5, 2.05, 30000]",5.87,27.236206801872903
"['f9', 30, -10, 10, 100, 300, 2.5, 2.5, 30000]",5.87,3.5882668993296583
"['f9', 30, -10, 10, 200, 150, 2.05, 2.05, 30000]",6.01,28.031334802617568
"['f9', 30, -10, 10, 200, 150, 2.05, 2.5, 30000]",5.77,3.086373230313528
"['f9', 30, -10, 10, 200, 150, 2.5, 2.05, 30000]",5.68,2.3221675063825384
"['f9', 30, -10, 10, 200, 150, 2.5, 2.5, 30000]",5.94,1.0002219199231428
"['f9', 30, -100, 100, 100, 250, 2.05, 2.05, 25000]",5.14,129.86228435881623
"['f9', 30, -100, 100, 100, 250, 2.05, 2.5, 25000]",4.76,1.1787127429411344
"['f9', 30, -100, 100, 100, 250, 2.5, 2.05, 25000]",5.29,37.00705754337096
"['f9', 30, -100, 100, 100, 250, 2.5, 2.5, 25000]",4.85,11.301063374057826
"['f9', 30, -100, 100, 100, 300, 2.05, 2.05, 30000]",5.75,7.839273578662163
"['f9', 30, -100, 100, 100, 300, 2.05, 2.5, 30000]",5.97,0.32543978210792246
"['f9', 30, -100, 100, 100, 300, 2.5, 2.05, 30000]",5.61,40.94131106424452
"['f9', 30, -100, 100, 100, 300, 2.5, 2.5, 30000]",5.94,10.944067118343936
"['f9', 30, -100, 100, 200, 150, 2.05, 2.05, 30000]",5.8,7.05173220801559
"['f9', 30, -100, 100, 200, 150, 2.05, 2.5, 30000]",5.81,35.51045720892967
"['f9', 30, -100, 100, 200, 150, 2.5, 2.05, 30000]",5.99,4.078329360484553
"['f9', 30, -100, 100, 200, 150, 2.5, 2.5, 30000]",5.97,8.91938570417118
"['f9', 50, -10, 10, 100, 250, 2.05, 2.05, 25000]",7.02,167.01503110233526
"['f9', 50, -10, 10, 100, 250, 2.05, 2.5, 25000]",6.3,35.219731657111005
"['f9', 50, -10, 10, 100, 250, 2.5, 2.05, 25000]",6.74,482.9994927378421
"['f9', 50, -10, 10, 100, 250, 2.5, 2.5, 25000]",6.33,7.751745133706411
"['f9', 50, -10, 10, 100, 300, 2.05, 2.05, 30000]",7.51,283.92685145505465
"['f9', 50, -10, 10, 100, 300, 2.05, 2.5, 30000]",7.63,10.933866843198484
"['f9', 50, -10, 10, 100, 300, 2.5, 2.05, 30000]",7.68,122.15231495299857
"['f9', 50, -10, 10, 100, 300, 2.5, 2.5, 30000]",7.44,22.643406636623965
"['f9', 50, -10, 10, 200, 150, 2.05, 2.05, 30000]",7.64,101.37387303634073
"['f9', 50, -10, 10, 200, 150, 2.05, 2.5, 30000]",7.55,7.195316703852313
"['f9', 50, -10, 10, 200, 150, 2.5, 2.05, 30000]",7.44,79.84737228268929
"['f9', 50, -10, 10, 200, 150, 2.5, 2.5, 30000]",7.78,87.00883182494798
"['f9', 50, -100, 100, 100, 250, 2.05, 2.05, 25000]",6.57,1364.1561396504012
"['f9', 50, -100, 100, 100, 250, 2.05, 2.5, 25000]",6.59,314.2757409548429
"['f9', 50, -100, 100, 100, 250, 2.5, 2.05, 25000]",6.75,2995.5964695749362
"['f9', 50, -100, 100, 100, 250, 2.5, 2.5, 25000]",6.22,135.03672056323998
"['f9', 50, -100, 100, 100, 300, 2.05, 2.05, 30000]",8.15,529.5198267744198
"['f9', 50, -100, 100, 100, 300, 2.05, 2.5, 30000]",8.18,414.8343993870967
"['f9', 50, -100, 100, 100, 300, 2.5, 2.05, 30000]",7.89,1035.2441438952158
"['f9', 50, -100, 100, 100, 300, 2.5, 2.5, 30000]",7.68,120.32863500345196
"['f9', 50, -100, 100, 200, 150, 2.05, 2.05, 30000]",7.68,1339.2628023175346
"['f9', 50, -100, 100, 200, 150, 2.05, 2.5, 30000]",8.14,28.00569871839528
"['f9', 50, -100, 100, 200, 150, 2.5, 2.05, 30000]",8.45,179.45709002040667
"['f9', 50, -100, 100, 200, 150, 2.5, 2.5, 30000]",7.79,604.4366396216988
"['f9', 100, -10, 10, 100, 250, 2.05, 2.05, 25000]",11.1,1540.811614028153
"['f9', 100, -10, 10, 100, 250, 2.05, 2.5, 25000]",10.77,1373.8260077017462
"['f9', 100, -10, 10, 100, 250, 2.5, 2.05, 25000]",10.18,1961.9217037198969
"['f9', 100, -10, 10, 100, 250, 2.5, 2.5, 25000]",10.46,489.92891822364385
"['f9', 100, -10, 10, 100, 300, 2.05, 2.05, 30000]",13.24,731.8589154241797
"['f9', 100, -10, 10, 100, 300, 2.05, 2.5, 30000]",12.6,447.9995633395707
"['f9', 100, -10, 10, 100, 300, 2.5, 2.05, 30000]",12.22,794.5065327504788
"['f9', 100, -10, 10, 100, 300, 2.5, 2.5, 30000]",12.72,559.03697115426
"['f9', 100, -10, 10, 200, 150, 2.05, 2.05, 30000]",12.6,262.1820645830362
"['f9', 100, -10, 10, 200, 150, 2.05, 2.5, 30000]",12.37,242.0074605168497
"['f9', 100, -10, 10, 200, 150, 2.5, 2.05, 30000]",12.56,555.8043462933522
"['f9', 100, -10, 10, 200, 150, 2.5, 2.5, 30000]",13.01,424.0623267052852
"['f9', 100, -100, 100, 100, 250, 2.05, 2.05, 25000]",10.09,211940.04167886308
"['f9', 100, -100, 100, 100, 250, 2.05, 2.5, 25000]",10.61,5751.485242441552
"['f9', 100, -100, 100, 100, 250, 2.5, 2.05, 25000]",10.35,38417.142554961145
"['f9', 100, -100, 100, 100, 250, 2.5, 2.5, 25000]",10.61,12908.890751661434
"['f9', 100, -100, 100, 100, 300, 2.05, 2.05, 30000]",12.53,48791.318065464126
"['f9', 100, -100, 100, 100, 300, 2.05, 2.5, 30000]",12.56,5717.764602756665
"['f9', 100, -100, 100, 100, 300, 2.5, 2.05, 30000]",12.9,36666.237239176335
"['f9', 100, -100, 100, 100, 300, 2.5, 2.5, 30000]",13.03,20897.56625248225
"['f9', 100, -100, 100, 200, 150, 2.05, 2.05, 30000]",13.09,64176.380089536426
"['f9', 100, -100, 100, 200, 150, 2.05, 2.5, 30000]",13.08,6687.893596594425
"['f9', 100, -100, 100, 200, 150, 2.5, 2.05, 30000]",12.68,20341.68615307634
"['f9', 100, -100, 100, 200, 150, 2.5, 2.5, 30000]",12.71,14236.201843648963
