"combination = [fitness_function_name, dimension, range0, range1, population_size, max_ep, c1, c2, function evaluation]",gBest_fitness,total_time
"['f9', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",21.834615847325136,4.49
"['f9', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",1.7895361120145719,4.31
"['f9', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",0.0023662994245718543,4.05
"['f9', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",0.48264887414749946,4.18
"['f9', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",4.454529042869168,4.47
"['f9', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",9.797106191961523,4.45
"['f9', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",2.2474295964204365,4.08
"['f9', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",1.8094781679647096,4.09
"['f9', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",0.4342455114845647,4.3
"['f9', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",8.725307740462538,4.04
"['f9', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",0.3988509251297581,4.27
"['f9', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",2.4706348266954805,4.31
"['f9', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",3.9169820553216415,4.15
"['f9', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",4.0254009424707204,4.12
"['f9', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",8.420122853658182,3.99
"['f9', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",0.44620125077208916,4.42
"['f9', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",0.09926114905323498,4.17
"['f9', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",0.34034140647402644,4.29
"['f9', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",29.65883714387035,4.21
"['f9', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",4.26564696709044,4.13
"['f9', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",0.02132975197313887,4.44
"['f9', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",0.39876603054168364,4.14
"['f9', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",0.009057675107947244,4.05
"['f9', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",0.45733670522484493,4.08
"['f9', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",0.011546312058848762,4.22
"['f9', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",0.010833980078358516,4.06
"['f9', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",2.0677008874339022,4.0
"['f9', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",0.7170890833959725,4.14
"['f9', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",0.07214911610424005,4.04
"['f9', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",0.001224261285831579,4.03
"['f9', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",2.357334271033284,3.97
"['f9', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",0.022313659042612455,4.21
"['f9', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",1.8793436779972357,4.24
"['f9', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",0.9410981422468554,4.08
"['f9', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",0.018160891494049813,4.1
"['f9', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",0.15773803986829793,4.19
"['f9', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",0.15944061211565208,4.05
"['f9', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",0.005421101955540819,4.04
"['f9', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",0.17797959760573823,4.3
"['f9', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",0.03698792644191536,4.12
"['f9', 20, -10, 10, 100, 250, 2.5, 2.05, 25000]",9.350226075914396,4.11
"['f9', 20, -10, 10, 100, 250, 2.5, 2.05, 25000]",1.504276406602421,4.43
"['f9', 20, -10, 10, 100, 250, 2.5, 2.05, 25000]",7.616320370200059,4.11
"['f9', 20, -10, 10, 100, 250, 2.5, 2.05, 25000]",0.04396431003145417,3.99
"['f9', 20, -10, 10, 100, 250, 2.5, 2.05, 25000]",0.07522879939102457,4.0
"['f9', 20, -10, 10, 100, 250, 2.5, 2.05, 25000]",17.105456751527804,4.09
"['f9', 20, -10, 10, 100, 250, 2.5, 2.05, 25000]",4.698207416449325,3.97
"['f9', 20, -10, 10, 100, 250, 2.5, 2.05, 25000]",24.532545182036497,3.97
"['f9', 20, -10, 10, 100, 250, 2.5, 2.05, 25000]",0.6227902286757433,3.99
"['f9', 20, -10, 10, 100, 250, 2.5, 2.05, 25000]",26.572947405195507,4.22
"['f9', 20, -10, 10, 100, 250, 2.5, 2.05, 25000]",0.30640980483334024,4.21
"['f9', 20, -10, 10, 100, 250, 2.5, 2.05, 25000]",42.848047724913016,4.0
"['f9', 20, -10, 10, 100, 250, 2.5, 2.05, 25000]",7.489678341887207,4.04
"['f9', 20, -10, 10, 100, 250, 2.5, 2.05, 25000]",0.4394869551532276,4.11
"['f9', 20, -10, 10, 100, 250, 2.5, 2.05, 25000]",1.4025486178604967,4.05
"['f9', 20, -10, 10, 100, 250, 2.5, 2.05, 25000]",0.09326302532121668,4.14
"['f9', 20, -10, 10, 100, 250, 2.5, 2.05, 25000]",0.05137644616685876,3.88
"['f9', 20, -10, 10, 100, 250, 2.5, 2.05, 25000]",7.1035525208101555,3.99
"['f9', 20, -10, 10, 100, 250, 2.5, 2.05, 25000]",15.418141186917696,4.21
"['f9', 20, -10, 10, 100, 250, 2.5, 2.05, 25000]",0.12108227791118757,4.11
"['f9', 20, -10, 10, 100, 250, 2.5, 2.5, 25000]",0.013581703177100666,4.37
"['f9', 20, -10, 10, 100, 250, 2.5, 2.5, 25000]",0.12522976491565524,4.43
"['f9', 20, -10, 10, 100, 250, 2.5, 2.5, 25000]",0.020101667014244155,4.33
"['f9', 20, -10, 10, 100, 250, 2.5, 2.5, 25000]",1.634112453738314,3.98
"['f9', 20, -10, 10, 100, 250, 2.5, 2.5, 25000]",0.009264846062320838,4.25
"['f9', 20, -10, 10, 100, 250, 2.5, 2.5, 25000]",0.1514658953403858,4.23
"['f9', 20, -10, 10, 100, 250, 2.5, 2.5, 25000]",0.10959932916599525,3.94
"['f9', 20, -10, 10, 100, 250, 2.5, 2.5, 25000]",1.8294771374233996,4.09
"['f9', 20, -10, 10, 100, 250, 2.5, 2.5, 25000]",4.340560684836803,4.38
"['f9', 20, -10, 10, 100, 250, 2.5, 2.5, 25000]",0.1674997950426451,4.21
"['f9', 20, -10, 10, 100, 250, 2.5, 2.5, 25000]",0.31728598012572307,3.96
"['f9', 20, -10, 10, 100, 250, 2.5, 2.5, 25000]",0.1476712992481557,4.08
"['f9', 20, -10, 10, 100, 250, 2.5, 2.5, 25000]",0.21562011647822427,4.42
"['f9', 20, -10, 10, 100, 250, 2.5, 2.5, 25000]",0.11227243254614319,4.83
"['f9', 20, -10, 10, 100, 250, 2.5, 2.5, 25000]",0.08577683763897877,4.27
"['f9', 20, -10, 10, 100, 250, 2.5, 2.5, 25000]",0.01693352962670205,4.08
"['f9', 20, -10, 10, 100, 250, 2.5, 2.5, 25000]",0.0933534535735498,4.17
"['f9', 20, -10, 10, 100, 250, 2.5, 2.5, 25000]",0.4508651618147508,4.27
"['f9', 20, -10, 10, 100, 250, 2.5, 2.5, 25000]",0.16325108687744536,4.39
"['f9', 20, -10, 10, 100, 250, 2.5, 2.5, 25000]",1.937534920294859,4.29
"['f9', 20, -10, 10, 100, 300, 2.05, 2.05, 30000]",0.20161538243811064,5.04
"['f9', 20, -10, 10, 100, 300, 2.05, 2.05, 30000]",1.4879233808108823,4.88
"['f9', 20, -10, 10, 100, 300, 2.05, 2.05, 30000]",0.47346653322558596,5.08
"['f9', 20, -10, 10, 100, 300, 2.05, 2.05, 30000]",0.30947176023461004,5.33
"['f9', 20, -10, 10, 100, 300, 2.05, 2.05, 30000]",0.23568816797436473,5.11
"['f9', 20, -10, 10, 100, 300, 2.05, 2.05, 30000]",1.4033043832238379,5.03
"['f9', 20, -10, 10, 100, 300, 2.05, 2.05, 30000]",2.789097047899251,5.17
"['f9', 20, -10, 10, 100, 300, 2.05, 2.05, 30000]",1.5166151845243105,5.36
"['f9', 20, -10, 10, 100, 300, 2.05, 2.05, 30000]",7.375228640564048,5.11
"['f9', 20, -10, 10, 100, 300, 2.05, 2.05, 30000]",0.06837812720024361,5.22
"['f9', 20, -10, 10, 100, 300, 2.05, 2.05, 30000]",9.267345575116817,4.88
"['f9', 20, -10, 10, 100, 300, 2.05, 2.05, 30000]",0.12080146285522289,4.98
"['f9', 20, -10, 10, 100, 300, 2.05, 2.05, 30000]",13.323288176466713,4.84
"['f9', 20, -10, 10, 100, 300, 2.05, 2.05, 30000]",0.02503285145844071,4.81
"['f9', 20, -10, 10, 100, 300, 2.05, 2.05, 30000]",0.8091594909942827,5.01
"['f9', 20, -10, 10, 100, 300, 2.05, 2.05, 30000]",5.626259588859288,4.91
"['f9', 20, -10, 10, 100, 300, 2.05, 2.05, 30000]",28.266669101909773,5.1
"['f9', 20, -10, 10, 100, 300, 2.05, 2.05, 30000]",14.004523278773348,5.07
"['f9', 20, -10, 10, 100, 300, 2.05, 2.05, 30000]",1.6696951481346822,4.93
"['f9', 20, -10, 10, 100, 300, 2.05, 2.05, 30000]",52.87672595156275,5.02
"['f9', 20, -10, 10, 100, 300, 2.05, 2.5, 30000]",0.1761154766576614,4.89
"['f9', 20, -10, 10, 100, 300, 2.05, 2.5, 30000]",0.002614308745073291,5.27
"['f9', 20, -10, 10, 100, 300, 2.05, 2.5, 30000]",0.04903767279388712,5.06
"['f9', 20, -10, 10, 100, 300, 2.05, 2.5, 30000]",0.6373718007993774,5.0
"['f9', 20, -10, 10, 100, 300, 2.05, 2.5, 30000]",0.022476870302996,5.04
"['f9', 20, -10, 10, 100, 300, 2.05, 2.5, 30000]",0.0012192631783869334,4.98
"['f9', 20, -10, 10, 100, 300, 2.05, 2.5, 30000]",0.2971145753283918,5.0
"['f9', 20, -10, 10, 100, 300, 2.05, 2.5, 30000]",0.0952408092995478,4.98
"['f9', 20, -10, 10, 100, 300, 2.05, 2.5, 30000]",0.16559716736678584,5.16
"['f9', 20, -10, 10, 100, 300, 2.05, 2.5, 30000]",0.052217237069924205,4.97
"['f9', 20, -10, 10, 100, 300, 2.05, 2.5, 30000]",0.04042429558053965,5.09
"['f9', 20, -10, 10, 100, 300, 2.05, 2.5, 30000]",0.008584300504691045,5.01
"['f9', 20, -10, 10, 100, 300, 2.05, 2.5, 30000]",0.012850780592139208,5.37
"['f9', 20, -10, 10, 100, 300, 2.05, 2.5, 30000]",0.003489568395051187,5.28
"['f9', 20, -10, 10, 100, 300, 2.05, 2.5, 30000]",0.019650731978434317,4.97
"['f9', 20, -10, 10, 100, 300, 2.05, 2.5, 30000]",2.0802158248692386,4.85
"['f9', 20, -10, 10, 100, 300, 2.05, 2.5, 30000]",0.028857126130153857,4.78
"['f9', 20, -10, 10, 100, 300, 2.05, 2.5, 30000]",6.746075188053837,4.79
"['f9', 20, -10, 10, 100, 300, 2.05, 2.5, 30000]",0.12970031963595394,4.9
"['f9', 20, -10, 10, 100, 300, 2.05, 2.5, 30000]",0.011185825030487135,4.95
"['f9', 20, -10, 10, 100, 300, 2.5, 2.05, 30000]",75.30257970901445,5.24
"['f9', 20, -10, 10, 100, 300, 2.5, 2.05, 30000]",0.26526801670177785,5.0
"['f9', 20, -10, 10, 100, 300, 2.5, 2.05, 30000]",8.899253876908123,5.06
"['f9', 20, -10, 10, 100, 300, 2.5, 2.05, 30000]",1.2444660424889324,5.43
"['f9', 20, -10, 10, 100, 300, 2.5, 2.05, 30000]",2.465503247298159,5.02
"['f9', 20, -10, 10, 100, 300, 2.5, 2.05, 30000]",0.058698698798177004,5.24
"['f9', 20, -10, 10, 100, 300, 2.5, 2.05, 30000]",0.24946511382326939,4.9
"['f9', 20, -10, 10, 100, 300, 2.5, 2.05, 30000]",0.2276739094197352,4.98
"['f9', 20, -10, 10, 100, 300, 2.5, 2.05, 30000]",7.642918641310311,4.98
"['f9', 20, -10, 10, 100, 300, 2.5, 2.05, 30000]",0.22052598768331022,5.06
"['f9', 20, -10, 10, 100, 300, 2.5, 2.05, 30000]",0.9265447664845422,4.89
"['f9', 20, -10, 10, 100, 300, 2.5, 2.05, 30000]",0.006429694164907851,4.9
"['f9', 20, -10, 10, 100, 300, 2.5, 2.05, 30000]",16.476468103553533,5.37
"['f9', 20, -10, 10, 100, 300, 2.5, 2.05, 30000]",0.6077478336616471,4.85
