"combination = [fitness_function_name, dimension, range0, range1, population_size, max_ep, c1, c2, function evaluation]",total_time,gBest_fitness
"['f8', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",4.28,2.29034628539672
"['f8', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",4.05,0.01639570484070044
"['f8', 20, -10, 10, 100, 250, 2.5, 2.05, 25000]",4.27,3.1084408116956865
"['f8', 20, -10, 10, 100, 250, 2.5, 2.5, 25000]",4.21,0.037827737970712746
"['f8', 20, -10, 10, 100, 300, 2.05, 2.05, 30000]",4.97,21.066292971739948
"['f8', 20, -10, 10, 100, 300, 2.05, 2.5, 30000]",4.99,10.220849528462107
"['f8', 20, -10, 10, 100, 300, 2.5, 2.05, 30000]",4.87,0.6527733709745629
"['f8', 20, -10, 10, 100, 300, 2.5, 2.5, 30000]",4.71,4.4092353973757366
"['f8', 20, -10, 10, 200, 150, 2.05, 2.05, 30000]",5.02,1.117622313459619
"['f8', 20, -10, 10, 200, 150, 2.05, 2.5, 30000]",5.17,4.900265728071644
"['f8', 20, -10, 10, 200, 150, 2.5, 2.05, 30000]",4.9,0.31444795938899966
"['f8', 20, -10, 10, 200, 150, 2.5, 2.5, 30000]",4.84,0.12104978862829809
"['f8', 20, -100, 100, 100, 250, 2.05, 2.05, 25000]",4.07,334.9665093809953
"['f8', 20, -100, 100, 100, 250, 2.05, 2.5, 25000]",4.48,200.8691035559286
"['f8', 20, -100, 100, 100, 250, 2.5, 2.05, 25000]",4.1,29552.65089780301
"['f8', 20, -100, 100, 100, 250, 2.5, 2.5, 25000]",4.19,113.29026305778085
"['f8', 20, -100, 100, 100, 300, 2.05, 2.05, 30000]",4.84,178.68092308310463
"['f8', 20, -100, 100, 100, 300, 2.05, 2.5, 30000]",4.74,21.415706501746012
"['f8', 20, -100, 100, 100, 300, 2.5, 2.05, 30000]",4.92,37.26993022403211
"['f8', 20, -100, 100, 100, 300, 2.5, 2.5, 30000]",5.0,189.2751205534855
"['f8', 20, -100, 100, 200, 150, 2.05, 2.05, 30000]",4.79,125358.05234800531
"['f8', 20, -100, 100, 200, 150, 2.05, 2.5, 30000]",5.34,311.74141464842563
"['f8', 20, -100, 100, 200, 150, 2.5, 2.05, 30000]",5.25,17464.020327552633
"['f8', 20, -100, 100, 200, 150, 2.5, 2.5, 30000]",4.89,170.323889808015
"['f8', 30, -10, 10, 100, 250, 2.05, 2.05, 25000]",4.84,1325.8655648022698
"['f8', 30, -10, 10, 100, 250, 2.05, 2.5, 25000]",5.13,697.1615407745383
"['f8', 30, -10, 10, 100, 250, 2.5, 2.05, 25000]",5.01,303.19588645251395
"['f8', 30, -10, 10, 100, 250, 2.5, 2.5, 25000]",4.83,120.21602422462975
