"combination = [fitness_function_name, dimension, range0, range1, population_size, max_ep, c1, c2, function evaluation]",total_time,gBest_fitness
"['f8', 30, -10, 10, 100, 300, 2.05, 2.05, 30000]",5.83,401.53867469696024
"['f8', 30, -10, 10, 100, 300, 2.05, 2.5, 30000]",5.56,345.8559461563799
"['f8', 30, -10, 10, 100, 300, 2.5, 2.05, 30000]",6.17,1376.596256349887
"['f8', 30, -10, 10, 100, 300, 2.5, 2.5, 30000]",5.98,29.060390256212273
"['f8', 30, -10, 10, 200, 150, 2.05, 2.05, 30000]",5.79,274.9037758833077
"['f8', 30, -10, 10, 200, 150, 2.05, 2.5, 30000]",6.01,119.79706432407103
"['f8', 30, -10, 10, 200, 150, 2.5, 2.05, 30000]",5.7,294.56091025576427
"['f8', 30, -10, 10, 200, 150, 2.5, 2.5, 30000]",6.0,67.5459239399317
"['f8', 30, -100, 100, 100, 250, 2.05, 2.05, 25000]",4.76,367720.30392129126
"['f8', 30, -100, 100, 100, 250, 2.05, 2.5, 25000]",4.88,3829443.9055843432
"['f8', 30, -100, 100, 100, 250, 2.5, 2.05, 25000]",5.11,2670222.0717815347
"['f8', 30, -100, 100, 100, 250, 2.5, 2.5, 25000]",4.78,204970.39844722353
"['f8', 30, -100, 100, 100, 300, 2.05, 2.05, 30000]",6.09,1010737.180608482
"['f8', 30, -100, 100, 100, 300, 2.05, 2.5, 30000]",5.77,138538.93478281386
"['f8', 30, -100, 100, 100, 300, 2.5, 2.05, 30000]",5.74,1085679.1418703434
"['f8', 30, -100, 100, 100, 300, 2.5, 2.5, 30000]",5.78,44662.911329386174
"['f8', 30, -100, 100, 200, 150, 2.05, 2.05, 30000]",6.23,2911257.6168766045
"['f8', 30, -100, 100, 200, 150, 2.05, 2.5, 30000]",5.88,210497.405069387
"['f8', 30, -100, 100, 200, 150, 2.5, 2.05, 30000]",6.15,9903707.295376929
"['f8', 30, -100, 100, 200, 150, 2.5, 2.5, 30000]",5.79,702135.3828125453
"['f8', 50, -10, 10, 100, 250, 2.05, 2.05, 25000]",6.47,984286.8668696102
"['f8', 50, -10, 10, 100, 250, 2.05, 2.5, 25000]",6.55,596925.4400255653
"['f8', 50, -10, 10, 100, 250, 2.5, 2.05, 25000]",7.04,1545429.3093059927
"['f8', 50, -10, 10, 100, 250, 2.5, 2.5, 25000]",6.28,272804.688871764
"['f8', 50, -10, 10, 100, 300, 2.05, 2.05, 30000]",7.66,5218534.114449683
"['f8', 50, -10, 10, 100, 300, 2.05, 2.5, 30000]",7.61,156401.73221533594
"['f8', 50, -10, 10, 100, 300, 2.5, 2.05, 30000]",7.6,480962.8796719625
"['f8', 50, -10, 10, 100, 300, 2.5, 2.5, 30000]",7.45,671835.124258021
"['f8', 50, -10, 10, 200, 150, 2.05, 2.05, 30000]",7.48,1298946.2190715978
"['f8', 50, -10, 10, 200, 150, 2.05, 2.5, 30000]",7.66,109379.35570521184
"['f8', 50, -10, 10, 200, 150, 2.5, 2.05, 30000]",7.68,121496.42808222062
"['f8', 50, -10, 10, 200, 150, 2.5, 2.5, 30000]",7.95,176119.15337672926
"['f8', 50, -100, 100, 100, 250, 2.05, 2.05, 25000]",6.44,3868510204.5150065
"['f8', 50, -100, 100, 100, 250, 2.05, 2.5, 25000]",6.34,166055355.55365676
"['f8', 50, -100, 100, 100, 250, 2.5, 2.05, 25000]",6.67,824249673.7170151
"['f8', 50, -100, 100, 100, 250, 2.5, 2.5, 25000]",6.71,4563589.129041246
"['f8', 50, -100, 100, 100, 300, 2.05, 2.05, 30000]",7.63,16510544.160847053
"['f8', 50, -100, 100, 100, 300, 2.05, 2.5, 30000]",7.75,49741744.42717846
"['f8', 50, -100, 100, 100, 300, 2.5, 2.05, 30000]",7.81,600776450.027093
"['f8', 50, -100, 100, 100, 300, 2.5, 2.5, 30000]",7.76,21265850.471164756
"['f8', 50, -100, 100, 200, 150, 2.05, 2.05, 30000]",8.02,471945539.7301762
"['f8', 50, -100, 100, 200, 150, 2.05, 2.5, 30000]",7.63,266551596.40940413
"['f8', 50, -100, 100, 200, 150, 2.5, 2.05, 30000]",7.6,161081591.1537095
"['f8', 50, -100, 100, 200, 150, 2.5, 2.5, 30000]",7.83,144319305.96212623
"['f8', 100, -10, 10, 100, 250, 2.05, 2.05, 25000]",10.91,166749838.97100112
"['f8', 100, -10, 10, 100, 250, 2.05, 2.5, 25000]",10.47,319146913.98403484
"['f8', 100, -10, 10, 100, 250, 2.5, 2.05, 25000]",10.46,182264676.3996983
"['f8', 100, -10, 10, 100, 250, 2.5, 2.5, 25000]",10.36,86727960.83907634
"['f8', 100, -10, 10, 100, 300, 2.05, 2.05, 30000]",12.15,35884850.13540805
"['f8', 100, -10, 10, 100, 300, 2.05, 2.5, 30000]",13.09,36445976.80662534
"['f8', 100, -10, 10, 100, 300, 2.5, 2.05, 30000]",12.63,80738469.97325742
"['f8', 100, -10, 10, 100, 300, 2.5, 2.5, 30000]",12.76,45710916.97897787
"['f8', 100, -10, 10, 200, 150, 2.05, 2.05, 30000]",12.66,17825526.48939725
"['f8', 100, -10, 10, 200, 150, 2.05, 2.5, 30000]",12.58,26827136.768515527
"['f8', 100, -10, 10, 200, 150, 2.5, 2.05, 30000]",13.26,63502168.2208333
"['f8', 100, -10, 10, 200, 150, 2.5, 2.5, 30000]",12.96,30141653.397955414
"['f8', 100, -100, 100, 100, 250, 2.05, 2.05, 25000]",10.24,77897639234.68457
"['f8', 100, -100, 100, 100, 250, 2.05, 2.5, 25000]",10.52,14414580572.267094
"['f8', 100, -100, 100, 100, 250, 2.5, 2.05, 25000]",10.71,116064459609.88779
"['f8', 100, -100, 100, 100, 250, 2.5, 2.5, 25000]",10.73,17679986143.024395
"['f8', 100, -100, 100, 100, 300, 2.05, 2.05, 30000]",12.25,78068398146.8221
"['f8', 100, -100, 100, 100, 300, 2.05, 2.5, 30000]",12.47,6930862080.095571
"['f8', 100, -100, 100, 100, 300, 2.5, 2.05, 30000]",13.02,132495959466.25656
"['f8', 100, -100, 100, 100, 300, 2.5, 2.5, 30000]",12.48,13297783029.002892
"['f8', 100, -100, 100, 200, 150, 2.05, 2.05, 30000]",12.97,236441449372.0724
"['f8', 100, -100, 100, 200, 150, 2.05, 2.5, 30000]",13.45,20243390005.822464
"['f8', 100, -100, 100, 200, 150, 2.5, 2.05, 30000]",13.14,48754797221.77687
"['f8', 100, -100, 100, 200, 150, 2.5, 2.5, 30000]",13.8,18601562283.930447
