"combination = [fitness_function_name, dimension, range0, range1, population_size, max_ep, crossover_rate, mutation_rate, function evaluation]",gBest_fitness,total_time
"['f16', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",1.798,8.210162999981549
"['f16', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",1.585,8.176704000041354
"['f16', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",1.606,8.481917000026442
"['f16', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",1.304,8.979625000036322
"['f16', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",1.421,9.5405449999962
"['f16', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",2.699,8.307405000028666
"['f16', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",1.206,8.420924999983981
"['f16', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",1.574,8.38509300001897
"['f16', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",1.956,8.257521000050474
"['f16', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",1.821,8.276448000047822
"['f16', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",1.356,8.278348999971058
"['f16', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",1.48,8.437489999982063
"['f16', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",0.674,8.2175270000007
"['f16', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",1.028,8.675678999978118
"['f16', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",0.907,8.195538000029046
"['f16', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",1.603,10.023457999981474
"['f16', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",0.653,8.702656000037678
"['f16', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",1.23,8.71762100001797
"['f16', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",2.032,8.215257000003476
"['f16', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",0.23,8.144335000019055
"['f16', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",1.653,10.14503600000171
"['f16', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",0.43,12.283211999980267
"['f16', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",1.997,10.05083999998169
"['f16', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",1.126,10.136970000050496
"['f16', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",0.922,9.826001000008546
"['f16', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",1.248,9.81501700001536
"['f16', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",0.745,9.95320599997649
"['f16', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",2.126,10.604107999999542
"['f16', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",0.893,9.992634000023827
"['f16', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",0.953,10.225965999998152
"['f16', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",1.592,10.298210999986622
"['f16', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",1.248,13.620394000026863
"['f16', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",0.897,9.927284999983385
"['f16', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",1.632,9.817295000015292
