"combination = [fitness_function_name, dimension, range0, range1, m, n, l1, l2, max_ep, c1 ,c2, function evaluation]",total_time,gBest_fitness
"['f11', 20, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",3.65,0.0
"['f11', 20, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",4.45,0.0
"['f11', 20, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",3.93,0.0
"['f11', 20, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",4.57,0.0
"['f11', 20, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",4.42,0.0
"['f11', 20, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",3.67,0.0
"['f11', 20, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",4.48,0.0
"['f11', 20, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",3.67,0.0
"['f11', 20, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",4.43,0.0
"['f11', 20, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",4.34,0.0
"['f11', 30, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",4.44,0.0
"['f11', 30, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",5.26,0.0
"['f11', 30, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",4.27,0.0
"['f11', 30, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",5.16,0.0
"['f11', 30, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",5.18,0.0
"['f11', 30, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",4.26,0.0
"['f11', 30, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",5.21,0.0
"['f11', 30, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",4.32,0.0
"['f11', 30, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",5.21,0.0
"['f11', 30, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",5.23,0.0
"['f11', 50, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",5.45,0.0
"['f11', 50, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",6.66,0.0
"['f11', 50, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",5.51,0.0
"['f11', 50, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",6.76,0.0
"['f11', 50, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",6.86,0.0
"['f11', 50, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",5.58,0.0
"['f11', 50, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",6.8,0.0
"['f11', 50, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",5.54,0.0
"['f11', 50, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",6.72,0.0
"['f11', 50, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",6.86,0.0
"['f11', 100, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",8.52,0.0
"['f11', 100, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",10.51,0.0
"['f11', 100, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",8.6,0.0
"['f11', 100, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",10.76,0.0
"['f11', 100, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",10.85,0.0
"['f11', 100, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",8.65,0.0
"['f11', 100, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",10.98,0.0
"['f11', 100, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",8.69,0.0
"['f11', 100, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",10.78,0.0
"['f11', 100, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",10.87,0.0
