"combination = [fitness_function_name, dimension, range0, range1, m, n, l1, l2, max_ep, c1 ,c2, function evaluation]",total_time,gBest_fitness
"['f25', 20, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",6.26,-1.258756583727997
"['f25', 20, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",7.95,-1.2602211177552438
"['f25', 20, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",6.25,-1.2602426857166589
"['f25', 20, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",7.85,-1.2601699490539113
"['f25', 20, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",7.76,-1.2589191412410552
"['f25', 20, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",6.36,-1.2600143177617737
"['f25', 20, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",7.97,-1.260101312969361
"['f25', 20, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",6.41,-1.260244037276387
"['f25', 20, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",7.86,-1.2602430438017165
"['f25', 20, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",7.92,-1.2602055091640318
"['f25', 30, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",7.63,-1.8901173971487941
"['f25', 30, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",9.89,-1.8900986014087553
"['f25', 30, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",7.64,-1.890196686883696
"['f25', 30, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",9.64,-1.889427260756915
"['f25', 30, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",9.86,-1.890075948458866
"['f25', 30, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",7.92,-1.8902881940018723
"['f25', 30, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",9.93,-1.8903616008808648
"['f25', 30, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",8.07,-1.8903530908497614
"['f25', 30, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",11.52,-1.890260174058124
"['f25', 30, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",10.16,-1.890349626803978
"['f25', 50, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",10.99,-3.149599037358964
"['f25', 50, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",13.66,-3.1483691777356526
"['f25', 50, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",10.61,-3.1498522624469336
"['f25', 50, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",13.58,-3.150605369972366
"['f25', 50, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",13.87,-3.150544587238529
"['f25', 50, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",11.19,-3.150400484644166
"['f25', 50, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",14.33,-3.150465893983565
"['f25', 50, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",11.24,-3.1506098951639894
"['f25', 50, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",14.27,-3.149787636180787
"['f25', 50, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",14.25,-3.1505807733486924
"['f25', 100, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",18.35,-6.300937624360482
"['f25', 100, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",23.85,-6.2847941478188964
"['f25', 100, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",18.58,-6.283448911989677
"['f25', 100, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",23.7,-6.301116215121785
"['f25', 100, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",23.8,-6.300667589370754
"['f25', 100, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",19.36,-6.301178115930783
"['f25', 100, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",25.05,-6.300557384609062
"['f25', 100, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",19.7,-6.300754468584715
"['f25', 100, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",25.19,-6.301209455848057
"['f25', 100, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",24.76,-6.299762695495508
