"combination = [fitness_function_name, dimension, range0, range1, population_size, max_ep, crossover_rate, mutation_rate, function evaluation]",gBest_fitness,total_time
"['f14', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",-78.769,10.383506999991369
"['f14', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",-78.575,10.076895000005607
"['f14', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",-78.669,9.840938000008464
"['f14', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",-78.766,10.53174599999329
"['f14', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",-78.548,11.009813000040594
"['f14', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",-78.706,10.274987999990117
"['f14', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",-78.169,10.38711999997031
"['f14', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",-78.177,10.109578000032343
"['f14', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",-78.543,11.25501299998723
"['f14', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",-78.418,10.771371000038926
"['f14', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",-78.804,12.743931000004523
"['f14', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",-78.864,10.652054000005592
"['f14', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",-78.152,10.326249999983702
"['f14', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",-78.751,10.445736000023317
"['f14', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",-78.19,9.700444000016432
"['f14', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",-78.613,10.945430999970995
"['f14', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",-78.589,10.849660000007134
"['f14', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",-78.691,9.766737000027206
"['f14', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",-78.867,9.803121000004467
"['f14', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",-78.628,10.489760000025854
"['f14', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",-78.894,12.18546799995238
"['f14', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",-78.79,14.192306999990251
