"combination = [fitness_function_name, dimension, range0, range1, population_size, max_ep, c1, c2, function evaluation]",total_time,gBest_fitness
"['f11', 30, -100, 100, 100, 300, 2.5, 2.5, 30000]",6.74,50980.04721608336
"['f11', 30, -100, 100, 200, 150, 2.05, 2.05, 30000]",6.88,352601.0995147809
"['f11', 30, -100, 100, 200, 150, 2.05, 2.5, 30000]",6.8,278117.5392578615
"['f11', 30, -100, 100, 200, 150, 2.5, 2.05, 30000]",6.82,543906.6691581501
"['f11', 30, -100, 100, 200, 150, 2.5, 2.5, 30000]",7.06,323196.7736952601
"['f11', 50, -10, 10, 100, 250, 2.05, 2.05, 25000]",7.88,330539.8376956753
"['f11', 50, -10, 10, 100, 250, 2.05, 2.5, 25000]",8.04,107371.10697815093
"['f11', 50, -10, 10, 100, 250, 2.5, 2.05, 25000]",7.92,456097.7096895512
"['f11', 50, -10, 10, 100, 250, 2.5, 2.5, 25000]",8.34,151284.31817344646
"['f11', 50, -10, 10, 100, 300, 2.05, 2.05, 30000]",9.28,294494.95484356256
"['f11', 50, -10, 10, 100, 300, 2.05, 2.5, 30000]",9.51,158356.81112670514
"['f11', 50, -10, 10, 100, 300, 2.5, 2.05, 30000]",9.32,243141.85205224183
"['f11', 50, -10, 10, 100, 300, 2.5, 2.5, 30000]",9.99,328955.9627740395
"['f11', 50, -10, 10, 200, 150, 2.05, 2.05, 30000]",9.13,247413.36540441585
"['f11', 50, -10, 10, 200, 150, 2.05, 2.5, 30000]",9.61,106802.51424969303
"['f11', 50, -10, 10, 200, 150, 2.5, 2.05, 30000]",9.53,332599.67057717737
"['f11', 50, -10, 10, 200, 150, 2.5, 2.5, 30000]",9.47,76028.4424116782
"['f11', 50, -100, 100, 100, 250, 2.05, 2.05, 25000]",7.8,3166986.5946042673
"['f11', 50, -100, 100, 100, 250, 2.05, 2.5, 25000]",7.85,1983221.702705746
"['f11', 50, -100, 100, 100, 250, 2.5, 2.05, 25000]",7.87,5041741.914780347
"['f11', 50, -100, 100, 100, 250, 2.5, 2.5, 25000]",7.77,1825185.7569348733
"['f11', 50, -100, 100, 100, 300, 2.05, 2.05, 30000]",9.83,6798169.130700177
"['f11', 50, -100, 100, 100, 300, 2.05, 2.5, 30000]",9.46,1256602.2427650213
"['f11', 50, -100, 100, 100, 300, 2.5, 2.05, 30000]",9.55,7678341.85769021
"['f11', 50, -100, 100, 100, 300, 2.5, 2.5, 30000]",9.93,2226326.7970528747
"['f11', 50, -100, 100, 200, 150, 2.05, 2.05, 30000]",9.76,5381019.592145854
"['f11', 50, -100, 100, 200, 150, 2.05, 2.5, 30000]",9.68,5875166.331980502
"['f11', 50, -100, 100, 200, 150, 2.5, 2.05, 30000]",9.25,2961781.1774962195
"['f11', 50, -100, 100, 200, 150, 2.5, 2.5, 30000]",9.09,2269228.227106456
"['f11', 100, -10, 10, 100, 250, 2.05, 2.05, 25000]",13.46,2301301.262844094
"['f11', 100, -10, 10, 100, 250, 2.05, 2.5, 25000]",13.19,1698027.5759528023
"['f11', 100, -10, 10, 100, 250, 2.5, 2.05, 25000]",13.16,2255477.971762193
"['f11', 100, -10, 10, 100, 250, 2.5, 2.5, 25000]",13.37,1900773.3556143926
"['f11', 100, -10, 10, 100, 300, 2.05, 2.05, 30000]",16.6,1788157.4755680838
"['f11', 100, -10, 10, 100, 300, 2.05, 2.5, 30000]",16.13,1286562.6766913391
"['f11', 100, -10, 10, 100, 300, 2.5, 2.05, 30000]",16.0,2244844.4603017103
"['f11', 100, -10, 10, 100, 300, 2.5, 2.5, 30000]",16.46,1982173.6168707
"['f11', 100, -10, 10, 200, 150, 2.05, 2.05, 30000]",16.17,2292278.441433086
"['f11', 100, -10, 10, 200, 150, 2.05, 2.5, 30000]",16.5,759595.1305849155
"['f11', 100, -10, 10, 200, 150, 2.5, 2.05, 30000]",16.81,1617693.04655335
"['f11', 100, -10, 10, 200, 150, 2.5, 2.5, 30000]",16.4,1165549.933242152
"['f11', 100, -100, 100, 100, 250, 2.05, 2.05, 25000]",13.62,26255326.27321776
"['f11', 100, -100, 100, 100, 250, 2.05, 2.5, 25000]",13.45,20381937.859780245
"['f11', 100, -100, 100, 100, 250, 2.5, 2.05, 25000]",13.69,45173944.78217633
"['f11', 100, -100, 100, 100, 250, 2.5, 2.5, 25000]",13.42,44201924.19550099
"['f11', 100, -100, 100, 100, 300, 2.05, 2.05, 30000]",16.8,32964919.949480854
"['f11', 100, -100, 100, 100, 300, 2.05, 2.5, 30000]",16.76,17327710.73676969
"['f11', 100, -100, 100, 100, 300, 2.5, 2.05, 30000]",15.24,24603785.827502333
"['f11', 100, -100, 100, 100, 300, 2.5, 2.5, 30000]",16.63,28830098.784571137
"['f11', 100, -100, 100, 200, 150, 2.05, 2.05, 30000]",17.26,27342266.714221384
"['f11', 100, -100, 100, 200, 150, 2.05, 2.5, 30000]",16.47,17382716.556384154
"['f11', 100, -100, 100, 200, 150, 2.5, 2.05, 30000]",16.14,38283825.360299915
"['f11', 100, -100, 100, 200, 150, 2.5, 2.5, 30000]",15.56,36695926.892036915
