"combination = [fitness_function_name, dimension, range0, range1, population_size, max_ep, c1, c2, function evaluation]",total_time,gBest_fitness
"['f11', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",4.72,1221.026934481462
"['f11', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",4.68,268.029159119655
"['f11', 20, -10, 10, 100, 250, 2.5, 2.05, 25000]",4.81,10624.866235922042
"['f11', 20, -10, 10, 100, 250, 2.5, 2.5, 25000]",4.44,2923.4063698974187
"['f11', 20, -10, 10, 100, 300, 2.05, 2.05, 30000]",5.44,459.8467823944983
"['f11', 20, -10, 10, 100, 300, 2.05, 2.5, 30000]",5.29,1244.1363979429084
"['f11', 20, -10, 10, 100, 300, 2.5, 2.05, 30000]",5.36,18284.30085365874
"['f11', 20, -10, 10, 100, 300, 2.5, 2.5, 30000]",5.38,1442.43542439918
"['f11', 20, -10, 10, 200, 150, 2.05, 2.05, 30000]",5.45,2366.017760961958
"['f11', 20, -10, 10, 200, 150, 2.05, 2.5, 30000]",5.58,2914.1888422801435
"['f11', 20, -10, 10, 200, 150, 2.5, 2.05, 30000]",5.44,507.89943589335707
"['f11', 20, -10, 10, 200, 150, 2.5, 2.5, 30000]",5.28,1130.9184976241645
"['f11', 20, -100, 100, 100, 250, 2.05, 2.05, 25000]",4.87,429955.08758927137
"['f11', 20, -100, 100, 100, 250, 2.05, 2.5, 25000]",4.48,4568.119393470576
"['f11', 20, -100, 100, 100, 250, 2.5, 2.05, 25000]",4.96,12787.031435506242
"['f11', 20, -100, 100, 100, 250, 2.5, 2.5, 25000]",4.56,18669.10262043498
"['f11', 20, -100, 100, 100, 300, 2.05, 2.05, 30000]",5.88,34557.062388549915
"['f11', 20, -100, 100, 100, 300, 2.05, 2.5, 30000]",5.66,2881.5931803422563
"['f11', 20, -100, 100, 100, 300, 2.5, 2.05, 30000]",5.43,4748.980030402925
"['f11', 20, -100, 100, 100, 300, 2.5, 2.5, 30000]",5.49,11578.846920946946
"['f11', 20, -100, 100, 200, 150, 2.05, 2.05, 30000]",5.42,5911.864848247031
"['f11', 20, -100, 100, 200, 150, 2.05, 2.5, 30000]",5.64,14548.85528866569
"['f11', 20, -100, 100, 200, 150, 2.5, 2.05, 30000]",5.57,3214.63370691709
"['f11', 20, -100, 100, 200, 150, 2.5, 2.5, 30000]",5.89,15241.53166818774
"['f11', 30, -10, 10, 100, 250, 2.05, 2.05, 25000]",5.66,24459.38916556373
"['f11', 30, -10, 10, 100, 250, 2.05, 2.5, 25000]",5.99,11499.908345651296
"['f11', 30, -10, 10, 100, 250, 2.5, 2.05, 25000]",5.73,13437.857573007126
"['f11', 30, -10, 10, 100, 250, 2.5, 2.5, 25000]",5.91,9256.576518159303
"['f11', 30, -10, 10, 100, 300, 2.05, 2.05, 30000]",6.8,10951.229579236908
"['f11', 30, -10, 10, 100, 300, 2.05, 2.5, 30000]",6.8,16300.383106590274
"['f11', 30, -10, 10, 100, 300, 2.5, 2.05, 30000]",6.9,65943.46326882053
"['f11', 30, -10, 10, 100, 300, 2.5, 2.5, 30000]",6.86,3752.469573211961
"['f11', 30, -10, 10, 200, 150, 2.05, 2.05, 30000]",6.67,28449.871149375187
"['f11', 30, -10, 10, 200, 150, 2.05, 2.5, 30000]",6.77,13694.813398372473
"['f11', 30, -10, 10, 200, 150, 2.5, 2.05, 30000]",6.96,11444.979139848336
"['f11', 30, -10, 10, 200, 150, 2.5, 2.5, 30000]",6.91,59282.04360315243
"['f11', 30, -100, 100, 100, 250, 2.05, 2.05, 25000]",5.71,538623.0231358425
"['f11', 30, -100, 100, 100, 250, 2.05, 2.5, 25000]",5.81,355435.5301777892
"['f11', 30, -100, 100, 100, 250, 2.5, 2.05, 25000]",5.52,1057707.2154201108
"['f11', 30, -100, 100, 100, 250, 2.5, 2.5, 25000]",5.69,123068.16115118437
"['f11', 30, -100, 100, 100, 300, 2.05, 2.05, 30000]",6.77,423716.44202618586
"['f11', 30, -100, 100, 100, 300, 2.05, 2.5, 30000]",6.85,36925.38563172237
"['f11', 30, -100, 100, 100, 300, 2.5, 2.05, 30000]",7.05,698687.3810791182
