"combination = [fitness_function_name, dimension, range0, range1, m, n, l1, l2, max_ep, c1 ,c2, function evaluation]",total_time,gBest_fitness
"['f7', 20, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",3.82,0.08743586761948166
"['f7', 20, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",4.6,0.9486632745314516
"['f7', 20, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",3.81,0.3778417187032865
"['f7', 20, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",4.59,0.7599697647068183
"['f7', 20, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",4.58,0.505197883766497
"['f7', 20, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",3.77,0.3696724899201368
"['f7', 20, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",4.74,0.8473819210121495
"['f7', 20, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",3.84,0.40155701942001326
"['f7', 20, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",4.63,0.9481406828390786
"['f7', 20, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",4.61,0.3498498896193672
"['f7', 30, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",4.43,0.7456433057537583
"['f7', 30, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",5.39,0.9369112116693622
"['f7', 30, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",4.32,0.21856359574334758
"['f7', 30, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",5.26,0.6152515803985019
"['f7', 30, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",5.26,0.3576354934546767
"['f7', 30, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",4.36,0.6325072596251778
"['f7', 30, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",5.34,0.6652172257748236
"['f7', 30, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",4.43,0.7104407336963743
"['f7', 30, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",5.35,0.5449219892435295
"['f7', 30, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",5.36,0.0575609798543939
"['f7', 50, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",5.47,0.043840618757988836
"['f7', 50, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",6.78,0.7185917243476742
"['f7', 50, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",5.37,0.453640471324549
"['f7', 50, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",6.66,0.18217552196975362
"['f7', 50, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",6.65,0.9900877280375222
"['f7', 50, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",5.63,0.04204663995854328
"['f7', 50, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",6.85,0.5972207285564102
"['f7', 50, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",5.57,0.9982877077145708
"['f7', 50, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",7.01,0.9187173518590256
"['f7', 50, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",6.89,0.0383570279154577
"['f7', 100, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",8.43,0.7349181417474204
"['f7', 100, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",10.3,0.08282937170300657
"['f7', 100, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",8.59,0.24113290643177618
"['f7', 100, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",10.39,0.11126075772932154
"['f7', 100, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",10.89,0.5152329885040081
"['f7', 100, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",8.52,0.5616082237142415
"['f7', 100, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",10.41,0.752999691183802
"['f7', 100, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",8.77,0.03508614720612091
"['f7', 100, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",10.71,0.5179838867322942
"['f7', 100, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",10.57,0.6257443618266753
