"combination = [fitness_function_name, dimension, range0, range1, m, n, l1, l2, max_ep, c1 ,c2, function evaluation]",total_time,gBest_fitness
"['f10', 20, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",4.16,0.3125922548034771
"['f10', 20, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",5.02,0.1410123579012686
"['f10', 20, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",4.19,0.2431227628891837
"['f10', 20, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",4.9,0.2506895001636257
"['f10', 20, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",4.96,0.5000111472946774
"['f10', 20, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",4.3,0.25060592426865114
"['f10', 20, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",5.09,0.248693793724769
"['f10', 20, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",4.38,0.2478642640415221
"['f10', 20, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",5.36,0.24945222364010705
"['f10', 20, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",5.4,0.14628409990552488
"['f10', 30, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",5.05,0.5000053770954823
"['f10', 30, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",6.05,0.35639051340012556
"['f10', 30, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",4.83,0.24431669685915228
"['f10', 30, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",6.19,0.5000042993048852
"['f10', 30, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",6.08,0.5000526675868291
"['f10', 30, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",5.41,0.249443028785866
"['f10', 30, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",6.36,0.2508539628429373
"['f10', 30, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",5.22,0.2503810164740162
"['f10', 30, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",6.64,0.25894873030155124
"['f10', 30, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",6.34,0.24923724439289316
"['f10', 50, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",6.95,0.9787552818526032
"['f10', 50, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",8.02,0.5000009918568352
"['f10', 50, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",6.55,0.24055160106482068
"['f10', 50, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",8.25,0.2518411646759226
"['f10', 50, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",8.16,0.5001522215568118
"['f10', 50, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",7.23,0.24990057586771494
"['f10', 50, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",8.72,0.24979500173078178
"['f10', 50, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",6.93,0.2497579517953099
"['f10', 50, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",8.93,0.2502186947794132
"['f10', 50, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",8.85,0.24979824055158747
"['f10', 100, -10, 10, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",10.7,0.954776186017983
"['f10', 100, -10, 10, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",13.84,0.9882612178154164
"['f10', 100, -10, 10, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",10.75,0.5001177963233645
"['f10', 100, -10, 10, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",13.61,0.5000155427856269
"['f10', 100, -10, 10, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",13.39,0.9585349852584347
"['f10', 100, -100, 100, 15, 5, 10, 300, 5, 2.05, 2.5, 26250]",11.85,0.25063834754162645
"['f10', 100, -100, 100, 15, 5, 20, 300, 5, 2.05, 2.5, 30000]",14.8,0.25105562057371045
"['f10', 100, -100, 100, 15, 10, 5, 300, 5, 2.05, 2.5, 26250]",11.81,0.24991725710296434
"['f10', 100, -100, 100, 15, 10, 10, 300, 5, 2.05, 2.5, 30000]",14.87,0.25132816188481266
"['f10', 100, -100, 100, 15, 20, 5, 300, 5, 2.05, 2.5, 30000]",14.69,0.24996457021244317
