"combination = [fitness_function_name, dimension, range0, range1, population_size, max_ep, c1, c2, function evaluation]",gBest_fitness,total_time
"['f16', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",1.4257861862121008,10.9
"['f16', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",0.821218542926506,10.96
"['f16', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",1.4359050571020515,11.3
"['f16', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",2.018135622197527,11.49
"['f16', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",2.024991880367477,12.26
"['f16', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",0.8095856245492858,11.6
"['f16', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",2.0366630842359297,11.48
"['f16', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",0.03541676813557304,11.37
"['f16', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",0.7312940362369251,11.63
"['f16', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",0.11862584335377635,11.61
"['f16', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",1.6633178785719172,11.36
"['f16', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",0.13429488446666626,10.87
"['f16', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",1.849505110890274,10.99
"['f16', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",1.6509272139823428,11.65
"['f16', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",2.0194624150522213,11.46
"['f16', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",0.7955429539401426,10.89
"['f16', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",2.583362511007856,10.85
"['f16', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",1.6522035753954403,10.94
"['f16', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",1.658209336541042,11.18
"['f16', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",0.11993616543232877,11.8
"['f16', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",2.3188685869765178,11.06
"['f16', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",1.4284533126433598,13.17
"['f16', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",1.4264226193675893,11.07
"['f16', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",2.5837891280663112,12.53
"['f16', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",1.6481432878981157,10.74
"['f16', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",0.09979653876978789,10.98
"['f16', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",1.6474198740802248,10.92
"['f16', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",2.024010693669695,11.12
"['f16', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",0.05873647619014877,10.97
"['f16', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",1.4284804129752797,11.03
"['f16', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",1.169851172241874,11.34
"['f16', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",0.5293204447195419,11.01
"['f16', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",1.4282242690996907,10.99
"['f16', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",0.7969301443932797,10.69
"['f16', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",0.791283435437308,10.98
"['f16', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",2.455091454042876,10.92
"['f16', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",1.4260990018181983,11.21
"['f16', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",1.841012319129018,11.05
"['f16', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",0.05539893897993098,10.91
"['f16', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",2.457451180568843,11.43
"['f16', 20, -10, 10, 100, 250, 2.5, 2.05, 25000]",0.12944124538095325,10.84
"['f16', 20, -10, 10, 100, 250, 2.5, 2.05, 25000]",1.6622421300019181,11.05
"['f16', 20, -10, 10, 100, 250, 2.5, 2.05, 25000]",0.024206895498903425,11.26
"['f16', 20, -10, 10, 100, 250, 2.5, 2.05, 25000]",0.11089627356276965,11.21
"['f16', 20, -10, 10, 100, 250, 2.5, 2.05, 25000]",1.66109712578691,12.6
"['f16', 20, -10, 10, 100, 250, 2.5, 2.05, 25000]",0.8016684802723764,10.96
"['f16', 20, -10, 10, 100, 250, 2.5, 2.05, 25000]",1.8488909122534989,11.3
"['f16', 20, -10, 10, 100, 250, 2.5, 2.05, 25000]",1.8897553707376997,11.53
"['f16', 20, -10, 10, 100, 250, 2.5, 2.05, 25000]",1.441851630338594,11.61
"['f16', 20, -10, 10, 100, 250, 2.5, 2.05, 25000]",0.16133535713072478,11.06
"['f16', 20, -10, 10, 100, 250, 2.5, 2.05, 25000]",2.1722260111526244,11.36
"['f16', 20, -10, 10, 100, 250, 2.5, 2.05, 25000]",0.040814454549505275,11.05
"['f16', 20, -10, 10, 100, 250, 2.5, 2.05, 25000]",0.11886235113338417,10.85
"['f16', 20, -10, 10, 100, 250, 2.5, 2.05, 25000]",1.6578139441736366,10.82
"['f16', 20, -10, 10, 100, 250, 2.5, 2.05, 25000]",1.4476618992447787,10.89
"['f16', 20, -10, 10, 100, 250, 2.5, 2.05, 25000]",0.8162546319187709,10.82
"['f16', 20, -10, 10, 100, 250, 2.5, 2.05, 25000]",0.1904075811182797,11.03
"['f16', 20, -10, 10, 100, 250, 2.5, 2.05, 25000]",0.0657167670557901,10.96
"['f16', 20, -10, 10, 100, 250, 2.5, 2.05, 25000]",0.06527145363132947,11.34
"['f16', 20, -10, 10, 100, 250, 2.5, 2.05, 25000]",1.4251278368971225,11.37
"['f16', 20, -10, 10, 100, 250, 2.5, 2.5, 25000]",2.0181522239268053,11.44
"['f16', 20, -10, 10, 100, 250, 2.5, 2.5, 25000]",2.3180656964943194,10.91
