"combination = [fitness_function_name, dimension, range0, range1, population_size, max_ep, c1, c2, function evaluation]",total_time,gBest_fitness
"['f3', 20, -10, 10, 100, 250, 2.05, 2.05, 25000]",6.37,-2100.0
"['f3', 20, -10, 10, 100, 250, 2.05, 2.5, 25000]",6.29,-2100.0
"['f3', 20, -10, 10, 100, 250, 2.5, 2.05, 25000]",6.0,-2100.0
"['f3', 20, -10, 10, 100, 250, 2.5, 2.5, 25000]",6.38,-2100.0
"['f3', 20, -10, 10, 100, 300, 2.05, 2.05, 30000]",8.06,-2100.0
"['f3', 20, -10, 10, 100, 300, 2.05, 2.5, 30000]",7.83,-2100.0
"['f3', 20, -10, 10, 100, 300, 2.5, 2.05, 30000]",7.58,-2100.0
"['f3', 20, -10, 10, 100, 300, 2.5, 2.5, 30000]",7.22,-2100.0
"['f3', 20, -10, 10, 200, 150, 2.05, 2.05, 30000]",7.51,-2100.0
"['f3', 20, -10, 10, 200, 150, 2.05, 2.5, 30000]",7.78,-2100.0
"['f3', 20, -10, 10, 200, 150, 2.5, 2.05, 30000]",7.8,-2100.0
"['f3', 20, -10, 10, 200, 150, 2.5, 2.5, 30000]",8.08,-2100.0
"['f3', 20, -100, 100, 100, 250, 2.05, 2.05, 25000]",6.65,-11477.487959747254
"['f3', 20, -100, 100, 100, 250, 2.05, 2.5, 25000]",6.8,-13332.591694057313
"['f3', 20, -100, 100, 100, 250, 2.5, 2.05, 25000]",6.25,-12581.531910879587
"['f3', 20, -100, 100, 100, 250, 2.5, 2.5, 25000]",6.47,-13969.045364060374
"['f3', 20, -100, 100, 100, 300, 2.05, 2.05, 30000]",7.56,-15991.631787583805
"['f3', 20, -100, 100, 100, 300, 2.05, 2.5, 30000]",7.66,-18096.29901289923
"['f3', 20, -100, 100, 100, 300, 2.5, 2.05, 30000]",8.29,-17287.146775687863
"['f3', 20, -100, 100, 100, 300, 2.5, 2.5, 30000]",8.24,-15470.220140044712
"['f3', 20, -100, 100, 200, 150, 2.05, 2.05, 30000]",8.16,-10066.790396985807
"['f3', 20, -100, 100, 200, 150, 2.05, 2.5, 30000]",7.74,-7952.7978052701155
"['f3', 20, -100, 100, 200, 150, 2.5, 2.05, 30000]",7.99,-10988.031614262673
"['f3', 20, -100, 100, 200, 150, 2.5, 2.5, 30000]",7.69,-9335.112306912995
"['f3', 30, -10, 10, 100, 250, 2.05, 2.05, 25000]",11.74,-4650.0
"['f3', 30, -10, 10, 100, 250, 2.05, 2.5, 25000]",12.4,-4650.0
"['f3', 30, -10, 10, 100, 250, 2.5, 2.05, 25000]",12.81,-4650.0
"['f3', 30, -10, 10, 100, 250, 2.5, 2.5, 25000]",12.49,-4650.0
"['f3', 30, -10, 10, 100, 300, 2.05, 2.05, 30000]",15.42,-4650.0
"['f3', 30, -10, 10, 100, 300, 2.05, 2.5, 30000]",14.88,-4650.0
"['f3', 30, -10, 10, 100, 300, 2.5, 2.05, 30000]",16.41,-4650.0
"['f3', 30, -10, 10, 100, 300, 2.5, 2.5, 30000]",15.67,-4650.0
"['f3', 30, -10, 10, 200, 150, 2.05, 2.05, 30000]",15.29,-4650.0
"['f3', 30, -10, 10, 200, 150, 2.05, 2.5, 30000]",14.83,-4650.0
"['f3', 30, -10, 10, 200, 150, 2.5, 2.05, 30000]",14.63,-4650.0
"['f3', 30, -10, 10, 200, 150, 2.5, 2.5, 30000]",15.23,-4650.0
"['f3', 30, -100, 100, 100, 250, 2.05, 2.05, 25000]",12.81,-25551.465243318937
"['f3', 30, -100, 100, 100, 250, 2.05, 2.5, 25000]",12.61,-22802.698330308398
"['f3', 30, -100, 100, 100, 250, 2.5, 2.05, 25000]",11.98,-21644.943961492674
"['f3', 30, -100, 100, 100, 250, 2.5, 2.5, 25000]",13.15,-28207.578566942626
"['f3', 30, -100, 100, 100, 300, 2.05, 2.05, 30000]",14.87,-30957.03456423856
"['f3', 30, -100, 100, 100, 300, 2.05, 2.5, 30000]",14.61,-35947.19858982683
"['f3', 30, -100, 100, 100, 300, 2.5, 2.05, 30000]",15.85,-26327.31280856784
"['f3', 30, -100, 100, 100, 300, 2.5, 2.5, 30000]",14.84,-33006.9155819684
"['f3', 30, -100, 100, 200, 150, 2.05, 2.05, 30000]",15.62,-18144.76120049835
"['f3', 30, -100, 100, 200, 150, 2.05, 2.5, 30000]",15.66,-22974.72177102621
"['f3', 30, -100, 100, 200, 150, 2.5, 2.05, 30000]",14.93,-17404.666474750153
"['f3', 30, -100, 100, 200, 150, 2.5, 2.5, 30000]",14.63,-17955.489068353192
"['f3', 50, -10, 10, 100, 250, 2.05, 2.05, 25000]",32.06,-12750.0
"['f3', 50, -10, 10, 100, 250, 2.05, 2.5, 25000]",31.48,-12750.0
"['f3', 50, -10, 10, 100, 250, 2.5, 2.05, 25000]",30.44,-12750.0
"['f3', 50, -10, 10, 100, 250, 2.5, 2.5, 25000]",30.9,-12750.0
"['f3', 50, -10, 10, 100, 300, 2.05, 2.05, 30000]",37.58,-12750.0
"['f3', 50, -10, 10, 100, 300, 2.05, 2.5, 30000]",37.84,-12750.0
"['f3', 50, -10, 10, 100, 300, 2.5, 2.05, 30000]",36.49,-12750.0
"['f3', 50, -10, 10, 100, 300, 2.5, 2.5, 30000]",39.2,-12750.0
"['f3', 50, -10, 10, 200, 150, 2.05, 2.05, 30000]",37.74,-12750.0
"['f3', 50, -10, 10, 200, 150, 2.05, 2.5, 30000]",37.39,-12750.0
"['f3', 50, -10, 10, 200, 150, 2.5, 2.05, 30000]",37.77,-12750.0
"['f3', 50, -10, 10, 200, 150, 2.5, 2.5, 30000]",38.75,-12750.0
"['f3', 50, -100, 100, 100, 250, 2.05, 2.05, 25000]",31.19,-47196.66894624904
"['f3', 50, -100, 100, 100, 250, 2.05, 2.5, 25000]",31.02,-48577.014361802816
"['f3', 50, -100, 100, 100, 250, 2.5, 2.05, 25000]",31.13,-68636.91883134437
"['f3', 50, -100, 100, 100, 250, 2.5, 2.5, 25000]",31.5,-66955.85233357608
"['f3', 50, -100, 100, 100, 300, 2.05, 2.05, 30000]",37.03,-79033.83727258409
"['f3', 50, -100, 100, 100, 300, 2.05, 2.5, 30000]",39.37,-75591.57362873011
"['f3', 50, -100, 100, 100, 300, 2.5, 2.05, 30000]",37.11,-71333.9945603586
"['f3', 50, -100, 100, 100, 300, 2.5, 2.5, 30000]",37.65,-64934.85222919533
"['f3', 50, -100, 100, 200, 150, 2.05, 2.05, 30000]",39.54,-31680.45740156591
"['f3', 50, -100, 100, 200, 150, 2.05, 2.5, 30000]",37.18,-38274.1180633008
"['f3', 50, -100, 100, 200, 150, 2.5, 2.05, 30000]",41.55,-37401.7610816029
"['f3', 50, -100, 100, 200, 150, 2.5, 2.5, 30000]",38.51,-37906.62894728354
"['f3', 100, -10, 10, 100, 250, 2.05, 2.05, 25000]",116.49,-50500.0
"['f3', 100, -10, 10, 100, 250, 2.05, 2.5, 25000]",114.05,-50500.0
"['f3', 100, -10, 10, 100, 250, 2.5, 2.05, 25000]",117.98,-50500.0
"['f3', 100, -10, 10, 100, 250, 2.5, 2.5, 25000]",119.9,-50500.0
"['f3', 100, -10, 10, 100, 300, 2.05, 2.05, 30000]",139.56,-50500.0
"['f3', 100, -10, 10, 100, 300, 2.05, 2.5, 30000]",141.52,-50500.0
"['f3', 100, -10, 10, 100, 300, 2.5, 2.05, 30000]",142.96,-50500.0
"['f3', 100, -10, 10, 100, 300, 2.5, 2.5, 30000]",143.09,-50500.0
"['f3', 100, -10, 10, 200, 150, 2.05, 2.05, 30000]",144.41,-50500.0
"['f3', 100, -10, 10, 200, 150, 2.05, 2.5, 30000]",138.3,-50500.0
"['f3', 100, -10, 10, 200, 150, 2.5, 2.05, 30000]",133.97,-50500.0
"['f3', 100, -10, 10, 200, 150, 2.5, 2.5, 30000]",138.31,-50500.0
"['f3', 100, -100, 100, 100, 250, 2.05, 2.05, 25000]",114.52,-138242.90938122384
"['f3', 100, -100, 100, 100, 250, 2.05, 2.5, 25000]",118.78,-162707.86648918275
"['f3', 100, -100, 100, 100, 250, 2.5, 2.05, 25000]",116.31,-117241.18868757595
"['f3', 100, -100, 100, 100, 250, 2.5, 2.5, 25000]",121.23,-112465.7115204932
"['f3', 100, -100, 100, 100, 300, 2.05, 2.05, 30000]",141.5,-158145.4356720488
"['f3', 100, -100, 100, 100, 300, 2.05, 2.5, 30000]",141.95,-215791.95037183224
"['f3', 100, -100, 100, 100, 300, 2.5, 2.05, 30000]",138.67,-242648.50457587087
"['f3', 100, -100, 100, 100, 300, 2.5, 2.5, 30000]",142.01,-219679.5436308323
"['f3', 100, -100, 100, 200, 150, 2.05, 2.05, 30000]",137.08,-93803.77914357107
"['f3', 100, -100, 100, 200, 150, 2.05, 2.5, 30000]",144.18,-83568.7073753608
"['f3', 100, -100, 100, 200, 150, 2.5, 2.05, 30000]",142.58,-87564.88678656243
"['f3', 100, -100, 100, 200, 150, 2.5, 2.5, 30000]",139.53,-73696.91521965562
