"combination = [fitness_function_name, dimension, range0, range1, population_size, max_ep, crossover_rate, mutation_rate, function evaluation]",gBest_fitness,total_time
"['f15', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",13.506,8.127573999983724
"['f15', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",11.249,10.445841000007931
"['f15', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",13.641,7.95930300001055
"['f15', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",14.18,8.393870000028983
"['f15', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",13.131,8.280840000021271
"['f15', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",16.674,8.119742999959271
"['f15', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",8.998,8.155637999996543
"['f15', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",14.538,8.136255000019446
"['f15', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",15.803,8.27712900005281
"['f15', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",9.005,8.001556000031997
"['f15', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",14.752,8.137701999978162
"['f15', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",24.551,8.394101000041701
"['f15', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",4.581,8.20396500005154
"['f15', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",25.427,8.08527600002708
"['f15', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",14.711,11.126956000050995
"['f15', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",11.005,8.486039999988861
"['f15', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",11.688,8.389153999974951
"['f15', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",8.722,8.212238000007346
"['f15', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",8.788,8.66380099998787
"['f15', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",26.762,8.08702400000766
"['f15', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",9.531,12.907157999987248
"['f15', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",15.751,9.858823999995366
"['f15', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",15.775,10.241538000002038
"['f15', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",16.545,9.731448000005912
"['f15', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",19.897,9.741085999994539
"['f15', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",31.041,10.131182000041008
"['f15', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",23.717,9.915681999991648
"['f15', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",17.54,9.935495999990962
"['f15', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",18.679,11.247076999978162
"['f15', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",12.734,10.102266000001691
"['f15', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",40.081,9.853544999961741
"['f15', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",11.114,10.831955000001471
"['f15', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",21.904,12.46049700002186
"['f15', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",11.269,9.737596999970265
"['f15', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",7.413,9.851025000039954
"['f15', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",8.036,10.161461999989115
"['f15', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",19.052,9.64725300000282
"['f15', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",6.72,9.53501099999994
"['f15', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",15.951,9.904298999987077
"['f15', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",12.789,9.954697000037413
"['f15', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",12.843,8.683168000017758
"['f15', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",21.147,8.06324799999129
"['f15', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",7.064,9.241846000018995
"['f15', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",10.692,9.622804999991786
"['f15', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",0.661,8.277906999981496
"['f15', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",13.655,8.132436000043526
"['f15', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",2.06,8.126588999992236
"['f15', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",8.608,11.343272999976762
"['f15', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",17.978,8.428309999988414
"['f15', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",19.913,8.190308999968693
"['f15', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",25.563,8.186930000025313
"['f15', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",4.225,8.1126880000229
"['f15', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",20.306,8.068812000041362
"['f15', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",5.931,9.130619000003207
"['f15', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",9.524,8.489668000023812
"['f15', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",10.928,8.187893000023905
"['f15', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",12.357,8.195782999973744
"['f15', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",7.15,8.182247999997344
"['f15', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",5.614,8.204449000011664
"['f15', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",5.902,8.23950100003276
"['f15', 20, -10, 10, 100, 0.4, 0.06, 300, 30000]",6.042,9.919882000016514
"['f15', 20, -10, 10, 100, 0.4, 0.06, 300, 30000]",5.186,9.740213999990374
"['f15', 20, -10, 10, 100, 0.4, 0.06, 300, 30000]",5.289,9.986665999982506
"['f15', 20, -10, 10, 100, 0.4, 0.06, 300, 30000]",13.716,9.767301000014413
"['f15', 20, -10, 10, 100, 0.4, 0.06, 300, 30000]",16.083,9.719096999964677
"['f15', 20, -10, 10, 100, 0.4, 0.06, 300, 30000]",4.295,9.689075000002049
"['f15', 20, -10, 10, 100, 0.4, 0.06, 300, 30000]",13.491,9.629672000010032
"['f15', 20, -10, 10, 100, 0.4, 0.06, 300, 30000]",5.187,9.613718000007793
"['f15', 20, -10, 10, 100, 0.4, 0.06, 300, 30000]",4.901,9.864150000037625
"['f15', 20, -10, 10, 100, 0.4, 0.06, 300, 30000]",18.511,9.588382000045385
"['f15', 20, -10, 10, 100, 0.4, 0.06, 300, 30000]",12.023,9.689417000045069
"['f15', 20, -10, 10, 100, 0.4, 0.06, 300, 30000]",12.803,9.633228999970015
"['f15', 20, -10, 10, 100, 0.4, 0.06, 300, 30000]",6.699,9.809115000010934
"['f15', 20, -10, 10, 100, 0.4, 0.06, 300, 30000]",3.979,10.014592999999877
"['f15', 20, -10, 10, 100, 0.4, 0.06, 300, 30000]",14.854,13.668276000011247
"['f15', 20, -10, 10, 100, 0.4, 0.06, 300, 30000]",12.365,10.074755000008736
"['f15', 20, -10, 10, 100, 0.4, 0.06, 300, 30000]",2.29,10.325596999959089
"['f15', 20, -10, 10, 100, 0.4, 0.06, 300, 30000]",18.018,9.815952999982983
"['f15', 20, -10, 10, 100, 0.4, 0.06, 300, 30000]",8.858,9.989852999977302
"['f15', 20, -10, 10, 100, 0.4, 0.06, 300, 30000]",8.035,9.89932000002591
"['f15', 20, -10, 10, 100, 0.5, 0.05, 250, 25000]",18.646,8.277600999979768
"['f15', 20, -10, 10, 100, 0.5, 0.05, 250, 25000]",15.996,8.107995000027586
"['f15', 20, -10, 10, 100, 0.5, 0.05, 250, 25000]",7.387,8.09815100004198
"['f15', 20, -10, 10, 100, 0.5, 0.05, 250, 25000]",25.927,8.254974999988917
"['f15', 20, -10, 10, 100, 0.5, 0.05, 250, 25000]",10.763,8.148471999971662
"['f15', 20, -10, 10, 100, 0.5, 0.05, 250, 25000]",6.676,8.100986999983434
"['f15', 20, -10, 10, 100, 0.5, 0.05, 250, 25000]",7.865,8.224182000034489
"['f15', 20, -10, 10, 100, 0.5, 0.05, 250, 25000]",13.982,8.330848999961745
"['f15', 20, -10, 10, 100, 0.5, 0.05, 250, 25000]",26.456,8.10087999998359
"['f15', 20, -10, 10, 100, 0.5, 0.05, 250, 25000]",9.9,8.328494999965187
"['f15', 20, -10, 10, 100, 0.5, 0.05, 250, 25000]",29.421,8.152491000015289
"['f15', 20, -10, 10, 100, 0.5, 0.05, 250, 25000]",20.535,8.198995999991894
"['f15', 20, -10, 10, 100, 0.5, 0.05, 250, 25000]",17.406,8.11135900003137
"['f15', 20, -10, 10, 100, 0.5, 0.05, 250, 25000]",5.668,8.764534000016283
"['f15', 20, -10, 10, 100, 0.5, 0.05, 250, 25000]",29.155,8.044396999990568
"['f15', 20, -10, 10, 100, 0.5, 0.05, 250, 25000]",17.793,8.007834999996703
"['f15', 20, -10, 10, 100, 0.5, 0.05, 250, 25000]",5.243,7.976714999997057
"['f15', 20, -10, 10, 100, 0.5, 0.05, 250, 25000]",10.493,8.149428000033367
"['f15', 20, -10, 10, 100, 0.5, 0.05, 250, 25000]",19.575,8.124776000040583
"['f15', 20, -10, 10, 100, 0.5, 0.05, 250, 25000]",16.328,8.219060000032187
