"combination = [fitness_function_name, dimension, range0, range1, population_size, max_ep, crossover_rate, mutation_rate, function evaluation]",total_time,gBest_fitness
"['f15', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",8.01,24.018
"['f15', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",13.16,18.663
"['f15', 20, -10, 10, 100, 0.4, 0.06, 250, 25000]",8.08,5.223
"['f15', 20, -10, 10, 100, 0.4, 0.06, 300, 30000]",9.97,10.744
"['f15', 20, -10, 10, 100, 0.5, 0.05, 250, 25000]",8.08,27.006
"['f15', 20, -10, 10, 100, 0.5, 0.05, 300, 30000]",9.62,7.899
"['f15', 20, -10, 10, 100, 0.5, 0.06, 250, 25000]",8.25,22.621
"['f15', 20, -10, 10, 100, 0.5, 0.06, 300, 30000]",9.97,5.457
"['f15', 20, -10, 10, 200, 0.4, 0.05, 150, 30000]",9.76,11.306
"['f15', 20, -10, 10, 200, 0.4, 0.06, 150, 30000]",9.7,6.489
"['f15', 20, -10, 10, 200, 0.5, 0.05, 150, 30000]",10.68,1.813
"['f15', 20, -10, 10, 200, 0.5, 0.06, 150, 30000]",11.35,8.604
"['f15', 20, -100, 100, 100, 0.4, 0.05, 250, 25000]",8.25,128.813
"['f15', 20, -100, 100, 100, 0.4, 0.05, 300, 30000]",9.7,286.074
"['f15', 20, -100, 100, 100, 0.4, 0.06, 250, 25000]",8.62,125.266
"['f15', 20, -100, 100, 100, 0.4, 0.06, 300, 30000]",9.55,74.808
"['f15', 20, -100, 100, 100, 0.5, 0.05, 250, 25000]",8.12,162.053
"['f15', 20, -100, 100, 100, 0.5, 0.05, 300, 30000]",13.26,348.396
"['f15', 20, -100, 100, 100, 0.5, 0.06, 250, 25000]",8.08,142.624
"['f15', 20, -100, 100, 100, 0.5, 0.06, 300, 30000]",9.57,188.571
"['f15', 20, -100, 100, 200, 0.4, 0.05, 150, 30000]",14.71,57.201
"['f15', 20, -100, 100, 200, 0.4, 0.06, 150, 30000]",9.71,51.084
"['f15', 20, -100, 100, 200, 0.5, 0.05, 150, 30000]",13.58,93.267
"['f15', 20, -100, 100, 200, 0.5, 0.06, 150, 30000]",10.26,38.776
"['f15', 30, -10, 10, 100, 0.4, 0.05, 250, 25000]",11.49,7.822
"['f15', 30, -10, 10, 100, 0.4, 0.05, 300, 30000]",13.73,21.859
"['f15', 30, -10, 10, 100, 0.4, 0.06, 250, 25000]",11.66,7.645
"['f15', 30, -10, 10, 100, 0.4, 0.06, 300, 30000]",13.68,7.659
"['f15', 30, -10, 10, 100, 0.5, 0.05, 250, 25000]",19.44,21.165
"['f15', 30, -10, 10, 100, 0.5, 0.05, 300, 30000]",18.23,28.019
"['f15', 30, -10, 10, 100, 0.5, 0.06, 250, 25000]",11.5,5.003
"['f15', 30, -10, 10, 100, 0.5, 0.06, 300, 30000]",13.49,8.034
"['f15', 30, -10, 10, 200, 0.4, 0.05, 150, 30000]",13.77,4.551
"['f15', 30, -10, 10, 200, 0.4, 0.06, 150, 30000]",13.6,5.585
"['f15', 30, -10, 10, 200, 0.5, 0.05, 150, 30000]",13.5,7.276
"['f15', 30, -10, 10, 200, 0.5, 0.06, 150, 30000]",13.51,7.943
"['f15', 30, -100, 100, 100, 0.4, 0.05, 250, 25000]",11.29,403.318
"['f15', 30, -100, 100, 100, 0.4, 0.05, 300, 30000]",13.78,122.585
"['f15', 30, -100, 100, 100, 0.4, 0.06, 250, 25000]",16.74,200.452
"['f15', 30, -100, 100, 100, 0.4, 0.06, 300, 30000]",13.78,74.347
"['f15', 30, -100, 100, 100, 0.5, 0.05, 250, 25000]",11.28,70.033
"['f15', 30, -100, 100, 100, 0.5, 0.05, 300, 30000]",13.59,217.558
"['f15', 30, -100, 100, 100, 0.5, 0.06, 250, 25000]",12.52,154.208
"['f15', 30, -100, 100, 100, 0.5, 0.06, 300, 30000]",17.14,402.497
"['f15', 30, -100, 100, 200, 0.4, 0.05, 150, 30000]",13.41,158.359
"['f15', 30, -100, 100, 200, 0.4, 0.06, 150, 30000]",13.47,148.277
"['f15', 30, -100, 100, 200, 0.5, 0.05, 150, 30000]",13.52,172.285
"['f15', 30, -100, 100, 200, 0.5, 0.06, 150, 30000]",14.15,51.728
"['f15', 50, -10, 10, 100, 0.4, 0.05, 250, 25000]",18.02,8.368
"['f15', 50, -10, 10, 100, 0.4, 0.05, 300, 30000]",20.73,49.577
"['f15', 50, -10, 10, 100, 0.4, 0.06, 250, 25000]",17.25,3.432
"['f15', 50, -10, 10, 100, 0.4, 0.06, 300, 30000]",20.82,13.448
"['f15', 50, -10, 10, 100, 0.5, 0.05, 250, 25000]",17.21,57.371
"['f15', 50, -10, 10, 100, 0.5, 0.05, 300, 30000]",21.04,38.311
"['f15', 50, -10, 10, 100, 0.5, 0.06, 250, 25000]",17.38,7.372
"['f15', 50, -10, 10, 100, 0.5, 0.06, 300, 30000]",22.46,10.427
"['f15', 50, -10, 10, 200, 0.4, 0.05, 150, 30000]",20.91,14.272
"['f15', 50, -10, 10, 200, 0.4, 0.06, 150, 30000]",21.31,11.379
"['f15', 50, -10, 10, 200, 0.5, 0.05, 150, 30000]",20.75,13.471
"['f15', 50, -10, 10, 200, 0.5, 0.06, 150, 30000]",20.75,2.591
"['f15', 50, -100, 100, 100, 0.4, 0.05, 250, 25000]",17.38,536.787
"['f15', 50, -100, 100, 100, 0.4, 0.05, 300, 30000]",21.23,415.573
