"combination = [fitness_function_name, dimension, range0, range1, population_size, max_ep, crossover_rate, mutation_rate, function evaluation]",gBest_fitness,total_time
"['f10', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",6.256,5.2989139999845065
"['f10', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",7.77,5.8617059999960475
"['f10', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",39.292,5.8209550000028685
"['f10', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",143.879,5.525831999984803
"['f10', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",1.711,5.375170999992406
"['f10', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",239.12,5.222389000002295
"['f10', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",3.303,5.247266999998828
"['f10', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",10.414,5.467097000015201
"['f10', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",57.088,5.274788999988232
"['f10', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",10.783,5.270305999991251
"['f10', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",1.494,5.3096889999869745
"['f10', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",78.422,5.9556830000074115
"['f10', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",545.637,5.719811999995727
"['f10', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",216.706,5.224489999993239
"['f10', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",7.844,5.290983000013512
"['f10', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",79.225,5.5082429999893066
"['f10', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",58.747,5.327970999991521
"['f10', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",68.451,5.512677000020631
"['f10', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",31.381,5.588309000013396
"['f10', 20, -10, 10, 100, 0.4, 0.05, 250, 25000]",45.918,5.392823999980465
"['f10', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",8.775,5.972222999989754
"['f10', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",25.13,6.425504000013461
"['f10', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",44.13,6.504064000007929
"['f10', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",239.384,6.434223000018392
"['f10', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",93.125,6.516185000014957
"['f10', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",354.8,6.43471099997987
"['f10', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",12.437,6.760398000013083
"['f10', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",60.986,6.728696000005584
"['f10', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",3.601,6.845166000013705
"['f10', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",580.054,6.073090999998385
"['f10', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",453.23,6.795661999989534
"['f10', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",88.362,6.419183999998495
"['f10', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",8521.326,6.62542399999802
"['f10', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",22.514,6.375708000006853
"['f10', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",34.577,6.4974959999963176
"['f10', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",11.738,6.353656999999657
"['f10', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",512.896,6.406902999995509
"['f10', 20, -10, 10, 100, 0.4, 0.05, 300, 30000]",17.001,6.543227999994997
